Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
907 kg (113.38 kg),24 ans,25 ans,201 cm,England : 60% (9/15) Australia : 7% (1/15) Namibia : 7% (1/15) South Africa : 7% (1/15) Wales : 7% (1/15) Argentina : 7% (1/15) New Zealand : 7% (1/15),England : 57% (13/23) Argentina : 9% (2/23) New Zealand : 9% (2/23) Australia : 4% (1/23) Namibia : 4% (1/23) South Africa : 4% (1/23) Wales : 4% (1/23) Scotland : 4% (1/23) Ireland : 4% (1/23),Exeter,974 kg (121.75 kg),28 ans,28 ans,198 cm,England : 73% (11/15) Tonga : 13% (2/15) New Zealand : 13% (2/15),England : 78% (18/23) Tonga : 9% (2/23) New Zealand : 9% (2/23) Scotland : 4% (1/23),Wasps," Date :  Saturday, February 5, 2022 Kick Off : 15:30 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,37_25_42_14,4,48_77_4_84,0,,1,24,3,15_26_39,2,49_77,26 - 27
916 kg (114.50 kg),28 ans,26 ans,198 cm,England : 47% (7/15) New Zealand : 20% (3/15) South Africa : 13% (2/15) Samoa : 7% (1/15) Scotland : 7% (1/15) Australia : 7% (1/15),England : 48% (11/23) New Zealand : 13% (3/23) South Africa : 13% (3/23) Wales : 9% (2/23) Samoa : 4% (1/23) Scotland : 4% (1/23) Australia : 4% (1/23) Tonga : 4% (1/23),Saracens,950 kg (118.75 kg),28 ans,26 ans,201 cm,England : 53% (8/15) South Africa : 13% (2/15) Scotland : 13% (2/15) Fiji : 13% (2/15) Zimbabwe : 7% (1/15),England : 61% (14/23) South Africa : 9% (2/23) Scotland : 9% (2/23) Fiji : 9% (2/23) Zimbabwe : 4% (1/23) Russia : 4% (1/23) Wales : 4% (1/23),Bath," Date :  Saturday, February 5, 2022 Kick Off : 16:00 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,37_41_66_58_46,0,,3,6_21_45,1,23,3,43_59_67,0,,40 - 3
950 kg (118.75 kg),27 ans,27 ans,198 cm,England : 60% (9/15) South Africa : 13% (2/15) Argentina : 7% (1/15) Tonga : 7% (1/15) Ireland : 7% (1/15) Australia : 7% (1/15),England : 57% (13/23) South Africa : 9% (2/23) Argentina : 4% (1/23) Tonga : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23) Samoa : 4% (1/23) Zimbabwe : 4% (1/23) Wales : 4% (1/23) Scotland : 4% (1/23),Leicester,925 kg (115.63 kg),27 ans,26 ans,207 cm,England : 73% (11/15) South Africa : 13% (2/15) Ireland : 7% (1/15) Wales : 7% (1/15),England : 70% (16/23) South Africa : 9% (2/23) Wales : 9% (2/23) Ireland : 4% (1/23) Scotland : 4% (1/23) Tonga : 4% (1/23),Worcester," Date :  Saturday, February 5, 2022 Kick Off : 16:00 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,50_26_8_75,1,57,1,22,3,17_36_46,3,27_51_76,1,58,36 - 16
915 kg (114.38 kg),26 ans,23 ans,200 cm,England : 53% (8/15) South Africa : 27% (4/15) Tonga : 7% (1/15) Italy : 7% (1/15) Australia : 7% (1/15),England : 61% (14/23) South Africa : 17% (4/23) Tonga : 4% (1/23) Italy : 4% (1/23) Australia : 4% (1/23) Scotland : 4% (1/23) New Zealand : 4% (1/23),Harlequins,925 kg (115.63 kg),27 ans,25 ans,206 cm,South Africa : 47% (7/15) England : 40% (6/15) Canada : 7% (1/15) Ireland : 7% (1/15),South Africa : 43% (10/23) England : 35% (8/23) Canada : 4% (1/23) Ireland : 4% (1/23) Scotland : 4% (1/23) Wales : 4% (1/23) Samoa : 4% (1/23),Sale," Date :  Sunday, February 6, 2022 Kick Off : 14:00 Venue : Twickenham Stoop Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,41_63,5,30_48_75_15_21,0,,1,8,2,42_63,4,16_22_49_76,14 - 36
911 kg (113.88 kg),28 ans,27 ans,201 cm,England : 60% (9/15) Samoa : 13% (2/15) Fiji : 13% (2/15) New Zealand : 7% (1/15) Wales : 7% (1/15),England : 57% (13/23) New Zealand : 9% (2/23) Samoa : 9% (2/23) Fiji : 9% (2/23) Wales : 4% (1/23) Scotland : 4% (1/23) Australia : 4% (1/23) France : 4% (1/23),Bristol,925 kg (115.63 kg),29 ans,27 ans,207 cm,England : 27% (4/15) Australia : 27% (4/15) Argentina : 13% (2/15) Ireland : 13% (2/15) Wales : 7% (1/15) New Zealand : 7% (1/15) South Africa : 7% (1/15),England : 22% (5/23) Australia : 17% (4/23) Argentina : 13% (3/23) Ireland : 13% (3/23) South Africa : 13% (3/23) Wales : 9% (2/23) New Zealand : 9% (2/23) Scotland : 4% (1/23),London Irish," Date :  Friday, February 11, 2022 Kick Off : 20:45 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,15_31_80_78_76,6,24_55_65_61_52_73,1,2,3,7_42_68,2,33_81,5,25_53_55_66_74,32 - 49
932 kg (116.50 kg),27 ans,28 ans,197 cm,England : 53% (8/15) South Africa : 13% (2/15) Argentina : 7% (1/15) Wales : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15) Australia : 7% (1/15),England : 52% (12/23) South Africa : 13% (3/23) Argentina : 4% (1/23) Wales : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23) Samoa : 4% (1/23) Zimbabwe : 4% (1/23) Scotland : 4% (1/23),Leicester,932 kg (116.50 kg),30 ans,26 ans,202 cm,England : 53% (8/15) South Africa : 20% (3/15) Fiji : 13% (2/15) New Zealand : 7% (1/15) Samoa : 7% (1/15),England : 61% (14/23) South Africa : 13% (3/23) Fiji : 9% (2/23) New Zealand : 9% (2/23) Samoa : 4% (1/23) Ireland : 4% (1/23),Northampton," Date :  Friday, February 11, 2022 Kick Off : 20:45 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,31_12_21_57,3,5_33_70,3,16_42_64,1,48,3,13_23_59,1,71,35 - 20
929 kg (116.13 kg),27 ans,27 ans,208 cm,South Africa : 47% (7/15) England : 40% (6/15) Ireland : 7% (1/15) Samoa : 7% (1/15),England : 48% (11/23) South Africa : 35% (8/23) Ireland : 4% (1/23) Samoa : 4% (1/23) Wales : 4% (1/23) Scotland : 4% (1/23),Sale,923 kg (115.38 kg),28 ans,25 ans,200 cm,England : 73% (11/15) Wales : 13% (2/15) Scotland : 7% (1/15) Ireland : 7% (1/15),England : 74% (17/23) Scotland : 9% (2/23) Wales : 9% (2/23) Ireland : 4% (1/23) South Africa : 4% (1/23),Worcester," Date :  Saturday, February 12, 2022 Kick Off : 16:00 Venue : AJ Bell Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,54_21_58_49_2_68,2,31_15,0,,0,,3,50_59_69,1,16,36 - 12
952 kg (119.00 kg),29 ans,28 ans,201 cm,England : 80% (12/15) New Zealand : 13% (2/15) Scotland : 7% (1/15),England : 78% (18/23) New Zealand : 13% (3/23) Scotland : 4% (1/23) Tonga : 4% (1/23),Wasps,929 kg (116.13 kg),27 ans,26 ans,201 cm,England : 47% (7/15) South Africa : 13% (2/15) Fiji : 13% (2/15) Russia : 7% (1/15) Scotland : 7% (1/15) Tonga : 7% (1/15) Wales : 7% (1/15),England : 65% (15/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Russia : 4% (1/23) Scotland : 4% (1/23) Tonga : 4% (1/23) Wales : 4% (1/23),Bath," Date :  Saturday, February 12, 2022 Kick Off : 16:00 Venue : Coventry Building Society Arena Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",7,20_36_68_70_1_73_80,3,31_47_16,0,,1,61,3,21_69_81,3,17_32_48,41 - 24
910 kg (113.75 kg),25 ans,26 ans,201 cm,England : 40% (6/15) South Africa : 13% (2/15) Australia : 7% (1/15) Namibia : 7% (1/15) Wales : 7% (1/15) Argentina : 7% (1/15) Scotland : 7% (1/15) New Zealand : 7% (1/15) Ireland : 7% (1/15),England : 52% (12/23) South Africa : 9% (2/23) Argentina : 9% (2/23) Australia : 4% (1/23) Namibia : 4% (1/23) Wales : 4% (1/23) Scotland : 4% (1/23) New Zealand : 4% (1/23) Ireland : 4% (1/23) Zimbabwe : 4% (1/23),Exeter,899 kg (112.38 kg),28 ans,26 ans,198 cm,England : 60% (9/15) Argentina : 13% (2/15) Australia : 13% (2/15) South Africa : 7% (1/15) Georgia : 7% (1/15),England : 57% (13/23) Argentina : 13% (3/23) Australia : 9% (2/23) Scotland : 9% (2/23) South Africa : 4% (1/23) Georgia : 4% (1/23) Russia : 4% (1/23),Gloucester," Date :  Saturday, February 12, 2022 Kick Off : 16:00 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,25_48_63_54,3,7_67_73,0,,0,,2,49_64,0,,24 - 15
926 kg (115.75 kg),28 ans,27 ans,201 cm,England : 40% (6/15) New Zealand : 20% (3/15) South Africa : 13% (2/15) Scotland : 13% (2/15) Samoa : 7% (1/15) Australia : 7% (1/15),England : 48% (11/23) New Zealand : 13% (3/23) South Africa : 13% (3/23) Scotland : 9% (2/23) Wales : 9% (2/23) Samoa : 4% (1/23) Australia : 4% (1/23),Saracens,908 kg (113.50 kg),26 ans,25 ans,200 cm,England : 67% (10/15) South Africa : 20% (3/15) Argentina : 7% (1/15) Italy : 7% (1/15),England : 52% (12/23) South Africa : 22% (5/23) Argentina : 4% (1/23) Italy : 4% (1/23) Scotland : 4% (1/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23),Harlequins," Date :  Sunday, February 13, 2022 Kick Off : 14:00 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,5_23,1,17,3,49_58_79,1,37,0,,1,18,19 - 10
958 kg (119.75 kg),29 ans,25 ans,200 cm,England : 67% (10/15) Scotland : 7% (1/15) Ireland : 7% (1/15) Tonga : 7% (1/15) South Africa : 7% (1/15) Wales : 7% (1/15),England : 74% (17/23) Scotland : 9% (2/23) Ireland : 4% (1/23) Tonga : 4% (1/23) South Africa : 4% (1/23) Wales : 4% (1/23),Worcester,908 kg (113.50 kg),28 ans,26 ans,201 cm,England : 40% (6/15) Wales : 20% (3/15) Samoa : 13% (2/15) Scotland : 7% (1/15) New Zealand : 7% (1/15) Australia : 7% (1/15) Fiji : 7% (1/15),England : 57% (13/23) Wales : 13% (3/23) Samoa : 9% (2/23) Scotland : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23) Fiji : 4% (1/23) France : 4% (1/23),Bristol," Date :  Friday, February 18, 2022 Kick Off : 21:15 Venue : Sixways Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,44_4_18,2,28_25,0,,0,,2,5_19,2,25_29,19 - 14
924 kg (115.50 kg),29 ans,25 ans,201 cm,England : 60% (9/15) South Africa : 13% (2/15) Russia : 7% (1/15) Scotland : 7% (1/15) Tonga : 7% (1/15) Fiji : 7% (1/15),England : 74% (17/23) South Africa : 9% (2/23) Russia : 4% (1/23) Scotland : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23),Bath,934 kg (116.75 kg),25 ans,28 ans,201 cm,England : 47% (7/15) South Africa : 13% (2/15) Argentina : 7% (1/15) Zimbabwe : 7% (1/15) Wales : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15) Australia : 7% (1/15),England : 57% (13/23) South Africa : 13% (3/23) Argentina : 4% (1/23) Zimbabwe : 4% (1/23) Wales : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23) Scotland : 4% (1/23),Leicester," Date :  Saturday, February 19, 2022 Kick Off : 16:00 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,8_28_30,3,5_11_53,1,21,1,59,1,28,3,6_11_55,20 - 24
925 kg (115.63 kg),29 ans,26 ans,207 cm,England : 20% (3/15) Argentina : 13% (2/15) South Africa : 13% (2/15) Wales : 13% (2/15) Australia : 13% (2/15) Ireland : 13% (2/15) New Zealand : 7% (1/15) Scotland : 7% (1/15),England : 26% (6/23) Argentina : 17% (4/23) Australia : 13% (3/23) South Africa : 9% (2/23) Wales : 9% (2/23) Ireland : 9% (2/23) New Zealand : 9% (2/23) Scotland : 4% (1/23) Fiji : 4% (1/23),London Irish,933 kg (116.63 kg),28 ans,26 ans,201 cm,England : 53% (8/15) New Zealand : 13% (2/15) South Africa : 13% (2/15) Scotland : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15),England : 48% (11/23) New Zealand : 13% (3/23) South Africa : 13% (3/23) Scotland : 4% (1/23) Samoa : 4% (1/23) Australia : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23) Wales : 4% (1/23),Saracens," Date :  Saturday, February 19, 2022 Kick Off : 16:00 Venue : Brentford Community Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,40_63_2_23,3,35_60_76,2,57_80,3,11_53_73,3,24_41_64,3,36_61_77,32 - 30
904 kg (113.00 kg),28 ans,26 ans,201 cm,England : 73% (11/15) South Africa : 20% (3/15) Scotland : 7% (1/15),England : 61% (14/23) South Africa : 22% (5/23) Scotland : 4% (1/23) New Zealand : 4% (1/23) Italy : 4% (1/23) Australia : 4% (1/23),Harlequins,959 kg (119.88 kg),28 ans,27 ans,201 cm,England : 93% (14/15) Tonga : 7% (1/15),England : 78% (18/23) New Zealand : 9% (2/23) Tonga : 4% (1/23) Scotland : 4% (1/23) South Africa : 4% (1/23),Wasps," Date :  Saturday, February 19, 2022 Kick Off : 16:00 Venue : Twickenham Stoop Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,43_45_30_2,3,58_73_80,0,,1,6,2,31_44,3,59_74_82,29 - 24
942 kg (117.75 kg),26 ans,27 ans,202 cm,England : 53% (8/15) South Africa : 20% (3/15) New Zealand : 13% (2/15) Fiji : 7% (1/15) Samoa : 7% (1/15),England : 61% (14/23) Fiji : 13% (3/23) South Africa : 13% (3/23) New Zealand : 9% (2/23) Samoa : 4% (1/23),Northampton,937 kg (117.13 kg),27 ans,27 ans,208 cm,South Africa : 53% (8/15) England : 40% (6/15) Ireland : 7% (1/15),England : 48% (11/23) South Africa : 39% (9/23) Ireland : 4% (1/23) Wales : 4% (1/23) Scotland : 4% (1/23),Sale," Date :  Saturday, February 19, 2022 Kick Off : 16:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,6_42_36,3,3_58_14,0,,1,2,3,7_37_44,2,5_59,21 - 22
924 kg (115.50 kg),27 ans,27 ans,204 cm,England : 67% (10/15) Fiji : 13% (2/15) Ireland : 7% (1/15) Australia : 7% (1/15) Argentina : 7% (1/15),England : 78% (18/23) Fiji : 9% (2/23) Ireland : 4% (1/23) Australia : 4% (1/23) Argentina : 4% (1/23),Newcastle,920 kg (115.00 kg),26 ans,26 ans,201 cm,England : 53% (8/15) South Africa : 13% (2/15) Australia : 7% (1/15) Namibia : 7% (1/15) Wales : 7% (1/15) New Zealand : 7% (1/15) Ireland : 7% (1/15),England : 61% (14/23) South Africa : 9% (2/23) Argentina : 9% (2/23) Australia : 4% (1/23) Namibia : 4% (1/23) Wales : 4% (1/23) New Zealand : 4% (1/23) Ireland : 4% (1/23),Exeter," Date :  Sunday, February 20, 2022 Kick Off : 16:00 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,55_22,2,43_36,0,,1,76,2,24_56,1,37,14 - 15
916 kg (114.50 kg),30 ans,27 ans,201 cm,England : 53% (8/15) New Zealand : 13% (2/15) Australia : 7% (1/15) Samoa : 7% (1/15) France : 7% (1/15) Fiji : 7% (1/15) Nigeria : 7% (1/15),England : 48% (11/23) Wales : 13% (3/23) New Zealand : 9% (2/23) Samoa : 9% (2/23) Australia : 4% (1/23) France : 4% (1/23) Fiji : 4% (1/23) Nigeria : 4% (1/23) Ireland : 4% (1/23),Bristol,965 kg (120.63 kg),27 ans,27 ans,201 cm,England : 100% (15/15),England : 83% (19/23) South Africa : 9% (2/23) New Zealand : 9% (2/23),Wasps," Date :  Friday, February 25, 2022 Kick Off : 20:45 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,13_42_22_27,2,38_54,1,77,0,,4,14_23_28_44,2,38_74,31 - 19
965 kg (120.63 kg),28 ans,25 ans,200 cm,England : 80% (12/15) Scotland : 7% (1/15) Ireland : 7% (1/15) Tonga : 7% (1/15),England : 83% (19/23) Scotland : 9% (2/23) Ireland : 4% (1/23) Tonga : 4% (1/23),Worcester,920 kg (115.00 kg),27 ans,24 ans,201 cm,England : 67% (10/15) South Africa : 27% (4/15) Scotland : 7% (1/15),England : 57% (13/23) South Africa : 26% (6/23) Scotland : 4% (1/23) New Zealand : 4% (1/23) Italy : 4% (1/23) Australia : 4% (1/23),Harlequins," Date :  Friday, February 25, 2022 Kick Off : 20:45 Venue : Sixways Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,40_79_17,4,75_50_34_23,0,,1,67,3,18_41_79,3,24_35_76,21 - 29
922 kg (115.25 kg),28 ans,26 ans,206 cm,South Africa : 53% (8/15) England : 40% (6/15) Ireland : 7% (1/15),England : 48% (11/23) South Africa : 39% (9/23) Ireland : 4% (1/23) Wales : 4% (1/23) Scotland : 4% (1/23),Sale,941 kg (117.63 kg),28 ans,26 ans,204 cm,England : 33% (5/15) Argentina : 13% (2/15) Australia : 13% (2/15) New Zealand : 13% (2/15) South Africa : 7% (1/15) Wales : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15),England : 30% (7/23) Argentina : 17% (4/23) Australia : 13% (3/23) South Africa : 9% (2/23) Ireland : 9% (2/23) New Zealand : 9% (2/23) Wales : 4% (1/23) Fiji : 4% (1/23) Scotland : 4% (1/23),London Irish," Date :  Friday, February 25, 2022 Kick Off : 20:45 Venue : AJ Bell Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,43_37_54_59,4,75_32_50_57,1,40,1,41,2,44_56,2,33_58,27 - 27
921 kg (115.13 kg),28 ans,26 ans,204 cm,England : 60% (9/15) Fiji : 13% (2/15) Ireland : 7% (1/15) Australia : 7% (1/15) Scotland : 7% (1/15) Argentina : 7% (1/15),England : 65% (15/23) Fiji : 9% (2/23) South Africa : 9% (2/23) Ireland : 4% (1/23) Australia : 4% (1/23) Scotland : 4% (1/23) Argentina : 4% (1/23),Newcastle,914 kg (114.25 kg),26 ans,27 ans,198 cm,England : 67% (10/15) Russia : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Zimbabwe : 7% (1/15) Fiji : 7% (1/15),England : 70% (16/23) Fiji : 9% (2/23) Russia : 4% (1/23) South Africa : 4% (1/23) Scotland : 4% (1/23) Zimbabwe : 4% (1/23) Tonga : 4% (1/23),Bath," Date :  Saturday, February 26, 2022 Kick Off : 16:00 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,4_60_28,2,21_50,2,16_38,2,12_40,2,29_62,2,51_77,25 - 30
953 kg (119.13 kg),25 ans,28 ans,201 cm,England : 53% (8/15) South Africa : 13% (2/15) Argentina : 7% (1/15) Zimbabwe : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15) Australia : 7% (1/15),England : 48% (11/23) South Africa : 13% (3/23) Australia : 9% (2/23) Argentina : 4% (1/23) Zimbabwe : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Samoa : 4% (1/23) Wales : 4% (1/23) Scotland : 4% (1/23),Leicester,908 kg (113.50 kg),28 ans,25 ans,198 cm,England : 60% (9/15) Argentina : 13% (2/15) Georgia : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15),England : 57% (13/23) Argentina : 13% (3/23) Australia : 9% (2/23) Scotland : 9% (2/23) Georgia : 4% (1/23) South Africa : 4% (1/23) Wales : 4% (1/23),Gloucester," Date :  Saturday, February 26, 2022 Kick Off : 16:00 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,50_20_14_71,2,29_74,3,53_64_76,3,5_17_42,3,15_21_51,2,29_74,35 - 23
944 kg (118.00 kg),26 ans,26 ans,207 cm,England : 60% (9/15) South Africa : 20% (3/15) Fiji : 13% (2/15) New Zealand : 7% (1/15),England : 70% (16/23) South Africa : 13% (3/23) Fiji : 9% (2/23) New Zealand : 4% (1/23) Samoa : 4% (1/23),Northampton,921 kg (115.13 kg),25 ans,25 ans,201 cm,England : 47% (7/15) Australia : 7% (1/15) Namibia : 7% (1/15) South Africa : 7% (1/15) Wales : 7% (1/15) Zimbabwe : 7% (1/15) Argentina : 7% (1/15) New Zealand : 7% (1/15) Ireland : 7% (1/15),England : 61% (14/23) Argentina : 9% (2/23) Australia : 4% (1/23) Namibia : 4% (1/23) South Africa : 4% (1/23) Wales : 4% (1/23) Zimbabwe : 4% (1/23) New Zealand : 4% (1/23) Ireland : 4% (1/23),Exeter," Date :  Sunday, February 27, 2022 Kick Off : 14:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,47_41_28,4,32_69_22_64,3,7_18_44,2,10_79,2,30_41,4,23_33_65_70,31 - 34
923 kg (115.38 kg),27 ans,26 ans,201 cm,England : 53% (8/15) South Africa : 27% (4/15) Italy : 7% (1/15) Scotland : 7% (1/15) Australia : 7% (1/15),England : 61% (14/23) South Africa : 22% (5/23) Italy : 4% (1/23) Scotland : 4% (1/23) Australia : 4% (1/23) New Zealand : 4% (1/23),Harlequins,920 kg (115.00 kg),27 ans,26 ans,204 cm,England : 73% (11/15) Fiji : 13% (2/15) Ireland : 7% (1/15) Australia : 7% (1/15),England : 74% (17/23) Fiji : 9% (2/23) South Africa : 9% (2/23) Ireland : 4% (1/23) Australia : 4% (1/23),Newcastle," Date :  Friday, March 4, 2022 Kick Off : 20:45 Venue : Twickenham Stoop Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,27_67_4_31,1,38,0,,1,24,2,5_32,1,39,24 - 10
918 kg (114.75 kg),28 ans,26 ans,204 cm,Argentina : 27% (4/15) Australia : 20% (3/15) England : 13% (2/15) Ireland : 13% (2/15) Wales : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) Scotland : 7% (1/15),England : 22% (5/23) Argentina : 17% (4/23) Australia : 13% (3/23) South Africa : 13% (3/23) Wales : 9% (2/23) Ireland : 9% (2/23) Fiji : 9% (2/23) New Zealand : 4% (1/23) Scotland : 4% (1/23),London Irish,925 kg (115.63 kg),26 ans,25 ans,207 cm,England : 67% (10/15) Scotland : 7% (1/15) Tonga : 7% (1/15) New Zealand : 7% (1/15) South Africa : 7% (1/15) Wales : 7% (1/15),England : 78% (18/23) Scotland : 4% (1/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) South Africa : 4% (1/23) Wales : 4% (1/23),Worcester," Date :  Saturday, March 5, 2022 Kick Off : 16:00 Venue : Brentford Community Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",7,9_41_37_55_25_48_71,2,41_74,0,,0,,4,38_42_49_56,1,75,43 - 12
904 kg (113.00 kg),26 ans,28 ans,198 cm,England : 67% (10/15) Russia : 7% (1/15) Scotland : 7% (1/15) Zimbabwe : 7% (1/15) Tonga : 7% (1/15) Fiji : 7% (1/15),England : 61% (14/23) Tonga : 9% (2/23) Fiji : 9% (2/23) South Africa : 9% (2/23) Russia : 4% (1/23) Scotland : 4% (1/23) Zimbabwe : 4% (1/23),Bath,925 kg (115.63 kg),29 ans,27 ans,201 cm,England : 40% (6/15) Wales : 20% (3/15) New Zealand : 13% (2/15) Fiji : 13% (2/15) Samoa : 7% (1/15) France : 7% (1/15),England : 43% (10/23) Wales : 17% (4/23) New Zealand : 9% (2/23) Samoa : 9% (2/23) Fiji : 9% (2/23) France : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23),Bristol," Date :  Saturday, March 5, 2022 Kick Off : 16:00 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,46_43_36_84,3,2_5_13,0,,2,40_75,2,44_46,3,3_6_14,29 - 27
912 kg (114.00 kg),28 ans,25 ans,198 cm,England : 53% (8/15) Argentina : 20% (3/15) Australia : 13% (2/15) South Africa : 7% (1/15) Scotland : 7% (1/15),England : 52% (12/23) Argentina : 13% (3/23) Scotland : 13% (3/23) Australia : 9% (2/23) South Africa : 4% (1/23) Georgia : 4% (1/23) Wales : 4% (1/23),Gloucester,953 kg (119.13 kg),26 ans,27 ans,207 cm,England : 53% (8/15) South Africa : 20% (3/15) Fiji : 13% (2/15) Wales : 7% (1/15) New Zealand : 7% (1/15),England : 61% (14/23) South Africa : 13% (3/23) Fiji : 9% (2/23) Wales : 4% (1/23) New Zealand : 4% (1/23) Ireland : 4% (1/23) Samoa : 4% (1/23),Northampton," Date :  Saturday, March 5, 2022 Kick Off : 16:00 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,2_73_36,3,50_34_26,0,,3,20_32_70,4,3_37_63_74,3,27_35_51,35 - 30
920 kg (115.00 kg),29 ans,28 ans,201 cm,England : 53% (8/15) New Zealand : 13% (2/15) Scotland : 13% (2/15) South Africa : 7% (1/15) Australia : 7% (1/15) Wales : 7% (1/15),England : 48% (11/23) Scotland : 13% (3/23) Wales : 13% (3/23) New Zealand : 9% (2/23) South Africa : 9% (2/23) Australia : 4% (1/23) Samoa : 4% (1/23),Saracens,923 kg (115.38 kg),23 ans,29 ans,201 cm,England : 60% (9/15) Australia : 7% (1/15) Zimbabwe : 7% (1/15) Wales : 7% (1/15) Fiji : 7% (1/15) Scotland : 7% (1/15) Argentina : 7% (1/15),England : 57% (13/23) Fiji : 9% (2/23) South Africa : 9% (2/23) Australia : 4% (1/23) Zimbabwe : 4% (1/23) Wales : 4% (1/23) Scotland : 4% (1/23) Argentina : 4% (1/23) Samoa : 4% (1/23),Leicester," Date :  Saturday, March 5, 2022 Kick Off : 16:00 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,20_77_42_29_36,3,48_7_72,1,31,2,26_35,3,21_30_43,3,8_49_73,34 - 27
