Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home JIFF players  ( read JIFF study in Top 14 ),Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away JIFF players  ( read JIFF study in Top 14 ),Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
947 kg (118.38 kg),27 ans,27 ans,200 cm,France : 53% (8/15) New Zealand : 13% (2/15) Australia : 13% (2/15) England : 7% (1/15) Georgia : 7% (1/15) Ireland : 7% (1/15),France : 65% (15/23) New Zealand : 9% (2/23) Georgia : 9% (2/23) Australia : 9% (2/23) England : 4% (1/23) Ireland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Lyon,901 kg (112.63 kg),28 ans,26 ans,198 cm,France : 53% (8/15) South Africa : 13% (2/15) England : 13% (2/15) Georgia : 7% (1/15) Argentina : 7% (1/15) Germany : 7% (1/15),France : 48% (11/23) South Africa : 13% (3/23) England : 9% (2/23) Australia : 9% (2/23) Georgia : 4% (1/23) Argentina : 4% (1/23) Germany : 4% (1/23) Tonga : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 23 (61%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Paris," Date :  Saturday, November 11, 2023 Kick Off : 17:00 Venue : Matmut Stadium de Gerland Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,48_80,3,31_44_24,6,12_17_22_27_38_61,5,19_44_58_65_70,2,49_81,3,25_32_45,32 - 36
941 kg (117.63 kg),28 ans,27 ans,198 cm,France : 47% (7/15) England : 13% (2/15) Tonga : 7% (1/15) United-States : 7% (1/15) Canada : 7% (1/15) Italy : 7% (1/15) New Zealand : 7% (1/15) South Africa : 7% (1/15),France : 52% (12/23) England : 13% (3/23) South Africa : 9% (2/23) Tonga : 4% (1/23) United-States : 4% (1/23) Canada : 4% (1/23) Italy : 4% (1/23) New Zealand : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Montpellier,919 kg (114.88 kg),30 ans,25 ans,204 cm,France : 47% (7/15) Argentina : 20% (3/15) Australia : 13% (2/15) Fiji : 7% (1/15) Samoa : 7% (1/15) Tonga : 7% (1/15),France : 61% (14/23) Australia : 13% (3/23) Argentina : 13% (3/23) Fiji : 4% (1/23) Samoa : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Clermont," Date :  Saturday, November 11, 2023 Kick Off : 17:00 Venue : GGL Stadium Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,59_65,2,36_26,1,19,2,14_43,2,60_66,2,27_37,17 - 20
917 kg (114.63 kg),29 ans,26 ans,205 cm,France : 47% (7/15) Tonga : 13% (2/15) Australia : 13% (2/15) New Zealand : 7% (1/15) England : 7% (1/15) Samoa : 7% (1/15) Spain : 7% (1/15),France : 57% (13/23) Tonga : 9% (2/23) Australia : 9% (2/23) England : 9% (2/23) New Zealand : 4% (1/23) Samoa : 4% (1/23) Spain : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau,930 kg (116.25 kg),28 ans,27 ans,204 cm,France : 73% (11/15) Australia : 13% (2/15) South Africa : 7% (1/15) Congo : 7% (1/15),France : 70% (16/23) Australia : 13% (3/23) South Africa : 4% (1/23) Congo : 4% (1/23) Tonga : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bordeaux," Date :  Saturday, November 11, 2023 Kick Off : 17:00 Venue : Stade du Hameau Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,26_56,1,10,2,9_15,2,43_49,2,27_57,0,,20 - 11
905 kg (113.13 kg),29 ans,27 ans,198 cm,France : 53% (8/15) Australia : 13% (2/15) Fiji : 13% (2/15) Georgia : 7% (1/15) Canada : 7% (1/15) Uruguay : 7% (1/15),France : 61% (14/23) Fiji : 13% (3/23) Australia : 9% (2/23) Georgia : 4% (1/23) Canada : 4% (1/23) Uruguay : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres,906 kg (113.25 kg),29 ans,29 ans,196 cm,France : 80% (12/15) Argentina : 7% (1/15) Ireland : 7% (1/15) Fiji : 7% (1/15),France : 70% (16/23) Argentina : 4% (1/23) Ireland : 4% (1/23) Fiji : 4% (1/23) Samoa : 4% (1/23) Scotland : 4% (1/23) Tonga : 4% (1/23) Portugal : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Oyonnax," Date :  Saturday, November 11, 2023 Kick Off : 17:00 Venue : Stade Pierre Fabre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",5,39_46_25_4_72,1,28,2,14_30,2,23_33,4,5_40_47_73,0,,39 - 11
911 kg (113.88 kg),27 ans,29 ans,199 cm,France : 67% (10/15) Ireland : 7% (1/15) Fiji : 7% (1/15) New Zealand : 7% (1/15) England : 7% (1/15) Australia : 7% (1/15),France : 70% (16/23) New Zealand : 9% (2/23) Ireland : 4% (1/23) Fiji : 4% (1/23) England : 4% (1/23) Australia : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),La Rochelle,916 kg (114.50 kg),26 ans,27 ans,205 cm,France : 67% (10/15) Argentina : 13% (2/15) Uruguay : 7% (1/15) Italy : 7% (1/15) Fiji : 7% (1/15),France : 65% (15/23) Argentina : 9% (2/23) Uruguay : 4% (1/23) Italy : 4% (1/23) Fiji : 4% (1/23) South Africa : 4% (1/23) Georgia : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Bayonne," Date :  Saturday, November 11, 2023 Kick Off : 21:05 Venue : Stade Marcel-Deflandre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",0,,0,,6,4_7_9_45_70_80,4,14_32_49_64,0,,0,,18 - 15
918 kg (114.75 kg),27 ans,27 ans,202 cm,France : 53% (8/15) Fiji : 13% (2/15) Georgia : 7% (1/15) Samoa : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15) New Zealand : 7% (1/15),France : 52% (12/23) South Africa : 9% (2/23) Fiji : 9% (2/23) England : 9% (2/23) Georgia : 4% (1/23) Samoa : 4% (1/23) Australia : 4% (1/23) New Zealand : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 13 / 23 (57%)  PRO NON-JIFF PLAYER : 10 / 23 (43 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon,872 kg (109.00 kg),26 ans,26 ans,202 cm,France : 67% (10/15) Fiji : 20% (3/15) Portugal : 7% (1/15) England : 7% (1/15),France : 65% (15/23) Fiji : 17% (4/23) Portugal : 4% (1/23) England : 4% (1/23) Georgia : 4% (1/23) South Africa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 1 / 15 (7 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 20 / 23 (87%)  PRO NON-JIFF PLAYER : 2 / 23 (9 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Racing 92," Date :  Sunday, November 12, 2023 Kick Off : 21:05 Venue : Stade Mayol Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,9_21_44_43,3,38_61_69,3,18_32_59,0,,1,22,3,39_66_70,31 - 26
946 kg (118.25 kg),28 ans,27 ans,200 cm,France : 53% (8/15) South Africa : 20% (3/15) Georgia : 7% (1/15) Australia : 7% (1/15) Tonga : 7% (1/15) England : 7% (1/15),France : 52% (12/23) South Africa : 13% (3/23) Australia : 9% (2/23) Georgia : 4% (1/23) Tonga : 4% (1/23) England : 4% (1/23) Germany : 4% (1/23) New Zealand : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Paris,894 kg (111.75 kg),26 ans,27 ans,196 cm,France : 73% (11/15) Fiji : 13% (2/15) South Africa : 7% (1/15) Argentina : 7% (1/15),France : 65% (15/23) Fiji : 9% (2/23) Georgia : 9% (2/23) South Africa : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Racing 92," Date :  Saturday, November 18, 2023 Kick Off : 15:00 Venue : Stade Jean Bouin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",0,,1,17,3,4_42_43,2,32_55,0,,1,18,9 - 13
966 kg (120.75 kg),29 ans,29 ans,198 cm,Samoa : 20% (3/15) France : 20% (3/15) Italy : 13% (2/15) Fiji : 13% (2/15) Georgia : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15) England : 7% (1/15) Argentina : 7% (1/15),France : 39% (9/23) Samoa : 13% (3/23) Italy : 9% (2/23) South Africa : 9% (2/23) Argentina : 9% (2/23) Fiji : 9% (2/23) Georgia : 4% (1/23) Australia : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Perpignan,934 kg (116.75 kg),29 ans,27 ans,201 cm,France : 47% (7/15) England : 20% (3/15) South Africa : 13% (2/15) Tonga : 7% (1/15) Italy : 7% (1/15) New Zealand : 7% (1/15),France : 57% (13/23) England : 13% (3/23) South Africa : 9% (2/23) New Zealand : 9% (2/23) Tonga : 4% (1/23) Italy : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 7 / 15 (47 %)  PRO NON-JIFF PLAYER : 8 / 15 (53 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Montpellier," Date :  Saturday, November 18, 2023 Kick Off : 17:00 Venue : Stade Aimé Giral Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,72,1,17,3,13_20_33,3,6_42_47,1,73,1,18,23 - 16
952 kg (119.00 kg),28 ans,27 ans,199 cm,France : 67% (10/15) Tonga : 7% (1/15) Argentina : 7% (1/15) South Africa : 7% (1/15) Italy : 7% (1/15) Fiji : 7% (1/15),France : 65% (15/23) Argentina : 13% (3/23) Tonga : 4% (1/23) South Africa : 4% (1/23) Italy : 4% (1/23) Fiji : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Bayonne,899 kg (112.38 kg),28 ans,26 ans,205 cm,France : 67% (10/15) Argentina : 7% (1/15) Australia : 7% (1/15) England : 7% (1/15) Fiji : 7% (1/15) Spain : 7% (1/15),France : 65% (15/23) England : 9% (2/23) Argentina : 4% (1/23) Australia : 4% (1/23) Fiji : 4% (1/23) Spain : 4% (1/23) New Zealand : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau," Date :  Saturday, November 18, 2023 Kick Off : 17:00 Venue : Stade Jean Dauger Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,16_31_76_44,1,47,3,35_52_81,3,5_8_43,3,17_32_45,1,48,35 - 16
919 kg (114.88 kg),30 ans,27 ans,204 cm,France : 33% (5/15) Australia : 20% (3/15) Argentina : 20% (3/15) Fiji : 13% (2/15) Samoa : 7% (1/15) Tonga : 7% (1/15),France : 48% (11/23) Australia : 17% (4/23) Argentina : 13% (3/23) Fiji : 9% (2/23) Samoa : 4% (1/23) Tonga : 4% (1/23) Moldova : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 7 / 15 (47 %)  PRO NON-JIFF PLAYER : 8 / 15 (53 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Clermont,928 kg (116.00 kg),28 ans,26 ans,202 cm,France : 53% (8/15) Fiji : 13% (2/15) Cameroon : 7% (1/15) South Africa : 7% (1/15) Wales : 7% (1/15) England : 7% (1/15) Australia : 7% (1/15),France : 61% (14/23) South Africa : 9% (2/23) England : 9% (2/23) Fiji : 9% (2/23) Cameroon : 4% (1/23) Wales : 4% (1/23) Australia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon," Date :  Saturday, November 18, 2023 Kick Off : 17:00 Venue : Stade Marcel Michelin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,33_7_65,3,27_55_79,2,59_72,3,16_41_48,3,8_34_66,3,28_56_80,27 - 30
919 kg (114.88 kg),29 ans,29 ans,204 cm,France : 60% (9/15) New Zealand : 13% (2/15) Ireland : 13% (2/15) Australia : 7% (1/15) Argentina : 7% (1/15),France : 65% (15/23) New Zealand : 9% (2/23) Ireland : 9% (2/23) Australia : 4% (1/23) Argentina : 4% (1/23) Tonga : 4% (1/23) Portugal : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Oyonnax,937 kg (117.13 kg),28 ans,26 ans,197 cm,France : 53% (8/15) New Zealand : 13% (2/15) England : 7% (1/15) South Africa : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15) Georgia : 7% (1/15),France : 61% (14/23) New Zealand : 9% (2/23) South Africa : 9% (2/23) England : 4% (1/23) Samoa : 4% (1/23) Australia : 4% (1/23) Georgia : 4% (1/23) Ireland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 23 (61%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Lyon," Date :  Saturday, November 18, 2023 Kick Off : 17:00 Venue : Stade Charles-Mathon Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,41_21_29_81,3,43_46_79,4,8_12_36_66,1,17,3,22_30_42,1,44,38 - 20
933 kg (116.63 kg),31 ans,26 ans,200 cm,France : 60% (9/15) Fiji : 13% (2/15) Georgia : 7% (1/15) Australia : 7% (1/15) Canada : 7% (1/15) Uruguay : 7% (1/15),France : 70% (16/23) Fiji : 9% (2/23) Georgia : 4% (1/23) Australia : 4% (1/23) Canada : 4% (1/23) Uruguay : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres,939 kg (117.38 kg),28 ans,26 ans,203 cm,France : 80% (12/15) New Zealand : 7% (1/15) Australia : 7% (1/15) Fiji : 7% (1/15),France : 78% (18/23) Australia : 9% (2/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse," Date :  Saturday, November 18, 2023 Kick Off : 21:05 Venue : Stade Pierre Fabre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,56_23_44,1,65,1,16,3,20_34_40,4,24_45_57_74,1,65,31 - 23
905 kg (113.13 kg),28 ans,28 ans,199 cm,France : 60% (9/15) New Zealand : 13% (2/15) Ireland : 7% (1/15) Fiji : 7% (1/15) England : 7% (1/15) Australia : 7% (1/15),France : 74% (17/23) New Zealand : 9% (2/23) Ireland : 4% (1/23) Fiji : 4% (1/23) England : 4% (1/23) Australia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),La Rochelle,930 kg (116.25 kg),27 ans,28 ans,202 cm,France : 80% (12/15) Georgia : 7% (1/15) Australia : 7% (1/15) Tonga : 7% (1/15),France : 74% (17/23) Australia : 9% (2/23) Georgia : 4% (1/23) Tonga : 4% (1/23) Argentina : 4% (1/23) South Africa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bordeaux," Date :  Sunday, November 19, 2023 Kick Off : 21:05 Venue : Stade Marcel-Deflandre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,29_68_57,2,48_53,2,21_72,3,15_25_38,2,58_69,1,49,25 - 21
931 kg (116.38 kg),27 ans,26 ans,202 cm,France : 60% (9/15) South Africa : 13% (2/15) Fiji : 13% (2/15) Georgia : 7% (1/15) Samoa : 7% (1/15),France : 57% (13/23) Fiji : 13% (3/23) South Africa : 9% (2/23) England : 9% (2/23) Georgia : 4% (1/23) Samoa : 4% (1/23) Cameroon : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon,941 kg (117.63 kg),27 ans,26 ans,200 cm,France : 67% (10/15) Fiji : 20% (3/15) Australia : 7% (1/15) New Zealand : 7% (1/15),France : 65% (15/23) Fiji : 17% (4/23) Australia : 9% (2/23) New Zealand : 4% (1/23) Uruguay : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres," Date :  Saturday, November 25, 2023 Kick Off : 15:00 Venue : Stade Mayol Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,30_43_63_70,3,41_7_82,5,5_16_20_34_55,0,,3,31_44_64,2,42_83,41 - 19
924 kg (115.50 kg),28 ans,26 ans,202 cm,France : 80% (12/15) Georgia : 7% (1/15) Argentina : 7% (1/15) Australia : 7% (1/15),France : 78% (18/23) Australia : 9% (2/23) Georgia : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bordeaux,932 kg (116.50 kg),28 ans,30 ans,202 cm,France : 47% (7/15) Argentina : 13% (2/15) Italy : 13% (2/15) Georgia : 7% (1/15) South Africa : 7% (1/15) Samoa : 7% (1/15) Fiji : 7% (1/15),France : 48% (11/23) Samoa : 13% (3/23) Argentina : 9% (2/23) Italy : 9% (2/23) South Africa : 9% (2/23) Georgia : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Perpignan," Date :  Saturday, November 25, 2023 Kick Off : 17:00 Venue : Stade Chaban-Delmas Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",7,3_17_33_39_8_69_77,3,36_61_82,1,15,0,,4,4_9_18_78,1,59,46 - 22
