Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home JIFF players  ( read JIFF study in Top 14 ),Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away JIFF players  ( read JIFF study in Top 14 ),Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
932 kg (116.50 kg),27 ans,28 ans,199 cm,France : 60% (9/15) Argentina : 20% (3/15) Tonga : 7% (1/15) South Africa : 7% (1/15) Italy : 7% (1/15),France : 70% (16/23) Argentina : 13% (3/23) South Africa : 9% (2/23) Tonga : 4% (1/23) Italy : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Bayonne,924 kg (115.50 kg),29 ans,26 ans,202 cm,France : 40% (6/15) South Africa : 13% (2/15) Cameroon : 7% (1/15) Georgia : 7% (1/15) Samoa : 7% (1/15) Wales : 7% (1/15) New Zealand : 7% (1/15) Tonga : 7% (1/15) Fiji : 7% (1/15),France : 48% (11/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Cameroon : 4% (1/23) Georgia : 4% (1/23) Samoa : 4% (1/23) Wales : 4% (1/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) England : 4% (1/23) Italy : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 23 (57%)  PRO NON-JIFF PLAYER : 10 / 23 (43 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon," Date :  Sunday, March 31, 2024 Kick Off : 21:05 Venue : Reale Arena Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,25,4,39_45_20_71,1,19,6,6_9_30_42_52_57,1,26,4,21_40_46_72,10 - 46
925 kg (115.63 kg),29 ans,27 ans,200 cm,France : 67% (10/15) Fiji : 13% (2/15) Georgia : 7% (1/15) Uruguay : 7% (1/15) New Zealand : 7% (1/15),France : 57% (13/23) Fiji : 17% (4/23) New Zealand : 9% (2/23) Georgia : 4% (1/23) Uruguay : 4% (1/23) South Africa : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres,914 kg (114.25 kg),26 ans,28 ans,203 cm,France : 73% (11/15) Argentina : 7% (1/15) New Zealand : 7% (1/15) Australia : 7% (1/15) England : 7% (1/15),France : 65% (15/23) New Zealand : 9% (2/23) Argentina : 4% (1/23) Australia : 4% (1/23) England : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23) South Africa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),La Rochelle," Date :  Saturday, April 20, 2024 Kick Off : 15:00 Venue : Stade Pierre Fabre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,26_66_74,3,23_69_36,2,5_35,1,55,2,27_67,3,22_37_70,25 - 24
960 kg (120.00 kg),26 ans,29 ans,197 cm,France : 40% (6/15) Argentina : 13% (2/15) South Africa : 13% (2/15) Samoa : 13% (2/15) Fiji : 13% (2/15) Australia : 7% (1/15),France : 43% (10/23) Argentina : 13% (3/23) South Africa : 13% (3/23) Fiji : 13% (3/23) Samoa : 9% (2/23) Australia : 4% (1/23) Italy : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 14 / 23 (61%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Perpignan,949 kg (118.63 kg),29 ans,26 ans,200 cm,France : 53% (8/15) New Zealand : 13% (2/15) Australia : 13% (2/15) Georgia : 13% (2/15) South Africa : 7% (1/15),France : 57% (13/23) Australia : 13% (3/23) New Zealand : 9% (2/23) Georgia : 9% (2/23) South Africa : 4% (1/23) England : 4% (1/23) Ireland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 23 (61%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Lyon," Date :  Saturday, April 20, 2024 Kick Off : 17:00 Venue : Stade Aimé Giral Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",6,62_46_18_77_8_74,3,12_2_57,2,26_36,1,31,5,9_19_47_69_78,1,58,51 - 20
905 kg (113.13 kg),31 ans,25 ans,202 cm,France : 33% (5/15) Tonga : 13% (2/15) New Zealand : 13% (2/15) Australia : 13% (2/15) Fiji : 7% (1/15) Georgia : 7% (1/15) England : 7% (1/15) Spain : 7% (1/15),France : 48% (11/23) Tonga : 9% (2/23) New Zealand : 9% (2/23) Australia : 9% (2/23) Georgia : 9% (2/23) England : 9% (2/23) Fiji : 4% (1/23) Spain : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau,932 kg (116.50 kg),27 ans,27 ans,203 cm,France : 60% (9/15) South Africa : 13% (2/15) Georgia : 7% (1/15) Canada : 7% (1/15) England : 7% (1/15) Fiji : 7% (1/15),France : 65% (15/23) Georgia : 9% (2/23) South Africa : 9% (2/23) England : 9% (2/23) Canada : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Montpellier," Date :  Saturday, April 20, 2024 Kick Off : 17:00 Venue : Stade du Hameau Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,7_31_76,3,80_12_72,4,18_23_46_66,2,30_36,2,8_77,1,13,31 - 23
909 kg (113.63 kg),27 ans,29 ans,204 cm,France : 47% (7/15) New Zealand : 13% (2/15) Argentina : 13% (2/15) Ireland : 13% (2/15) Australia : 7% (1/15) Scotland : 7% (1/15),France : 48% (11/23) New Zealand : 13% (3/23) Argentina : 9% (2/23) Ireland : 9% (2/23) Australia : 4% (1/23) Scotland : 4% (1/23) Samoa : 4% (1/23) Tonga : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 13 / 23 (57%)  PRO NON-JIFF PLAYER : 10 / 23 (43 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Oyonnax,930 kg (116.25 kg),28 ans,27 ans,203 cm,France : 60% (9/15) South Africa : 13% (2/15) Fiji : 13% (2/15) England : 7% (1/15) Argentina : 7% (1/15),France : 65% (15/23) South Africa : 9% (2/23) Fiji : 9% (2/23) England : 9% (2/23) Argentina : 4% (1/23) Portugal : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Racing 92," Date :  Saturday, April 20, 2024 Kick Off : 17:00 Venue : Stade Charles-Mathon Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,54,6,65_75_81_49_7_56,2,24_37,1,42,1,55,5,8_50_57_76_82,13 - 43
904 kg (113.00 kg),29 ans,27 ans,199 cm,France : 53% (8/15) England : 13% (2/15) Georgia : 7% (1/15) Australia : 7% (1/15) Tonga : 7% (1/15) New Zealand : 7% (1/15) South Africa : 7% (1/15),France : 57% (13/23) Georgia : 9% (2/23) Australia : 9% (2/23) England : 9% (2/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) South Africa : 4% (1/23) Germany : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Paris,940 kg (117.50 kg),28 ans,28 ans,199 cm,France : 60% (9/15) Argentina : 20% (3/15) Tonga : 7% (1/15) South Africa : 7% (1/15) Italy : 7% (1/15),France : 65% (15/23) Argentina : 13% (3/23) South Africa : 9% (2/23) Tonga : 4% (1/23) Italy : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Bayonne," Date :  Saturday, April 20, 2024 Kick Off : 17:00 Venue : Stade Jean Bouin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,35_51_66_81,3,41_7_28,0,,1,19,4,36_52_67_82,3,8_29_42,28 - 24
924 kg (115.50 kg),29 ans,27 ans,202 cm,France : 40% (6/15) South Africa : 13% (2/15) Cameroon : 7% (1/15) Georgia : 7% (1/15) Samoa : 7% (1/15) Italy : 7% (1/15) New Zealand : 7% (1/15) Tonga : 7% (1/15) Fiji : 7% (1/15),France : 39% (9/23) England : 13% (3/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Cameroon : 4% (1/23) Georgia : 4% (1/23) Samoa : 4% (1/23) Italy : 4% (1/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) Wales : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 11 / 23 (48%)  PRO NON-JIFF PLAYER : 12 / 23 (52 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon,943 kg (117.88 kg),26 ans,25 ans,203 cm,France : 73% (11/15) United-States : 7% (1/15) Samoa : 7% (1/15) Ireland : 7% (1/15) Argentina : 7% (1/15),France : 70% (16/23) United-States : 4% (1/23) Samoa : 4% (1/23) Ireland : 4% (1/23) Argentina : 4% (1/23) Australia : 4% (1/23) England : 4% (1/23) Spain : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse," Date :  Saturday, April 20, 2024 Kick Off : 21:05 Venue : Orange Vélodrome Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,15_58,1,9,2,29_53,3,22_40_64,2,16_59,0,,20 - 19
948 kg (118.50 kg),29 ans,28 ans,207 cm,France : 67% (10/15) Australia : 13% (2/15) Tonga : 7% (1/15) Argentina : 7% (1/15) Congo : 7% (1/15),France : 65% (15/23) Australia : 13% (3/23) Tonga : 4% (1/23) Argentina : 4% (1/23) Congo : 4% (1/23) Georgia : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bordeaux,917 kg (114.63 kg),28 ans,26 ans,204 cm,France : 73% (11/15) Australia : 13% (2/15) Fiji : 13% (2/15),France : 74% (17/23) Australia : 9% (2/23) Fiji : 9% (2/23) Argentina : 4% (1/23) Moldova : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Clermont," Date :  Sunday, April 21, 2024 Kick Off : 21:05 Venue : Stade Chaban-Delmas Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",5,50_22_43_53_79,1,72,2,14_40,0,,5,23_44_51_54_80,1,73,41 - 7
943 kg (117.88 kg),26 ans,26 ans,203 cm,France : 73% (11/15) Australia : 7% (1/15) Ireland : 7% (1/15) New Zealand : 7% (1/15) Scotland : 7% (1/15),France : 61% (14/23) Argentina : 9% (2/23) Australia : 4% (1/23) Ireland : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23) United-States : 4% (1/23) Samoa : 4% (1/23) Spain : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse,913 kg (114.13 kg),29 ans,27 ans,203 cm,France : 47% (7/15) England : 20% (3/15) South Africa : 13% (2/15) Fiji : 13% (2/15) Georgia : 7% (1/15),France : 52% (12/23) England : 13% (3/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Georgia : 4% (1/23) New Zealand : 4% (1/23) Argentina : 4% (1/23) Portugal : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Racing 92," Date :  Saturday, April 27, 2024 Kick Off : 15:00 Venue : Stade Ernest-Wallon Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,63_39_48_51,2,11_79,2,25_31,0,,3,40_49_52,1,80,32 - 12
942 kg (117.75 kg),27 ans,28 ans,199 cm,France : 67% (10/15) Argentina : 13% (2/15) Tonga : 7% (1/15) South Africa : 7% (1/15) Italy : 7% (1/15),France : 70% (16/23) Argentina : 9% (2/23) Tonga : 4% (1/23) South Africa : 4% (1/23) Italy : 4% (1/23) Georgia : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 19 / 23 (83%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Bayonne,955 kg (119.38 kg),28 ans,28 ans,207 cm,France : 73% (11/15) Australia : 13% (2/15) South Africa : 7% (1/15) Tonga : 7% (1/15),France : 61% (14/23) Australia : 17% (4/23) South Africa : 4% (1/23) Tonga : 4% (1/23) Georgia : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bordeaux," Date :  Saturday, April 27, 2024 Kick Off : 17:00 Venue : Stade Jean Dauger Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,42_46,3,25_4_53,1,15,4,18_41_57_67,1,43,2,26_54,15 - 34
934 kg (116.75 kg),31 ans,27 ans,204 cm,France : 53% (8/15) New Zealand : 13% (2/15) Argentina : 13% (2/15) Australia : 7% (1/15) Georgia : 7% (1/15) Ireland : 7% (1/15),France : 61% (14/23) New Zealand : 13% (3/23) Argentina : 9% (2/23) Australia : 4% (1/23) Georgia : 4% (1/23) Ireland : 4% (1/23) Scotland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Oyonnax,920 kg (115.00 kg),29 ans,27 ans,200 cm,France : 73% (11/15) Fiji : 20% (3/15) Georgia : 7% (1/15),France : 57% (13/23) Fiji : 22% (5/23) Georgia : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Uruguay : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres," Date :  Saturday, April 27, 2024 Kick Off : 17:00 Venue : Stade Charles-Mathon Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,52_49_39,2,17_35,1,70,1,43,2,40_50,0,,22 - 19
930 kg (116.25 kg),28 ans,27 ans,203 cm,France : 60% (9/15) South Africa : 20% (3/15) Georgia : 7% (1/15) England : 7% (1/15) New Zealand : 7% (1/15),France : 57% (13/23) Georgia : 13% (3/23) South Africa : 13% (3/23) New Zealand : 9% (2/23) England : 4% (1/23) Canada : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Montpellier,961 kg (120.13 kg),28 ans,29 ans,197 cm,France : 40% (6/15) Samoa : 13% (2/15) Argentina : 13% (2/15) Fiji : 13% (2/15) Italy : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15),France : 39% (9/23) Samoa : 13% (3/23) South Africa : 13% (3/23) Argentina : 13% (3/23) Fiji : 13% (3/23) Italy : 4% (1/23) Australia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 23 (57%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Perpignan," Date :  Saturday, April 27, 2024 Kick Off : 17:00 Venue : GGL Stadium Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,19_45,3,33_51_61,2,10_53,2,55_75,2,20_46,2,52_62,20 - 25
952 kg (119.00 kg),29 ans,25 ans,200 cm,France : 60% (9/15) New Zealand : 13% (2/15) England : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15) Georgia : 7% (1/15),France : 70% (16/23) New Zealand : 9% (2/23) England : 4% (1/23) South Africa : 4% (1/23) Australia : 4% (1/23) Georgia : 4% (1/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Lyon,913 kg (114.13 kg),28 ans,26 ans,205 cm,France : 53% (8/15) Georgia : 13% (2/15) New Zealand : 13% (2/15) England : 13% (2/15) Spain : 7% (1/15),France : 57% (13/23) Georgia : 9% (2/23) New Zealand : 9% (2/23) England : 9% (2/23) Spain : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau," Date :  Saturday, April 27, 2024 Kick Off : 17:00 Venue : Matmut Stadium de Gerland Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",6,52_16_39_31_63_76,3,35_69_73,0,,1,24,4,17_32_40_64,1,36,38 - 20
903 kg (112.88 kg),30 ans,26 ans,204 cm,France : 47% (7/15) Australia : 13% (2/15) Fiji : 13% (2/15) Argentina : 13% (2/15) Samoa : 7% (1/15) Tonga : 7% (1/15),France : 48% (11/23) Fiji : 13% (3/23) Argentina : 13% (3/23) Australia : 9% (2/23) Samoa : 4% (1/23) Tonga : 4% (1/23) Georgia : 4% (1/23) Moldova : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 14 / 23 (61%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Clermont,896 kg (112.00 kg),27 ans,28 ans,198 cm,France : 53% (8/15) Georgia : 13% (2/15) England : 13% (2/15) Tonga : 7% (1/15) New Zealand : 7% (1/15) South Africa : 7% (1/15),France : 52% (12/23) Georgia : 9% (2/23) England : 9% (2/23) South Africa : 9% (2/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) Germany : 4% (1/23) Fiji : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 15 / 23 (65%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Paris," Date :  Saturday, April 27, 2024 Kick Off : 21:05 Venue : Stade Marcel Michelin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",6,21_73_27_42_68_6,2,81_11,1,37,2,20_25,4,7_22_28_74,1,12,41 - 18
