home_pack_weight_average,home_forwards_average_age,home_backs_average_age,home_tallest_player,home_differents_nationalities_for_starters,home_differents_nationalities_for_all_the_team,home_team,away_pack_weight_average,away_forwards_average_age,away_backs_average_age,away_tallest_player,away_differents_nationalities_for_starters,away_differents_nationalities_for_all_the_team,away_team,stadium,match_date,match_time_french,home_n_tries,home_n_conversions,home_n_pen_kicks,home_n_pen_tries,away_n_tries,away_n_conversions,away_n_pen_kicks,away_n_pen_tries,mins_of_home_tries,mins_of_home_conversions,mins_of_home_pen_kicks,mins_of_home_pen_tries,mins_of_away_tries,mins_of_away_conversions,mins_of_away_pen_kicks,mins_of_away_pen_tries,match_result
915 kg (114.38 kg),27 ans,28 ans,203 cm,Wales : 73% (11/15) England : 13% (2/15) New Zealand : 13% (2/15),Wales : 74% (17/23) England : 9% (2/23) New Zealand : 9% (2/23) South Africa : 4% (1/23) Australia : 4% (1/23),Ospreys,923 kg (115.38 kg),29 ans,27 ans,197 cm,Wales : 67% (10/15) Tonga : 13% (2/15) England : 7% (1/15) Argentina : 7% (1/15) New Zealand : 7% (1/15),Wales : 74% (17/23) England : 9% (2/23) Tonga : 9% (2/23) Argentina : 4% (1/23) New Zealand : 4% (1/23),Scarlets,Swansea.com Stadium,"Monday, December 26, 2022",18:15,5,3,1,0,2,2,0,0,33_23_81_14_67,34_25_69,52,,30_48,31_50,,,34 - 14
909 kg (113.63 kg),30 ans,26 ans,203 cm,Ireland : 80% (12/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) France : 7% (1/15),Ireland : 78% (18/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) France : 4% (1/23) United-States : 4% (1/23) Scotland : 4% (1/23),Munster,911 kg (113.88 kg),26 ans,26 ans,198 cm,Ireland : 93% (14/15) New Zealand : 7% (1/15),Ireland : 91% (21/23) New Zealand : 4% (1/23) Georgia : 4% (1/23),Leinster,Thomond Park,"Monday, December 26, 2022",20:35,3,1,0,1,2,2,2,0,30_63_43,30,,43,52_48,48_54,2_19,,19 - 20
934 kg (116.75 kg),29 ans,25 ans,198 cm,Scotland : 47% (7/15) South Africa : 20% (3/15) England : 20% (3/15) Fiji : 7% (1/15) Argentina : 7% (1/15),Scotland : 48% (11/23) South Africa : 17% (4/23) England : 17% (4/23) Fiji : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23),Edinburgh,953 kg (119.13 kg),28 ans,27 ans,205 cm,Scotland : 40% (6/15) Argentina : 13% (2/15) South Africa : 13% (2/15) Australia : 13% (2/15) Tonga : 7% (1/15) England : 7% (1/15) New Zealand : 7% (1/15),Scotland : 35% (8/23) South Africa : 17% (4/23) Argentina : 13% (3/23) England : 13% (3/23) Australia : 9% (2/23) New Zealand : 9% (2/23) Tonga : 4% (1/23),Glasgow,Murrayfield,"Friday, December 30, 2022",20:35,3,2,2,0,4,3,2,0,9_25_79,10_27,14_42,,34_55_4_68,6_56_69,66_73,,25 - 32
917 kg (114.63 kg),26 ans,24 ans,200 cm,Italy : 60% (9/15) South Africa : 20% (3/15) Argentina : 7% (1/15) New Zealand : 7% (1/15) England : 7% (1/15),Italy : 70% (16/23) South Africa : 13% (3/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) England : 4% (1/23) Serbia : 4% (1/23),Zebre,909 kg (113.63 kg),27 ans,25 ans,200 cm,Italy : 67% (10/15) New Zealand : 7% (1/15) Samoa : 7% (1/15) England : 7% (1/15) Fiji : 7% (1/15) Argentina : 7% (1/15),Italy : 70% (16/23) Argentina : 9% (2/23) New Zealand : 4% (1/23) Samoa : 4% (1/23) England : 4% (1/23) Fiji : 4% (1/23) Tonga : 4% (1/23),Benetton,Stadio Sergio Lanfranchi,"Saturday, December 31, 2022",13:30,2,2,1,0,6,5,0,0,6_1,1_7,38,,43_53_76_28_67_71,29_44_54_67_77,,,17 - 40
940 kg (117.50 kg),30 ans,26 ans,203 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Sharks,917 kg (114.63 kg),25 ans,26 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,Hollywoodbets Kings Park,"Saturday, December 31, 2022",15:45,5,4,4,1,2,2,2,0,45_39_50_81_30,40_47_51_82,8_16_27_61,30,18_57,19_59,1_14,,47 - 20
897 kg (112.13 kg),29 ans,26 ans,198 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,950 kg (118.75 kg),26 ans,25 ans,198 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Lions,DHL Stadium,"Saturday, December 31, 2022",18:00,6,5,0,0,1,0,1,0,12_27_53_68_6_77,7_28_55_68_79,,,48,,18,,40 - 8
945 kg (118.13 kg),29 ans,27 ans,203 cm,Wales : 73% (11/15) Tonga : 13% (2/15) England : 7% (1/15) Samoa : 7% (1/15),Wales : 83% (19/23) Tonga : 9% (2/23) England : 4% (1/23) Samoa : 4% (1/23),Cardiff,910 kg (113.75 kg),29 ans,26 ans,203 cm,Wales : 73% (11/15) New Zealand : 13% (2/15) South Africa : 7% (1/15) Australia : 7% (1/15),Wales : 78% (18/23) New Zealand : 9% (2/23) South Africa : 4% (1/23) Australia : 4% (1/23) England : 4% (1/23),Ospreys,Cardiff Arms Park,"Sunday, January 1, 2023",16:00,3,2,0,0,3,2,1,0,28_67_4,5_68,,,21_43_52,22_54,77,,19 - 22
925 kg (115.63 kg),30 ans,27 ans,198 cm,Wales : 67% (10/15) Tonga : 13% (2/15) New Zealand : 13% (2/15) England : 7% (1/15),Wales : 78% (18/23) Tonga : 9% (2/23) New Zealand : 9% (2/23) England : 4% (1/23),Scarlets,913 kg (114.13 kg),26 ans,26 ans,198 cm,Wales : 67% (10/15) New Zealand : 13% (2/15) South Africa : 7% (1/15) England : 7% (1/15) Ireland : 7% (1/15),Wales : 74% (17/23) New Zealand : 9% (2/23) England : 9% (2/23) South Africa : 4% (1/23) Ireland : 4% (1/23),Dragons,Parc y Scarlets,"Sunday, January 1, 2023",18:15,3,3,4,0,2,2,1,0,57_22_81,23_59_83,4_11_38_48,,33_17,19_35,14,,33 - 17
909 kg (113.63 kg),28 ans,27 ans,199 cm,Ireland : 67% (10/15) England : 20% (3/15) Scotland : 7% (1/15) South Africa : 7% (1/15),Ireland : 70% (16/23) England : 17% (4/23) Scotland : 4% (1/23) South Africa : 4% (1/23) Australia : 4% (1/23),Ulster,911 kg (113.88 kg),28 ans,26 ans,203 cm,Ireland : 60% (9/15) United-States : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Tonga : 7% (1/15) France : 7% (1/15) England : 7% (1/15),Ireland : 74% (17/23) United-States : 4% (1/23) South Africa : 4% (1/23) Scotland : 4% (1/23) Tonga : 4% (1/23) France : 4% (1/23) England : 4% (1/23),Munster,Kingspan Stadium,"Sunday, January 1, 2023",18:15,1,0,3,0,2,1,1,0,66,,15_19_24,,43_79,80,73,,14 - 15
911 kg (113.88 kg),25 ans,25 ans,201 cm,Ireland : 80% (12/15) New Zealand : 13% (2/15) Australia : 7% (1/15),Ireland : 83% (19/23) New Zealand : 9% (2/23) Australia : 4% (1/23) Georgia : 4% (1/23),Leinster,901 kg (112.63 kg),26 ans,27 ans,201 cm,Ireland : 73% (11/15) New Zealand : 20% (3/15) Australia : 7% (1/15),Ireland : 78% (18/23) New Zealand : 13% (3/23) Australia : 9% (2/23),Connacht,RDS Arena,"Sunday, January 1, 2023",20:35,7,3,0,0,2,1,0,0,21_71_75_68_2_31_44,23_32_72,,,16_36,16,,,41 - 12
919 kg (114.88 kg),27 ans,27 ans,198 cm,Wales : 60% (9/15) England : 20% (3/15) New Zealand : 13% (2/15) South Africa : 7% (1/15),Wales : 61% (14/23) England : 22% (5/23) New Zealand : 9% (2/23) South Africa : 4% (1/23) Argentina : 4% (1/23),Dragons,924 kg (115.50 kg),25 ans,26 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,Rodney Parade,"Friday, January 6, 2023",20:35,2,2,0,0,4,2,1,1,24_34,25_35,,,59_3_64_15,5_60,11,15,14 - 29
884 kg (110.50 kg),25 ans,27 ans,203 cm,Ireland : 73% (11/15) United-States : 7% (1/15) South Africa : 7% (1/15) Tonga : 7% (1/15) England : 7% (1/15),Ireland : 83% (19/23) United-States : 4% (1/23) South Africa : 4% (1/23) Tonga : 4% (1/23) England : 4% (1/23),Munster,933 kg (116.63 kg),24 ans,26 ans,200 cm,South Africa : 87% (13/15) Zimbabwe : 7% (1/15) Congo : 7% (1/15),South Africa : 91% (21/23) Zimbabwe : 4% (1/23) Congo : 4% (1/23),Lions,Musgrave Park,"Friday, January 6, 2023",20:35,5,4,0,0,0,0,1,0,28_48_75_9_79,30_49_76_81,,,,,5,,33 - 3
899 kg (112.38 kg),27 ans,26 ans,198 cm,Italy : 73% (11/15) Argentina : 13% (2/15) Fiji : 7% (1/15) South Africa : 7% (1/15),Italy : 70% (16/23) Argentina : 9% (2/23) Fiji : 4% (1/23) South Africa : 4% (1/23) Tonga : 4% (1/23) Scotland : 4% (1/23) England : 4% (1/23),Benetton,904 kg (113.00 kg),28 ans,27 ans,199 cm,Ireland : 67% (10/15) England : 20% (3/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),Ireland : 70% (16/23) England : 13% (3/23) South Africa : 9% (2/23) New Zealand : 4% (1/23) Scotland : 4% (1/23),Ulster,Stadio Comunale di Monigo,"Saturday, January 7, 2023",14:00,3,2,3,0,4,2,1,1,13_18_63,14_19,35_59_77,,8_54_67_74,9_69,40,74,31 - 29
897 kg (112.13 kg),27 ans,26 ans,197 cm,Scotland : 67% (10/15) Australia : 13% (2/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) England : 7% (1/15),Scotland : 48% (11/23) England : 22% (5/23) South Africa : 13% (3/23) Australia : 9% (2/23) New Zealand : 4% (1/23) Fiji : 4% (1/23),Edinburgh,912 kg (114.00 kg),27 ans,25 ans,200 cm,Italy : 73% (11/15) South Africa : 13% (2/15) England : 13% (2/15),Italy : 65% (15/23) South Africa : 17% (4/23) England : 9% (2/23) Serbia : 4% (1/23) Argentina : 4% (1/23),Zebre,The DAM Health Stadium,"Saturday, January 7, 2023",16:00,4,2,0,0,3,1,0,0,69_17_21_78,70_80,,,66_43_50,67,,,24 - 17
889 kg (111.13 kg),27 ans,27 ans,201 cm,Ireland : 73% (11/15) Australia : 20% (3/15) New Zealand : 7% (1/15),Ireland : 70% (16/23) Australia : 17% (4/23) New Zealand : 9% (2/23) Tonga : 4% (1/23),Connacht,912 kg (114.00 kg),27 ans,25 ans,197 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Sharks,The Sportsground,"Saturday, January 7, 2023",18:15,4,2,0,0,2,1,0,0,19_23_55_39,24_40,,,60_77,61,,,24 - 12
938 kg (117.25 kg),30 ans,27 ans,203 cm,Wales : 73% (11/15) Tonga : 13% (2/15) Moldova : 7% (1/15) Samoa : 7% (1/15),Wales : 83% (19/23) Tonga : 9% (2/23) Moldova : 4% (1/23) Samoa : 4% (1/23),Cardiff,929 kg (116.13 kg),29 ans,27 ans,198 cm,Wales : 80% (12/15) New Zealand : 13% (2/15) Tonga : 7% (1/15),Wales : 83% (19/23) New Zealand : 9% (2/23) Tonga : 4% (1/23) Argentina : 4% (1/23),Scarlets,Cardiff Arms Park,"Saturday, January 7, 2023",18:15,3,2,1,0,3,2,3,0,48_35_62,36_49,1,,3_28_26,4_30,44_51_71,,22 - 28
918 kg (114.75 kg),28 ans,25 ans,198 cm,Wales : 73% (11/15) New Zealand : 13% (2/15) England : 7% (1/15) Australia : 7% (1/15),Wales : 78% (18/23) New Zealand : 9% (2/23) England : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23),Ospreys,920 kg (115.00 kg),28 ans,25 ans,200 cm,Ireland : 87% (13/15) Australia : 7% (1/15) New Zealand : 7% (1/15),Ireland : 87% (20/23) Australia : 4% (1/23) New Zealand : 4% (1/23) Georgia : 4% (1/23),Leinster,Swansea.com Stadium,"Saturday, January 7, 2023",20:35,1,1,4,0,3,3,1,0,14,15,10_43_54_72,,36_67_63,37_64_69,20,,19 - 24
961 kg (120.13 kg),28 ans,26 ans,208 cm,Scotland : 40% (6/15) Argentina : 13% (2/15) South Africa : 13% (2/15) Australia : 13% (2/15) England : 7% (1/15) Tonga : 7% (1/15) New Zealand : 7% (1/15),Scotland : 39% (9/23) Argentina : 13% (3/23) South Africa : 13% (3/23) England : 13% (3/23) Australia : 9% (2/23) New Zealand : 9% (2/23) Tonga : 4% (1/23),Glasgow,897 kg (112.13 kg),29 ans,25 ans,198 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,Scotstoun Stadium,"Sunday, January 8, 2023",16:00,4,2,0,0,3,1,0,0,16_50_7_78,51_80,,,13_29_61,14,,,24 - 17
923 kg (115.38 kg),29 ans,27 ans,201 cm,Ireland : 73% (11/15) New Zealand : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15) England : 7% (1/15),Ireland : 74% (17/23) England : 9% (2/23) New Zealand : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23) Scotland : 4% (1/23),Ulster,890 kg (111.25 kg),28 ans,25 ans,198 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,Kingspan Stadium,"Friday, January 27, 2023",20:35,5,5,0,0,1,0,0,0,45_41_13_20_56,14_21_43_46_57,,,76,,,,35 - 5
911 kg (113.88 kg),29 ans,25 ans,198 cm,Wales : 73% (11/15) Tonga : 13% (2/15) New Zealand : 13% (2/15),Wales : 78% (18/23) Tonga : 9% (2/23) New Zealand : 9% (2/23) England : 4% (1/23),Scarlets,924 kg (115.50 kg),25 ans,26 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,Parc y Scarlets,"Friday, January 27, 2023",20:35,4,4,3,0,4,4,0,0,14_9_20_75,10_15_21_77,2_31_45,,54_4_35_61,5_36_55_62,,,37 - 28
906 kg (113.25 kg),26 ans,26 ans,200 cm,Italy : 53% (8/15) Argentina : 13% (2/15) South Africa : 13% (2/15) Tonga : 7% (1/15) Samoa : 7% (1/15) England : 7% (1/15),Italy : 48% (11/23) Argentina : 17% (4/23) South Africa : 17% (4/23) England : 9% (2/23) Tonga : 4% (1/23) Samoa : 4% (1/23),Benetton,887 kg (110.88 kg),25 ans,26 ans,203 cm,Ireland : 67% (10/15) United-States : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) Tonga : 7% (1/15) France : 7% (1/15),Ireland : 78% (18/23) United-States : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) France : 4% (1/23),Munster,Stadio Comunale di Monigo,"Saturday, January 28, 2023",15:30,4,2,2,0,6,5,0,0,6_12_57_81,13_82,39_46,,49_30_42_16_76_71,17_31_42_50_77,,,30 - 40
909 kg (113.63 kg),26 ans,28 ans,198 cm,Wales : 73% (11/15) England : 13% (2/15) Ireland : 7% (1/15) New Zealand : 7% (1/15),Wales : 74% (17/23) England : 13% (3/23) New Zealand : 9% (2/23) Ireland : 4% (1/23),Dragons,956 kg (119.50 kg),29 ans,25 ans,208 cm,Scotland : 27% (4/15) New Zealand : 27% (4/15) England : 13% (2/15) Australia : 13% (2/15) South Africa : 7% (1/15) Tonga : 7% (1/15) Argentina : 7% (1/15),Scotland : 30% (7/23) New Zealand : 22% (5/23) England : 17% (4/23) South Africa : 9% (2/23) Australia : 9% (2/23) Argentina : 9% (2/23) Tonga : 4% (1/23),Glasgow,Rodney Parade,"Saturday, January 28, 2023",16:00,4,4,0,0,6,6,0,0,56_15_18_80,16_19_57_80,,,7_21_40_1_47_73,2_8_22_40_48_74,,,28 - 42
916 kg (114.50 kg),26 ans,24 ans,200 cm,Ireland : 93% (14/15) Australia : 7% (1/15),Ireland : 96% (22/23) Australia : 4% (1/23),Leinster,925 kg (115.63 kg),28 ans,29 ans,203 cm,Wales : 87% (13/15) Tonga : 7% (1/15) Samoa : 7% (1/15),Wales : 87% (20/23) Tonga : 4% (1/23) Samoa : 4% (1/23) England : 4% (1/23),Cardiff,RDS Arena,"Saturday, January 28, 2023",18:05,6,4,0,0,2,2,0,0,48_6_19_29_82_55,20_30_49_83,,,79_66,67_79,,,38 - 14
938 kg (117.25 kg),28 ans,27 ans,201 cm,Scotland : 27% (4/15) England : 27% (4/15) South Africa : 20% (3/15) Australia : 13% (2/15) Ireland : 7% (1/15) Fiji : 7% (1/15),Scotland : 39% (9/23) South Africa : 22% (5/23) England : 17% (4/23) Australia : 9% (2/23) Fiji : 9% (2/23) Ireland : 4% (1/23),Edinburgh,908 kg (113.50 kg),27 ans,27 ans,201 cm,South Africa : 93% (14/15) Australia : 7% (1/15),South Africa : 96% (22/23) Australia : 4% (1/23),Sharks,The DAM Health Stadium,"Saturday, January 28, 2023",18:15,3,2,0,0,3,2,1,0,27_35_38,28_37,,,61_5_18,6_19,42,,19 - 22
892 kg (111.50 kg),26 ans,27 ans,201 cm,Ireland : 87% (13/15) New Zealand : 7% (1/15) Australia : 7% (1/15),Ireland : 74% (17/23) New Zealand : 13% (3/23) Australia : 4% (1/23) Tonga : 4% (1/23) England : 4% (1/23),Connacht,937 kg (117.13 kg),26 ans,27 ans,196 cm,South Africa : 87% (13/15) Zimbabwe : 7% (1/15) Congo : 7% (1/15),South Africa : 91% (21/23) Zimbabwe : 4% (1/23) Congo : 4% (1/23),Lions,The Sportsground,"Saturday, January 28, 2023",20:35,6,5,1,0,3,3,1,0,14_25_42_61_2_35,15_25_36_43_62,7,,10_64_31,11_32_65,4,,43 - 24
923 kg (115.38 kg),26 ans,25 ans,200 cm,Italy : 60% (9/15) England : 20% (3/15) South Africa : 13% (2/15) New Zealand : 7% (1/15),Italy : 57% (13/23) South Africa : 17% (4/23) England : 13% (3/23) New Zealand : 4% (1/23) Serbia : 4% (1/23) Argentina : 4% (1/23),Zebre,895 kg (111.88 kg),29 ans,25 ans,199 cm,Wales : 60% (9/15) Tonga : 7% (1/15) South Africa : 7% (1/15) Ireland : 7% (1/15) Australia : 7% (1/15) New Zealand : 7% (1/15) England : 7% (1/15),Wales : 65% (15/23) England : 13% (3/23) Tonga : 4% (1/23) South Africa : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23) New Zealand : 4% (1/23),Ospreys,Stadio Sergio Lanfranchi,"Sunday, January 29, 2023",16:00,4,2,0,0,4,4,0,0,49_29_34_19,30_35,,,1_63_68_5,2_6_65_69,,,24 - 28
902 kg (112.75 kg),26 ans,26 ans,203 cm,Ireland : 67% (10/15) United-States : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) Tonga : 7% (1/15) France : 7% (1/15),Ireland : 78% (18/23) United-States : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) France : 4% (1/23),Munster,915 kg (114.38 kg),29 ans,25 ans,199 cm,Wales : 53% (8/15) New Zealand : 13% (2/15) England : 13% (2/15) Tonga : 7% (1/15) South Africa : 7% (1/15) Ireland : 7% (1/15),Wales : 61% (14/23) England : 13% (3/23) New Zealand : 9% (2/23) Tonga : 4% (1/23) South Africa : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23),Ospreys,Thomond Park,"Friday, February 17, 2023",20:35,9,5,1,0,0,0,1,0,14_52_79_40_36_62_18_29_68,15_37_53_68_79,12,,,,3,,58 - 3
939 kg (117.38 kg),27 ans,26 ans,203 cm,Scotland : 27% (4/15) New Zealand : 27% (4/15) England : 13% (2/15) Australia : 13% (2/15) South Africa : 7% (1/15) Argentina : 7% (1/15) Tonga : 7% (1/15),Scotland : 39% (9/23) New Zealand : 22% (5/23) England : 13% (3/23) South Africa : 9% (2/23) Australia : 9% (2/23) Argentina : 4% (1/23) Tonga : 4% (1/23),Glasgow,907 kg (113.38 kg),27 ans,27 ans,199 cm,Ireland : 80% (12/15) England : 13% (2/15) New Zealand : 7% (1/15),Ireland : 83% (19/23) England : 9% (2/23) New Zealand : 4% (1/23) Scotland : 4% (1/23),Ulster,Scotstoun Stadium,"Friday, February 17, 2023",20:35,3,1,0,0,1,0,2,0,17_64_74,76,,,29,,41_83,,17 - 11
957 kg (119.63 kg),28 ans,25 ans,199 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Lions,911 kg (113.88 kg),27 ans,26 ans,200 cm,South Africa : 100% (15/15),South Africa : 91% (21/23) Congo : 4% (1/23) Australia : 4% (1/23),Sharks,Emirates Airlines Park,"Saturday, February 18, 2023",14:00,1,1,0,0,4,3,1,0,33,34,,,72_26_48_66,27_49_73,58,,7 - 29
908 kg (113.50 kg),26 ans,25 ans,200 cm,Italy : 67% (10/15) England : 20% (3/15) South Africa : 13% (2/15),Italy : 65% (15/23) South Africa : 17% (4/23) England : 13% (3/23) Serbia : 4% (1/23),Zebre,872 kg (109.00 kg),26 ans,26 ans,201 cm,Ireland : 87% (13/15) New Zealand : 7% (1/15) Australia : 7% (1/15),Ireland : 87% (20/23) New Zealand : 9% (2/23) Australia : 4% (1/23),Connacht,Stadio Sergio Lanfranchi,"Saturday, February 18, 2023",16:05,4,4,2,0,9,6,0,0,54_33_60_44,34_46_56_61,8_13,,5_23_26_37_42_30_80_76_72,6_28_38_43_73_77,,,34 - 57
929 kg (116.13 kg),26 ans,27 ans,201 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,897 kg (112.13 kg),30 ans,27 ans,201 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,Loftus Versfeld,"Saturday, February 18, 2023",16:05,1,1,4,0,2,2,2,0,64,65,6_11_15_24,,27_51,28_53,13_38,,19 - 23
913 kg (114.13 kg),27 ans,25 ans,200 cm,Wales : 73% (11/15) New Zealand : 13% (2/15) Tonga : 13% (2/15),Wales : 83% (19/23) New Zealand : 9% (2/23) Tonga : 9% (2/23),Scarlets,933 kg (116.63 kg),28 ans,26 ans,201 cm,Scotland : 47% (7/15) South Africa : 13% (2/15) Australia : 13% (2/15) England : 13% (2/15) Ireland : 7% (1/15) Fiji : 7% (1/15),Scotland : 43% (10/23) England : 22% (5/23) South Africa : 13% (3/23) Australia : 9% (2/23) Fiji : 9% (2/23) Ireland : 4% (1/23),Edinburgh,Parc y Scarlets,"Saturday, February 18, 2023",18:15,6,6,0,0,2,2,0,0,11_49_5_46_31_75,6_13_32_47_49_76,,,59_20,21_60,,,42 - 14
949 kg (118.63 kg),30 ans,28 ans,203 cm,Wales : 80% (12/15) Moldova : 7% (1/15) Tonga : 7% (1/15) Samoa : 7% (1/15),Wales : 87% (20/23) Moldova : 4% (1/23) Tonga : 4% (1/23) Samoa : 4% (1/23),Cardiff,906 kg (113.25 kg),26 ans,26 ans,200 cm,Italy : 53% (8/15) Argentina : 13% (2/15) South Africa : 13% (2/15) Tonga : 7% (1/15) Samoa : 7% (1/15) Fiji : 7% (1/15),Italy : 43% (10/23) Argentina : 22% (5/23) South Africa : 13% (3/23) Tonga : 4% (1/23) Samoa : 4% (1/23) Fiji : 4% (1/23) New Zealand : 4% (1/23) England : 4% (1/23),Benetton,Cardiff Arms Park,"Saturday, February 18, 2023",18:15,4,2,2,0,2,0,1,0,49_1_6_81,50_83,13_28,,34_3,,40,,30 - 13
916 kg (114.50 kg),26 ans,25 ans,200 cm,Ireland : 93% (14/15) Australia : 7% (1/15),Ireland : 91% (21/23) Australia : 4% (1/23) South Africa : 4% (1/23),Leinster,891 kg (111.38 kg),26 ans,27 ans,198 cm,Wales : 80% (12/15) England : 13% (2/15) New Zealand : 7% (1/15),Wales : 74% (17/23) England : 13% (3/23) New Zealand : 9% (2/23) Ireland : 4% (1/23),Dragons,RDS Arena,"Saturday, February 18, 2023",20:35,7,4,0,0,2,2,0,0,35_25_3_41_46_79_72,4_26_42_73,,,32_63,33_64,,,43 - 14
945 kg (118.13 kg),28 ans,26 ans,208 cm,Scotland : 33% (5/15) New Zealand : 27% (4/15) South Africa : 13% (2/15) England : 13% (2/15) Tonga : 7% (1/15) Australia : 7% (1/15),Scotland : 48% (11/23) New Zealand : 22% (5/23) South Africa : 13% (3/23) England : 9% (2/23) Tonga : 4% (1/23) Australia : 4% (1/23),Glasgow,908 kg (113.50 kg),25 ans,25 ans,202 cm,Italy : 73% (11/15) England : 20% (3/15) South Africa : 7% (1/15),Italy : 70% (16/23) England : 13% (3/23) South Africa : 9% (2/23) Serbia : 4% (1/23) Argentina : 4% (1/23),Zebre,Scotstoun Stadium,"Friday, March 3, 2023",20:35,8,5,0,0,1,0,1,0,9_27_43_30_47_58_82_72,10_44_48_60_73,,,1,,19,,50 - 8
891 kg (111.38 kg),26 ans,25 ans,203 cm,Ireland : 67% (10/15) United-States : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) Tonga : 7% (1/15) France : 7% (1/15),Ireland : 70% (16/23) South Africa : 13% (3/23) United-States : 4% (1/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) France : 4% (1/23),Munster,911 kg (113.88 kg),27 ans,26 ans,198 cm,Wales : 73% (11/15) Tonga : 13% (2/15) New Zealand : 13% (2/15),Wales : 78% (18/23) Tonga : 9% (2/23) New Zealand : 9% (2/23) England : 4% (1/23),Scarlets,Musgrave Park,"Friday, March 3, 2023",20:35,7,7,0,0,6,6,0,0,49_26_23_41_12_64_2,3_12_24_27_41_49_65,,,45_60_53_34_76_70,35_46_54_60_71_77,,,49 - 42
889 kg (111.13 kg),28 ans,26 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,914 kg (114.25 kg),26 ans,25 ans,200 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Sharks,DHL Stadium,"Saturday, March 4, 2023",13:30,4,3,1,0,3,1,2,0,20_14_31_54,21_32_55,82,,71_65_58,66,8_19,,29 - 23
909 kg (113.63 kg),26 ans,27 ans,201 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,962 kg (120.25 kg),26 ans,25 ans,199 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Lions,Loftus Versfeld,"Saturday, March 4, 2023",15:45,4,1,1,0,2,2,5,0,61_37_28_46,62,1,,23_12,13_24,6_17_32_65_69,,25 - 29
947 kg (118.38 kg),29 ans,28 ans,200 cm,England : 33% (5/15) Scotland : 27% (4/15) South Africa : 13% (2/15) Fiji : 13% (2/15) Australia : 7% (1/15) Argentina : 7% (1/15),Scotland : 35% (8/23) England : 30% (7/23) South Africa : 13% (3/23) Fiji : 9% (2/23) Australia : 9% (2/23) Argentina : 4% (1/23),Edinburgh,924 kg (115.50 kg),27 ans,24 ans,203 cm,Ireland : 87% (13/15) Australia : 7% (1/15) South Africa : 7% (1/15),Ireland : 91% (21/23) Australia : 4% (1/23) South Africa : 4% (1/23),Leinster,The DAM Health Stadium,"Saturday, March 4, 2023",18:05,4,2,1,0,7,6,0,0,14_76_7_45,77_15,18,,30_51_55_22_57_10_42,11_23_32_52_56_58,,,27 - 47
