match_date_dt,match_date_time_dt,season,home_team,away_team,home_score,away_score,home_n_tries,home_n_conversions,home_n_pen_kicks,home_n_pen_tries,away_n_tries,away_n_conversions,away_n_pen_kicks,away_n_pen_tries,home_forwards_average_age,home_backs_average_age,home_tallest_player,home_pack_weight_kg,away_forwards_average_age,away_backs_average_age,away_tallest_player,away_pack_weight_kg
2022-06-10,2022-06-10 20:35:00,21/22,LEINSTER,BULLS,26,27,4.0,3.0,0.0,0.0,3.0,2.0,2.0,1.0,26,29,201,910,26,26,203,924
2022-06-11,2022-06-11 15:00:00,21/22,STORMERS,ULSTER,17,15,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,27,26,200,927,29,26,198,920
2022-06-18,2022-06-18 19:30:00,21/22,STORMERS,BULLS,18,13,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,27,26,200,927,26,26,203,924
2022-09-16,2022-09-16 18:30:00,22/23,BENETTON,GLASGOW,33,11,4.0,2.0,3.0,0.0,1.0,0.0,2.0,0.0,25,27,200,900,28,26,205,960
2022-09-17,2022-09-17 14:00:00,22/23,ZEBRE,LEINSTER,29,33,5.0,2.0,0.0,0.0,5.0,4.0,0.0,0.0,25,26,198,917,27,25,203,923
2022-09-17,2022-09-17 16:05:00,22/23,CARDIFF,MUNSTER,20,13,3.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,29,29,203,929,25,26,203,884
2022-09-17,2022-09-17 16:05:00,22/23,LIONS,BULLS,15,31,2.0,1.0,1.0,0.0,3.0,2.0,4.0,0.0,24,26,202,892,26,27,203,930
2022-09-17,2022-09-17 18:15:00,22/23,SCARLETS,OSPREYS,23,23,2.0,2.0,3.0,0.0,2.0,2.0,3.0,0.0,29,26,198,933,29,26,203,914
2022-09-17,2022-09-17 20:35:00,22/23,EDINBURGH,DRAGONS,44,6,7.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,27,28,201,934,27,26,203,914
2022-09-17,2022-09-17 20:35:00,22/23,ULSTER,CONNACHT,36,10,5.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,27,26,201,906,28,26,204,898
2022-09-23,2022-09-23 18:30:00,22/23,ZEBRE,SHARKS,37,42,5.0,3.0,2.0,0.0,5.0,4.0,3.0,0.0,26,25,198,924,26,26,200,909
2022-09-23,2022-09-23 20:35:00,22/23,LEINSTER,BENETTON,42,10,6.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,26,27,203,932,26,26,200,905
2022-09-23,2022-09-23 20:35:00,22/23,GLASGOW,CARDIFF,52,24,8.0,6.0,0.0,0.0,3.0,3.0,1.0,0.0,28,26,205,931,28,28,203,936
2022-09-24,2022-09-24 14:00:00,22/23,SCARLETS,ULSTER,39,55,5.0,4.0,2.0,0.0,7.0,7.0,2.0,0.0,29,25,198,939,29,27,199,914
2022-09-24,2022-09-24 14:30:00,22/23,BULLS,EDINBURGH,33,31,4.0,2.0,3.0,0.0,5.0,3.0,0.0,0.0,25,27,203,936,29,27,198,923
2022-09-24,2022-09-24 14:30:00,22/23,STORMERS,CONNACHT,38,15,4.0,3.0,4.0,0.0,2.0,1.0,1.0,0.0,28,26,198,896,27,26,201,880
2022-09-24,2022-09-24 20:35:00,22/23,OSPREYS,LIONS,27,28,4.0,2.0,1.0,0.0,3.0,2.0,3.0,0.0,31,25,203,925,25,26,202,894
2022-09-25,2022-09-25 16:00:00,22/23,DRAGONS,MUNSTER,23,17,1.0,0.0,6.0,0.0,2.0,2.0,1.0,0.0,27,27,203,901,29,26,203,897
2022-09-30,2022-09-30 18:30:00,22/23,BULLS,CONNACHT,28,14,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,26,25,203,939,30,25,198,886
2022-09-30,2022-09-30 20:35:00,22/23,ULSTER,LEINSTER,13,20,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,28,27,199,911,27,28,203,937
2022-09-30,2022-09-30 20:35:00,22/23,CARDIFF,LIONS,18,31,2.0,1.0,2.0,0.0,4.0,3.0,1.0,1.0,29,28,203,919,26,25,202,888
2022-10-01,2022-10-01 14:00:00,22/23,STORMERS,EDINBURGH,34,18,4.0,4.0,2.0,0.0,2.0,1.0,2.0,0.0,28,25,200,893,30,27,198,910
2022-10-01,2022-10-01 16:05:00,22/23,OSPREYS,GLASGOW,32,17,4.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,29,26,203,933,28,28,205,930
2022-10-01,2022-10-01 18:05:00,22/23,MUNSTER,ZEBRE,21,5,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,28,25,198,882,25,24,200,946
2022-10-01,2022-10-01 18:15:00,22/23,BENETTON,SCARLETS,34,23,3.0,2.0,5.0,0.0,2.0,2.0,3.0,0.0,25,28,200,897,29,28,203,934
2022-10-01,2022-10-01 20:35:00,22/23,DRAGONS,SHARKS,19,20,1.0,1.0,4.0,0.0,2.0,2.0,2.0,0.0,27,26,203,909,26,26,197,910
2022-10-07,2022-10-07 20:35:00,22/23,EDINBURGH,LIONS,19,22,3.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,29,26,201,943,26,25,202,898
2022-10-07,2022-10-07 20:35:00,22/23,CONNACHT,MUNSTER,20,11,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,28,26,204,886,29,25,203,903
2022-10-08,2022-10-08 16:00:00,22/23,ZEBRE,STORMERS,20,37,2.0,2.0,2.0,0.0,4.0,4.0,3.0,0.0,25,24,202,929,27,26,201,912
2022-10-08,2022-10-08 18:05:00,22/23,LEINSTER,SHARKS,54,34,8.0,7.0,0.0,0.0,5.0,3.0,1.0,0.0,27,27,203,939,26,26,201,905
2022-10-08,2022-10-08 18:15:00,22/23,SCARLETS,CARDIFF,10,16,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,29,27,203,946,30,27,203,949
2022-10-08,2022-10-08 20:35:00,22/23,GLASGOW,BULLS,35,21,5.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,27,27,205,928,25,27,203,955
2022-10-08,2022-10-08 20:35:00,22/23,ULSTER,OSPREYS,47,17,7.0,6.0,0.0,0.0,2.0,2.0,1.0,0.0,30,28,201,919,26,26,199,907
2022-10-09,2022-10-09 15:45:00,22/23,BENETTON,DRAGONS,34,14,4.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,25,26,200,895,25,27,198,933
2022-10-14,2022-10-14 20:35:00,22/23,OSPREYS,STORMERS,16,16,1.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,27,28,203,920,26,28,200,894
2022-10-14,2022-10-14 20:35:00,22/23,CONNACHT,LEINSTER,0,10,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,27,26,204,903,27,25,201,897
2022-10-15,2022-10-15 14:00:00,22/23,LIONS,ULSTER,37,39,5.0,3.0,2.0,0.0,5.0,4.0,2.0,0.0,28,25,202,919,29,26,201,927
2022-10-15,2022-10-15 16:05:00,22/23,SHARKS,GLASGOW,40,12,5.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,26,28,203,926,29,26,205,926
2022-10-15,2022-10-15 18:15:00,22/23,CARDIFF,DRAGONS,31,14,4.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,30,28,203,939,27,27,203,909
2022-10-15,2022-10-15 18:15:00,22/23,EDINBURGH,BENETTON,53,8,9.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,30,26,198,928,28,24,200,906
2022-10-15,2022-10-15 20:35:00,22/23,MUNSTER,BULLS,31,17,4.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,28,26,203,929,25,29,203,932
2022-10-15,2022-10-15 20:35:00,22/23,SCARLETS,ZEBRE,36,12,5.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,28,27,203,924,24,24,198,914
2022-10-21,2022-10-21 18:30:00,22/23,BENETTON,BULLS,22,44,1.0,1.0,5.0,0.0,5.0,5.0,3.0,0.0,25,26,200,895,27,26,200,935
2022-10-21,2022-10-21 20:35:00,22/23,CONNACHT,SCARLETS,36,14,5.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,28,26,201,891,28,26,203,912
2022-10-22,2022-10-22 14:00:00,22/23,ZEBRE,EDINBURGH,19,38,3.0,2.0,0.0,0.0,6.0,4.0,0.0,0.0,25,24,198,930,27,26,197,938
2022-10-22,2022-10-22 18:15:00,22/23,LEINSTER,MUNSTER,27,13,4.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,27,26,203,919,25,25,206,900
2022-10-22,2022-10-22 20:35:00,22/23,CARDIFF,STORMERS,30,24,2.0,1.0,6.0,0.0,4.0,2.0,0.0,0.0,28,27,201,936,27,27,201,941
2022-10-23,2022-10-23 16:00:00,22/23,DRAGONS,OSPREYS,32,25,5.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,27,27,203,919,27,28,203,920
2022-10-28,2022-10-28 20:35:00,22/23,SCARLETS,LEINSTER,5,35,1.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,28,26,203,906,26,25,203,912
2022-10-28,2022-10-28 20:35:00,22/23,GLASGOW,BENETTON,37,0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,27,26,207,914,29,26,200,928
2022-10-29,2022-10-29 16:00:00,22/23,LIONS,STORMERS,22,31,1.0,1.0,5.0,0.0,4.0,4.0,1.0,0.0,27,25,202,917,27,26,198,909
2022-10-29,2022-10-29 18:15:00,22/23,DRAGONS,ZEBRE,47,7,5.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,27,27,197,912,25,24,202,919
2022-10-29,2022-10-29 18:15:00,22/23,MUNSTER,ULSTER,14,15,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,26,25,204,895,29,26,201,911
2022-10-29,2022-10-29 20:35:00,22/23,OSPREYS,CONNACHT,19,22,3.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,26,24,199,884,27,27,204,873
2022-10-30,2022-10-30 14:00:00,22/23,BULLS,SHARKS,40,27,4.0,4.0,4.0,0.0,3.0,3.0,2.0,0.0,27,25,203,944,26,26,201,920
2022-10-30,2022-10-30 16:00:00,22/23,CARDIFF,EDINBURGH,17,25,2.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,28,24,201,924,26,25,203,937
2022-11-25,2022-11-25 18:00:00,22/23,STORMERS,SCARLETS,36,19,5.0,4.0,1.0,0.0,3.0,2.0,0.0,0.0,27,25,201,892,28,28,203,912
2022-11-25,2022-11-25 20:35:00,22/23,ULSTER,ZEBRE,36,15,6.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,28,25,201,925,26,24,202,915
2022-11-26,2022-11-26 14:00:00,22/23,BENETTON,EDINBURGH,24,17,4.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,26,26,198,910,26,27,200,925
2022-11-26,2022-11-26 14:30:00,22/23,BULLS,OSPREYS,43,26,7.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,26,26,200,918,27,25,199,899
2022-11-26,2022-11-26 16:15:00,22/23,LEINSTER,GLASGOW,40,5,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,26,25,198,903,26,26,207,920
2022-11-26,2022-11-26 20:35:00,22/23,MUNSTER,CONNACHT,24,17,4.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,26,26,203,886,29,27,204,891
2022-11-27,2022-11-27 15:00:00,22/23,LIONS,DRAGONS,33,25,3.0,3.0,3.0,0.0,3.0,2.0,2.0,0.0,26,25,202,904,27,26,197,901
2022-11-27,2022-11-27 17:10:00,22/23,SHARKS,CARDIFF,0,35,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,27,27,200,917,29,26,201,928
2022-12-02,2022-12-02 18:10:00,22/23,SHARKS,OSPREYS,25,10,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,27,26,200,930,27,24,199,900
2022-12-02,2022-12-02 20:35:00,22/23,EDINBURGH,MUNSTER,17,38,3.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,27,28,198,940,29,25,203,912
2022-12-03,2022-12-03 13:00:00,22/23,STORMERS,DRAGONS,34,26,4.0,4.0,2.0,0.0,4.0,3.0,0.0,0.0,27,27,200,908,28,26,196,904
2022-12-03,2022-12-03 14:00:00,22/23,ZEBRE,GLASGOW,17,45,3.0,1.0,0.0,0.0,6.0,6.0,1.0,0.0,25,25,202,915,29,26,205,942
2022-12-03,2022-12-03 16:15:00,22/23,CONNACHT,BENETTON,38,19,5.0,5.0,1.0,0.0,3.0,2.0,0.0,0.0,27,28,201,885,25,26,200,904
2022-12-03,2022-12-03 19:00:00,22/23,BULLS,CARDIFF,45,9,6.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,25,26,200,924,30,26,203,940
2022-12-03,2022-12-03 20:35:00,22/23,LEINSTER,ULSTER,38,29,5.0,5.0,1.0,0.0,4.0,3.0,1.0,0.0,28,26,203,926,28,27,199,914
2022-12-04,2022-12-04 12:30:00,22/23,LIONS,SCARLETS,32,15,4.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,27,25,202,898,30,28,198,908
2022-12-23,2022-12-23 16:00:00,22/23,SHARKS,LIONS,37,10,5.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,26,28,201,933,26,27,202,960
2022-12-23,2022-12-23 18:15:00,22/23,STORMERS,BULLS,37,27,4.0,3.0,3.0,1.0,3.0,3.0,2.0,0.0,29,26,198,918,25,27,200,924
2022-12-23,2022-12-23 20:35:00,22/23,CONNACHT,ULSTER,20,22,3.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,27,28,201,889,27,27,198,905
2022-12-23,2022-12-23 20:35:00,22/23,GLASGOW,EDINBURGH,16,10,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,28,27,205,953,30,25,201,910
2022-12-24,2022-12-24 13:30:00,22/23,BENETTON,ZEBRE,38,5,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,26,27,197,895,24,25,202,910
2022-12-26,2022-12-26 15:15:00,22/23,DRAGONS,CARDIFF,24,29,2.0,1.0,4.0,0.0,4.0,3.0,1.0,0.0,27,28,198,925,30,27,201,937
2022-12-26,2022-12-26 18:15:00,22/23,OSPREYS,SCARLETS,34,14,5.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,27,28,203,915,29,27,197,923
2022-12-26,2022-12-26 20:35:00,22/23,MUNSTER,LEINSTER,19,20,3.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,30,26,203,909,26,26,198,911
2022-12-30,2022-12-30 20:35:00,22/23,EDINBURGH,GLASGOW,25,32,3.0,2.0,2.0,0.0,4.0,3.0,2.0,0.0,29,25,198,934,28,27,205,953
2022-12-31,2022-12-31 13:30:00,22/23,ZEBRE,BENETTON,17,40,2.0,2.0,1.0,0.0,6.0,5.0,0.0,0.0,26,24,200,917,27,25,200,909
2022-12-31,2022-12-31 15:45:00,22/23,SHARKS,BULLS,47,20,5.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,30,26,203,940,25,26,200,917
2022-12-31,2022-12-31 18:00:00,22/23,STORMERS,LIONS,40,8,6.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,29,26,198,897,26,25,198,950
2023-01-01,2023-01-01 16:00:00,22/23,CARDIFF,OSPREYS,19,22,3.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,29,27,203,945,29,26,203,910
2023-01-01,2023-01-01 18:15:00,22/23,SCARLETS,DRAGONS,33,17,3.0,3.0,4.0,0.0,2.0,2.0,1.0,0.0,30,27,198,925,26,26,198,913
2023-01-01,2023-01-01 18:15:00,22/23,ULSTER,MUNSTER,14,15,1.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,28,27,199,909,28,26,203,911
2023-01-01,2023-01-01 20:35:00,22/23,LEINSTER,CONNACHT,41,12,7.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,25,25,201,911,26,27,201,901
2023-01-06,2023-01-06 20:35:00,22/23,DRAGONS,BULLS,14,29,2.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,27,27,198,919,25,26,200,924
2023-01-06,2023-01-06 20:35:00,22/23,MUNSTER,LIONS,33,3,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,25,27,203,884,24,26,200,933
2023-01-07,2023-01-07 14:00:00,22/23,BENETTON,ULSTER,31,29,3.0,2.0,3.0,0.0,4.0,2.0,1.0,1.0,27,26,198,899,28,27,199,904
2023-01-07,2023-01-07 16:00:00,22/23,EDINBURGH,ZEBRE,24,17,4.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,27,26,197,897,27,25,200,912
2023-01-07,2023-01-07 18:15:00,22/23,CONNACHT,SHARKS,24,12,4.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,27,27,201,889,27,25,197,912
2023-01-07,2023-01-07 18:15:00,22/23,CARDIFF,SCARLETS,22,28,3.0,2.0,1.0,0.0,3.0,2.0,3.0,0.0,30,27,203,938,29,27,198,929
2023-01-07,2023-01-07 20:35:00,22/23,OSPREYS,LEINSTER,19,24,1.0,1.0,4.0,0.0,3.0,3.0,1.0,0.0,28,25,198,918,28,25,200,920
2023-01-08,2023-01-08 16:00:00,22/23,GLASGOW,STORMERS,24,17,4.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,28,26,208,961,29,25,198,897
2023-01-27,2023-01-27 20:35:00,22/23,ULSTER,STORMERS,35,5,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,29,27,201,923,28,25,198,890
2023-01-27,2023-01-27 20:35:00,22/23,SCARLETS,BULLS,37,28,4.0,4.0,3.0,0.0,4.0,4.0,0.0,0.0,29,25,198,911,25,26,200,924
2023-01-28,2023-01-28 15:30:00,22/23,BENETTON,MUNSTER,30,40,4.0,2.0,2.0,0.0,6.0,5.0,0.0,0.0,26,26,200,906,25,26,203,887
2023-01-28,2023-01-28 16:00:00,22/23,DRAGONS,GLASGOW,28,42,4.0,4.0,0.0,0.0,6.0,6.0,0.0,0.0,26,28,198,909,29,25,208,956
2023-01-28,2023-01-28 18:05:00,22/23,LEINSTER,CARDIFF,38,14,6.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,26,24,200,916,28,29,203,925
2023-01-28,2023-01-28 18:15:00,22/23,EDINBURGH,SHARKS,19,22,3.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,28,27,201,938,27,27,201,908
2023-01-28,2023-01-28 20:35:00,22/23,CONNACHT,LIONS,43,24,6.0,5.0,1.0,0.0,3.0,3.0,1.0,0.0,26,27,201,892,26,27,196,937
2023-01-29,2023-01-29 16:00:00,22/23,ZEBRE,OSPREYS,24,28,4.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,26,25,200,923,29,25,199,895
2023-02-04,2023-02-04 13:00:00,22/23,SHARKS,STORMERS,19,46,3.0,2.0,0.0,0.0,6.0,5.0,2.0,0.0,26,26,201,907,29,26,201,902
2023-02-17,2023-02-17 20:35:00,22/23,MUNSTER,OSPREYS,58,3,9.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,26,26,203,902,29,25,199,915
2023-02-17,2023-02-17 20:35:00,22/23,GLASGOW,ULSTER,17,11,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,27,26,203,939,27,27,199,907
2023-02-18,2023-02-18 14:00:00,22/23,LIONS,SHARKS,7,29,1.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,28,25,199,957,27,26,200,911
2023-02-18,2023-02-18 16:05:00,22/23,ZEBRE,CONNACHT,34,57,4.0,4.0,2.0,0.0,9.0,6.0,0.0,0.0,26,25,200,908,26,26,201,872
2023-02-18,2023-02-18 16:05:00,22/23,BULLS,STORMERS,19,23,1.0,1.0,4.0,0.0,2.0,2.0,2.0,0.0,26,27,201,929,30,27,201,897
2023-02-18,2023-02-18 18:15:00,22/23,SCARLETS,EDINBURGH,42,14,6.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,27,25,200,913,28,26,201,933
2023-02-18,2023-02-18 18:15:00,22/23,CARDIFF,BENETTON,30,13,4.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,30,28,203,949,26,26,200,906
2023-02-18,2023-02-18 20:35:00,22/23,LEINSTER,DRAGONS,43,14,7.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,26,25,200,916,26,27,198,891
2023-02-25,2023-02-25 13:00:00,22/23,SHARKS,ULSTER,24,31,4.0,2.0,0.0,0.0,4.0,4.0,1.0,0.0,26,27,200,917,30,26,197,911
2023-02-25,2023-02-25 15:15:00,22/23,LIONS,GLASGOW,35,24,5.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,26,25,199,943,26,26,203,939
2023-03-03,2023-03-03 20:35:00,22/23,GLASGOW,ZEBRE,50,8,8.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,28,26,208,945,25,25,202,908
2023-03-03,2023-03-03 20:35:00,22/23,MUNSTER,SCARLETS,49,42,7.0,7.0,0.0,0.0,6.0,6.0,0.0,0.0,26,25,203,891,27,26,198,911
2023-03-04,2023-03-04 13:30:00,22/23,STORMERS,SHARKS,29,23,4.0,3.0,1.0,0.0,3.0,1.0,2.0,0.0,28,26,200,889,26,25,200,914
2023-03-04,2023-03-04 15:45:00,22/23,BULLS,LIONS,25,29,4.0,1.0,1.0,0.0,2.0,2.0,5.0,0.0,26,27,201,909,26,25,199,962
2023-03-04,2023-03-04 18:05:00,22/23,EDINBURGH,LEINSTER,27,47,4.0,2.0,1.0,0.0,7.0,6.0,0.0,0.0,29,28,200,947,27,24,203,924
2023-03-04,2023-03-04 18:15:00,22/23,OSPREYS,BENETTON,20,21,3.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,28,26,199,912,26,25,200,909
2023-03-04,2023-03-04 20:35:00,22/23,DRAGONS,CONNACHT,20,22,2.0,2.0,2.0,0.0,3.0,2.0,1.0,0.0,27,28,198,905,26,26,201,873
2023-03-04,2023-03-04 20:35:00,22/23,CARDIFF,ULSTER,20,42,3.0,1.0,1.0,0.0,6.0,6.0,0.0,0.0,29,27,203,958,29,24,201,911
2023-03-24,2023-03-24 20:10:00,22/23,ZEBRE,CARDIFF,30,34,4.0,2.0,2.0,0.0,4.0,4.0,2.0,0.0,26,25,199,907,26,28,198,924
2023-03-24,2023-03-24 20:35:00,22/23,LEINSTER,STORMERS,22,22,4.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,27,25,203,924,29,27,200,930
2023-03-25,2023-03-25 14:00:00,22/23,OSPREYS,DRAGONS,37,18,5.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,29,25,199,917,28,27,198,892
2023-03-25,2023-03-25 14:00:00,22/23,BENETTON,LIONS,28,32,4.0,4.0,0.0,0.0,4.0,3.0,2.0,0.0,25,26,200,906,26,25,199,962
2023-03-25,2023-03-25 16:00:00,22/23,CONNACHT,EDINBURGH,41,26,6.0,4.0,1.0,0.0,4.0,3.0,0.0,0.0,26,26,201,877,28,28,198,929
2023-03-25,2023-03-25 18:00:00,22/23,SCARLETS,SHARKS,32,20,2.0,2.0,6.0,0.0,2.0,2.0,2.0,0.0,28,26,198,917,27,27,203,935
2023-03-25,2023-03-25 18:15:00,22/23,MUNSTER,GLASGOW,26,38,4.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,27,27,203,895,27,26,208,937
2023-03-25,2023-03-25 20:35:00,22/23,ULSTER,BULLS,32,23,4.0,3.0,2.0,0.0,2.0,2.0,3.0,0.0,29,25,201,922,25,27,200,924
2023-04-14,2023-04-14 18:30:00,22/23,SHARKS,BENETTON,43,33,6.0,5.0,1.0,0.0,5.0,4.0,0.0,0.0,29,26,201,926,27,26,198,898
2023-04-14,2023-04-14 20:35:00,22/23,GLASGOW,SCARLETS,12,9,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,29,27,208,955,25,26,200,905
2023-04-14,2023-04-14 20:35:00,22/23,ULSTER,DRAGONS,40,19,6.0,4.0,0.0,1.0,3.0,2.0,0.0,0.0,27,27,201,913,27,26,198,914
2023-04-15,2023-04-15 13:00:00,22/23,BULLS,ZEBRE,78,12,11.0,10.0,1.0,0.0,2.0,1.0,0.0,0.0,25,27,200,924,26,25,198,924
2023-04-15,2023-04-15 16:00:00,22/23,LIONS,LEINSTER,36,39,5.0,3.0,1.0,1.0,5.0,4.0,2.0,0.0,27,26,200,936,26,24,203,919
2023-04-15,2023-04-15 18:15:00,22/23,STORMERS,MUNSTER,24,26,4.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,28,27,200,941,28,26,207,918
2023-04-15,2023-04-15 20:35:00,22/23,CONNACHT,CARDIFF,38,19,6.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,27,27,201,875,28,28,203,915
2023-04-15,2023-04-15 20:35:00,22/23,EDINBURGH,OSPREYS,45,21,7.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,29,28,200,918,29,28,203,919
2023-04-21,2023-04-21 18:30:00,22/23,STORMERS,BENETTON,38,22,6.0,4.0,0.0,0.0,3.0,1.0,1.0,1.0,27,28,200,916,24,27,200,897
2023-04-21,2023-04-21 20:35:00,22/23,ULSTER,EDINBURGH,28,14,3.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,30,26,199,922,29,27,201,927
2023-04-22,2023-04-22 13:00:00,22/23,LIONS,ZEBRE,50,35,8.0,5.0,0.0,0.0,5.0,2.0,2.0,0.0,27,25,199,947,25,25,202,906
2023-04-22,2023-04-22 16:00:00,22/23,DRAGONS,SCARLETS,31,14,4.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,27,27,198,911,26,26,200,924
2023-04-22,2023-04-22 16:00:00,22/23,BULLS,LEINSTER,62,7,9.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,25,26,200,924,24,23,200,887
2023-04-22,2023-04-22 18:15:00,22/23,SHARKS,MUNSTER,22,22,3.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,28,28,200,924,28,26,203,899
2023-04-22,2023-04-22 18:15:00,22/23,OSPREYS,CARDIFF,21,38,3.0,3.0,0.0,0.0,5.0,5.0,1.0,0.0,30,28,203,934,28,28,203,923
2023-04-22,2023-04-22 20:35:00,22/23,GLASGOW,CONNACHT,29,27,4.0,3.0,1.0,0.0,3.0,2.0,2.0,1.0,28,27,205,931,27,26,201,878
2023-05-05,2023-05-05 20:35:00,22/23,ULSTER,CONNACHT,10,15,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,30,27,199,922,27,28,201,887
2023-05-06,2023-05-06 15:30:00,22/23,STORMERS,BULLS,33,21,3.0,3.0,4.0,0.0,3.0,3.0,0.0,0.0,29,27,200,928,26,27,200,924
2023-05-06,2023-05-06 18:00:00,22/23,LEINSTER,SHARKS,35,5,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,25,28,203,904,27,26,203,931
2023-05-06,2023-05-06 20:35:00,22/23,GLASGOW,MUNSTER,5,14,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,28,28,205,928,29,26,207,927
2023-05-13,2023-05-13 16:00:00,22/23,STORMERS,CONNACHT,43,25,6.0,5.0,1.0,0.0,4.0,1.0,1.0,0.0,27,26,200,931,27,28,201,887
2023-05-13,2023-05-13 18:30:00,22/23,LEINSTER,MUNSTER,15,16,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,27,27,203,919,29,27,203,901
2023-05-27,2023-05-27 18:30:00,22/23,STORMERS,MUNSTER,14,19,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,29,28,200,928,29,27,203,901
2023-10-21,2023-10-21 14:00:00,23/24,ZEBRE,ULSTER,36,40,6.0,3.0,0.0,0.0,6.0,5.0,0.0,0.0,27,24,202,907,27,26,199,914
