Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
,,,,,,Munster,,,,,,,Scarlets," Date :  Saturday, February 15, 2025 Kick Off : 18:15 Venue : Thomond Park Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,6:15 PM
,,,,,,Connacht,,,,,,,Cardiff," Date :  Saturday, February 15, 2025 Kick Off : 20:35 Venue : Dexcom Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Dragons,,,,,,,Glasgow," Date :  Sunday, February 16, 2025 Kick Off : 15:00 Venue : Rodney Parade Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,3:00 PM
,,,,,,Munster,,,,,,,Edimbourg," Date :  Friday, February 28, 2025 Kick Off : 20:35 Venue : Virgin Media Park Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Zebre,,,,,,,Dragons," Date :  Friday, February 28, 2025 Kick Off : 20:35 Venue : Stadio Sergio Lanfranchi Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Lions,,,,,,,Sharks," Date :  Saturday, March 1, 2025 Kick Off : 13:30 Venue : Emirates Airline Park Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,1:30 PM
,,,,,,Bulls,,,,,,,Stormers," Date :  Saturday, March 1, 2025 Kick Off : 16:00 Venue : Loftus Versfeld Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:00 PM
,,,,,,Leinster,,,,,,,Cardiff," Date :  Saturday, March 1, 2025 Kick Off : 16:00 Venue : Aviva Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:00 PM
,,,,,,Ulster,,,,,,,Scarlets," Date :  Saturday, March 1, 2025 Kick Off : 18:15 Venue : Kingspan Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,6:15 PM
,,,,,,Connacht,,,,,,,Trévise," Date :  Saturday, March 1, 2025 Kick Off : 20:35 Venue : Dexcom Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Glasgow,,,,,,,Ospreys," Date :  Saturday, March 1, 2025 Kick Off : 20:35 Venue : Scotstoun Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Cardiff,,,,,,,Lions," Date :  Friday, March 21, 2025 Kick Off : 20:35 Venue : Cardiff Arms Park Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Glasgow,,,,,,,Munster," Date :  Friday, March 21, 2025 Kick Off : 20:35 Venue : Scotstoun Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Sharks,,,,,,,Zebre," Date :  Saturday, March 22, 2025 Kick Off : 13:45 Venue : Hollywoodbets Kings Park Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,1:45 PM
,,,,,,Bulls,,,,,,,Leinster," Date :  Saturday, March 22, 2025 Kick Off : 16:00 Venue : Loftus Versfeld Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:00 PM
,,,,,,Trévise,,,,,,,Edimbourg," Date :  Saturday, March 22, 2025 Kick Off : 16:00 Venue : Stadio Comunale di Monigo Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:00 PM
,,,,,,Dragons,,,,,,,Ulster," Date :  Saturday, March 22, 2025 Kick Off : 18:15 Venue : Rodney Parade Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,6:15 PM
,,,,,,Ospreys,,,,,,,Connacht," Date :  Saturday, March 22, 2025 Kick Off : 18:15 Venue : Swansea.com Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,6:15 PM
,,,,,,Scarlets,,,,,,,Stormers," Date :  Saturday, March 22, 2025 Kick Off : 20:35 Venue : Parc y Scarlets Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Ulster,,,,,,,Stormers," Date :  Friday, March 28, 2025 Kick Off : 20:35 Venue : Kingspan Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Edimbourg,,,,,,,Dragons," Date :  Friday, March 28, 2025 Kick Off : 20:35 Venue : Hive Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Bulls,,,,,,,Zebre," Date :  Saturday, March 29, 2025 Kick Off : 13:45 Venue : Loftus Versfeld Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,1:45 PM
,,,,,,Connacht,,,,,,,Munster," Date :  Saturday, March 29, 2025 Kick Off : 15:30 Venue : Dexcom Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,3:30 PM
,,,,,,Scarlets,,,,,,,Ospreys," Date :  Saturday, March 29, 2025 Kick Off : 16:00 Venue : Parc y Scarlets Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:00 PM
,,,,,,Sharks,,,,,,,Leinster," Date :  Saturday, March 29, 2025 Kick Off : 18:15 Venue : Hollywoodbets Kings Park Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,6:15 PM
,,,,,,Trévise,,,,,,,Cardiff," Date :  Saturday, March 29, 2025 Kick Off : 20:35 Venue : Stadio Comunale di Monigo Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Glasgow,,,,,,,Lions," Date :  Saturday, March 29, 2025 Kick Off : 20:35 Venue : Scotstoun Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Edimbourg,,,,,,,Sharks," Date :  Friday, April 18, 2025 Kick Off : 20:35 Venue : Hive Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Lions,,,,,,,Trévise," Date :  Saturday, April 19, 2025 Kick Off : 13:45 Venue : Emirates Airline Park Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,1:45 PM
,,,,,,Stormers,,,,,,,Connacht," Date :  Saturday, April 19, 2025 Kick Off : 16:00 Venue : DHL Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:00 PM
,,,,,,Ospreys,,,,,,,Cardiff," Date :  Saturday, April 19, 2025 Kick Off : 16:00 Venue : Millennium Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:00 PM
,,,,,,Munster,,,,,,,Bulls," Date :  Saturday, April 19, 2025 Kick Off : 18:15 Venue : Thomond Park Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,6:15 PM
,,,,,,Dragons,,,,,,,Scarlets," Date :  Saturday, April 19, 2025 Kick Off : 18:30 Venue : Millennium Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,6:30 PM
,,,,,,Zebre,,,,,,,Glasgow," Date :  Saturday, April 19, 2025 Kick Off : 20:35 Venue : Stadio Sergio Lanfranchi Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Leinster,,,,,,,Ulster," Date :  Saturday, April 19, 2025 Kick Off : 20:35 Venue : Aviva Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Glasgow,,,,,,,Bulls," Date :  Friday, April 25, 2025 Kick Off : 20:35 Venue : Scotstoun Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Cardiff,,,,,,,Munster," Date :  Friday, April 25, 2025 Kick Off : 20:35 Venue : Cardiff Arms Park Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Lions,,,,,,,Connacht," Date :  Saturday, April 26, 2025 Kick Off : 16:00 Venue : Emirates Airline Park Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:00 PM
,,,,,,Ospreys,,,,,,,Dragons," Date :  Saturday, April 26, 2025 Kick Off : 16:00 Venue : Swansea.com Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:00 PM
,,,,,,Stormers,,,,,,,Trévise," Date :  Saturday, April 26, 2025 Kick Off : 18:15 Venue : DHL Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,6:15 PM
,,,,,,Scarlets,,,,,,,Leinster," Date :  Saturday, April 26, 2025 Kick Off : 18:15 Venue : Parc y Scarlets Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,6:15 PM
,,,,,,Zebre,,,,,,,Edimbourg," Date :  Saturday, April 26, 2025 Kick Off : 20:35 Venue : Stadio Sergio Lanfranchi Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Ulster,,,,,,,Sharks," Date :  Saturday, April 26, 2025 Kick Off : 20:35 Venue : Kingspan Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Sharks,,,,,,,Ospreys," Date :  Friday, May 9, 2025 Kick Off : 19:00 Venue : Hollywoodbets Kings Park Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,7:00 PM
,,,,,,Munster,,,,,,,Ulster," Date :  Friday, May 9, 2025 Kick Off : 20:35 Venue : Thomond Park Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Bulls,,,,,,,Cardiff," Date :  Saturday, May 10, 2025 Kick Off : 16:00 Venue : Loftus Versfeld Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:00 PM
,,,,,,Stormers,,,,,,,Dragons," Date :  Saturday, May 10, 2025 Kick Off : 18:15 Venue : DHL Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,6:15 PM
,,,,,,Leinster,,,,,,,Zebre," Date :  Saturday, May 10, 2025 Kick Off : 18:15 Venue : Aviva Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,6:15 PM
,,,,,,Trévise,,,,,,,Glasgow," Date :  Saturday, May 10, 2025 Kick Off : 18:15 Venue : Stadio Comunale di Monigo Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,6:15 PM
,,,,,,Connacht,,,,,,,Edimbourg," Date :  Saturday, May 10, 2025 Kick Off : 20:35 Venue : Dexcom Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Lions,,,,,,,Scarlets," Date :  Sunday, May 11, 2025 Kick Off : 15:00 Venue : Emirates Airline Park Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,3:00 PM
,,,,,,Stormers,,,,,,,Cardiff," Date :  Friday, May 16, 2025 Kick Off : 19:00 Venue : DHL Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,7:00 PM
,,,,,,Edimbourg,,,,,,,Ulster," Date :  Friday, May 16, 2025 Kick Off : 20:35 Venue : Hive Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
,,,,,,Munster,,,,,,,Trévise," Date :  Friday, May 16, 2025 Kick Off : 21:00 Venue : Virgin Media Park Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,9:00 PM
,,,,,,Bulls,,,,,,,Dragons," Date :  Saturday, May 17, 2025 Kick Off : 15:00 Venue : Loftus Versfeld Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,3:00 PM
,,,,,,Lions,,,,,,,Ospreys," Date :  Saturday, May 17, 2025 Kick Off : 17:15 Venue : Emirates Airline Park Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,5:15 PM
,,,,,,Zebre,,,,,,,Connacht," Date :  Saturday, May 17, 2025 Kick Off : 18:00 Venue : Stadio Sergio Lanfranchi Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,6:00 PM
,,,,,,Sharks,,,,,,,Scarlets," Date :  Saturday, May 17, 2025 Kick Off : 19:30 Venue : Hollywoodbets Kings Park Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,7:30 PM
,,,,,,Leinster,,,,,,,Glasgow," Date :  Saturday, May 17, 2025 Kick Off : 20:35 Venue : Aviva Stadium Tournament : United Rugby Championship Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,8:35 PM
