Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home JIFF players  ( read JIFF study in Top 14 ),Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away JIFF players  ( read JIFF study in Top 14 ),Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
930 kg (116.25 kg),25 ans,26 ans,197 cm,France : 60% (9/15) Georgia : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Argentina : 7% (1/15) Fiji : 7% (1/15),France : 70% (16/23) Georgia : 9% (2/23) Australia : 4% (1/23) South Africa : 4% (1/23) Scotland : 4% (1/23) Argentina : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Racing 92,908 kg (113.50 kg),30 ans,27 ans,205 cm,France : 47% (7/15) Australia : 13% (2/15) Argentina : 13% (2/15) Tonga : 7% (1/15) Moldova : 7% (1/15) Fiji : 7% (1/15) Samoa : 7% (1/15),France : 52% (12/23) Australia : 9% (2/23) Argentina : 9% (2/23) Tonga : 4% (1/23) Moldova : 4% (1/23) Fiji : 4% (1/23) Samoa : 4% (1/23) United-States : 4% (1/23) New Zealand : 4% (1/23) Ireland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Perpignan," Date :  Saturday, October 9, 2021 Kick Off : 15:00 Venue : Paris La Défense Arena Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,49_61,2,78_68,1,45,0,,2,50_62,2,69_79,17 - 14
969 kg (121.13 kg),27 ans,28 ans,202 cm,France : 67% (10/15) New Zealand : 13% (2/15) Australia : 13% (2/15) South Africa : 7% (1/15),France : 74% (17/23) New Zealand : 9% (2/23) Australia : 9% (2/23) South Africa : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bordeaux,929 kg (116.13 kg),25 ans,26 ans,203 cm,France : 53% (8/15) South Africa : 13% (2/15) Fiji : 13% (2/15) United-States : 7% (1/15) Canada : 7% (1/15) Italy : 7% (1/15),France : 57% (13/23) South Africa : 13% (3/23) Fiji : 9% (2/23) United-States : 4% (1/23) Canada : 4% (1/23) Italy : 4% (1/23) Georgia : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 3 / 15 (20 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 23 (61%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 3 / 23 (13 %),Montpellier," Date :  Saturday, October 9, 2021 Kick Off : 15:00 Venue : Jacques Chaban-Delmas Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,43_18_35_6,2,59_65,1,23,3,14_21_80,2,19_44,2,60_65,27 - 23
909 kg (113.63 kg),27 ans,27 ans,196 cm,France : 33% (5/15) Fiji : 20% (3/15) New Zealand : 13% (2/15) England : 13% (2/15) Australia : 7% (1/15) Georgia : 7% (1/15) Scotland : 7% (1/15),France : 39% (9/23) Georgia : 13% (3/23) Fiji : 13% (3/23) New Zealand : 9% (2/23) England : 9% (2/23) Australia : 4% (1/23) Scotland : 4% (1/23) Canada : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Biarritz,911 kg (113.88 kg),28 ans,26 ans,200 cm,France : 87% (13/15) Argentina : 7% (1/15) Georgia : 7% (1/15),France : 83% (19/23) Argentina : 4% (1/23) Georgia : 4% (1/23) Samoa : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 15 (93 %)  PRO NON-JIFF PLAYER : 1 / 15 (7 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Lyon," Date :  Saturday, October 9, 2021 Kick Off : 15:00 Venue : Parc des Sports d'Aguilera Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,29,6,11_18_42_50_65_60,0,,0,,0,,5,12_19_50_61_66,5 - 40
925 kg (115.63 kg),26 ans,27 ans,208 cm,France : 80% (12/15) Australia : 7% (1/15) New Zealand : 7% (1/15) Samoa : 7% (1/15),France : 74% (17/23) Australia : 9% (2/23) New Zealand : 9% (2/23) Samoa : 4% (1/23) Ireland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse,890 kg (111.25 kg),25 ans,25 ans,205 cm,France : 73% (11/15) Argentina : 7% (1/15) Fiji : 7% (1/15) Germany : 7% (1/15) Ireland : 7% (1/15),France : 65% (15/23) Fiji : 9% (2/23) Argentina : 4% (1/23) Germany : 4% (1/23) Ireland : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 15 / 15 (100 %)  PRO NON-JIFF PLAYER : 0 / 15 (0 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 21 / 23 (91%)  PRO NON-JIFF PLAYER : 2 / 23 (9 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau," Date :  Saturday, October 9, 2021 Kick Off : 17:00 Venue : Stade Ernest Wallon Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",5,60_53_65_48_75,1,10,1,43,1,57,5,49_54_61_66_76,1,11,38 - 10
951 kg (118.88 kg),30 ans,25 ans,202 cm,France : 73% (11/15) England : 7% (1/15) South Africa : 7% (1/15) Tonga : 7% (1/15) Fiji : 7% (1/15),France : 70% (16/23) South Africa : 9% (2/23) England : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23) Samoa : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon,899 kg (112.38 kg),26 ans,26 ans,199 cm,France : 53% (8/15) Fiji : 13% (2/15) Georgia : 13% (2/15) Argentina : 13% (2/15) Ireland : 7% (1/15),France : 43% (10/23) Fiji : 13% (3/23) Georgia : 13% (3/23) Argentina : 9% (2/23) Ireland : 9% (2/23) Colombia : 4% (1/23) South Africa : 4% (1/23) Italy : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Brive," Date :  Saturday, October 9, 2021 Kick Off : 21:05 Venue : Stade Mayol Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,25,0,,2,13_56,3,62_65_58,1,26,0,,13 - 9
896 kg (112.00 kg),28 ans,25 ans,199 cm,France : 60% (9/15) Georgia : 13% (2/15) Tonga : 13% (2/15) New Zealand : 7% (1/15) Fiji : 7% (1/15),France : 52% (12/23) South Africa : 13% (3/23) Georgia : 9% (2/23) Tonga : 9% (2/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Paris,906 kg (113.25 kg),27 ans,25 ans,200 cm,France : 73% (11/15) New Zealand : 7% (1/15) Samoa : 7% (1/15) Ireland : 7% (1/15) Fiji : 7% (1/15),France : 74% (17/23) New Zealand : 4% (1/23) Samoa : 4% (1/23) Ireland : 4% (1/23) Fiji : 4% (1/23) Argentina : 4% (1/23) Moldova : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Clermont," Date :  Sunday, October 10, 2021 Kick Off : 21:05 Venue : Stade Jean Bouin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,13_50,1,62,4,18_28_75_79,3,22_34_40,0,,0,,22 - 14
902 kg (112.75 kg),30 ans,28 ans,196 cm,France : 47% (7/15) Samoa : 13% (2/15) Georgia : 7% (1/15) Cook Islands : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15) Australia : 7% (1/15) New Zealand : 7% (1/15),France : 57% (13/23) Samoa : 9% (2/23) Argentina : 9% (2/23) Georgia : 4% (1/23) Cook Islands : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Perpignan,925 kg (115.63 kg),25 ans,26 ans,199 cm,France : 47% (7/15) Australia : 7% (1/15) Tonga : 7% (1/15) Georgia : 7% (1/15) Argentina : 7% (1/15) South Africa : 7% (1/15) England : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15),France : 52% (12/23) South Africa : 13% (3/23) Georgia : 9% (2/23) Australia : 4% (1/23) Tonga : 4% (1/23) Argentina : 4% (1/23) England : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Paris," Date :  Saturday, October 16, 2021 Kick Off : 15:00 Venue : Stade Aimé Giral Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,37,2,31_50,4,4_27_49_67,3,13_20_77,1,38,2,31_51,22 - 23
910 kg (113.75 kg),28 ans,25 ans,202 cm,France : 40% (6/15) Australia : 20% (3/15) Tonga : 13% (2/15) Germany : 7% (1/15) Georgia : 7% (1/15) Samoa : 7% (1/15) England : 7% (1/15),France : 43% (10/23) Australia : 13% (3/23) Tonga : 9% (2/23) Fiji : 9% (2/23) Germany : 4% (1/23) Georgia : 4% (1/23) Samoa : 4% (1/23) England : 4% (1/23) Argentina : 4% (1/23) Ireland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau,950 kg (118.75 kg),27 ans,28 ans,202 cm,France : 53% (8/15) New Zealand : 13% (2/15) Australia : 13% (2/15) Argentina : 13% (2/15) South Africa : 7% (1/15),France : 61% (14/23) Argentina : 13% (3/23) New Zealand : 9% (2/23) Australia : 9% (2/23) South Africa : 4% (1/23) Moldova : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 15 / 23 (65%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Bordeaux," Date :  Saturday, October 16, 2021 Kick Off : 15:00 Venue : Stade du Hameau Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,44_55_73,4,7_40_13_65,4,5_21_28_58,3,24_34_48,3,45_56_74,4,8_15_40_66,33 - 37
942 kg (117.75 kg),28 ans,28 ans,198 cm,France : 40% (6/15) Fiji : 20% (3/15) Tonga : 7% (1/15) Australia : 7% (1/15) Canada : 7% (1/15) New Zealand : 7% (1/15) South Africa : 7% (1/15) Argentina : 7% (1/15),France : 52% (12/23) Fiji : 17% (4/23) Tonga : 4% (1/23) Australia : 4% (1/23) Canada : 4% (1/23) New Zealand : 4% (1/23) South Africa : 4% (1/23) Argentina : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 7 / 15 (47 %)  PRO NON-JIFF PLAYER : 8 / 15 (53 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres,884 kg (110.50 kg),26 ans,28 ans,198 cm,France : 53% (8/15) Georgia : 20% (3/15) Canada : 7% (1/15) New Zealand : 7% (1/15) England : 7% (1/15) Fiji : 7% (1/15),France : 57% (13/23) Georgia : 13% (3/23) England : 9% (2/23) Canada : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) Argentina : 4% (1/23) Australia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Biarritz," Date :  Saturday, October 16, 2021 Kick Off : 15:00 Venue : Stade Pierre Fabre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",6,10_28_43_40_57_66,2,23_54,0,,2,19_35,4,11_29_44_67,2,24_55,38 - 20
931 kg (116.38 kg),28 ans,26 ans,198 cm,France : 27% (4/15) Fiji : 27% (4/15) England : 7% (1/15) Georgia : 7% (1/15) Italy : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15) Argentina : 7% (1/15) Ireland : 7% (1/15),France : 30% (7/23) Fiji : 17% (4/23) Georgia : 13% (3/23) England : 9% (2/23) Argentina : 9% (2/23) Ireland : 9% (2/23) Italy : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Brive,925 kg (115.63 kg),26 ans,28 ans,203 cm,France : 53% (8/15) South Africa : 20% (3/15) New Zealand : 13% (2/15) Cameroon : 7% (1/15) Georgia : 7% (1/15),France : 61% (14/23) New Zealand : 13% (3/23) South Africa : 13% (3/23) Cameroon : 4% (1/23) Georgia : 4% (1/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),La Rochelle," Date :  Saturday, October 16, 2021 Kick Off : 15:00 Venue : Stadium Municipal Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",0,,1,69,2,9_30,1,10,0,,0,,6 - 8
915 kg (114.38 kg),27 ans,27 ans,203 cm,France : 67% (10/15) South Africa : 13% (2/15) United-States : 7% (1/15) England : 7% (1/15) Italy : 7% (1/15),France : 65% (15/23) South Africa : 17% (4/23) England : 9% (2/23) United-States : 4% (1/23) Italy : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Montpellier,917 kg (114.63 kg),28 ans,26 ans,200 cm,France : 80% (12/15) Fiji : 13% (2/15) Japan : 7% (1/15),France : 83% (19/23) Fiji : 9% (2/23) Japan : 4% (1/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Clermont," Date :  Saturday, October 16, 2021 Kick Off : 17:00 Venue : GGL Stadium Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,12,1,7,5,5_31_33_49_68,5,40_59_65_71_74,0,,1,9,20 - 22
947 kg (118.38 kg),28 ans,25 ans,202 cm,France : 67% (10/15) Georgia : 7% (1/15) Fiji : 7% (1/15) Samoa : 7% (1/15) Argentina : 7% (1/15) New Zealand : 7% (1/15),France : 65% (15/23) Samoa : 9% (2/23) Georgia : 4% (1/23) Fiji : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) South Africa : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon,915 kg (114.38 kg),26 ans,27 ans,202 cm,France : 80% (12/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Australia : 7% (1/15),France : 78% (18/23) Australia : 9% (2/23) South Africa : 4% (1/23) Scotland : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Racing 92," Date :  Saturday, October 16, 2021 Kick Off : 21:05 Venue : Stade Mayol Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,69_77,2,55_20,2,28_36,5,31_40_47_59_75,2,70_78,1,20,20 - 27
903 kg (112.88 kg),26 ans,26 ans,200 cm,France : 73% (11/15) Georgia : 7% (1/15) Samoa : 7% (1/15) Fiji : 7% (1/15) New Zealand : 7% (1/15),France : 70% (16/23) Georgia : 9% (2/23) Fiji : 9% (2/23) New Zealand : 9% (2/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Lyon,911 kg (113.88 kg),27 ans,25 ans,208 cm,France : 80% (12/15) Australia : 13% (2/15) New Zealand : 7% (1/15),France : 78% (18/23) Australia : 13% (3/23) New Zealand : 4% (1/23) Ireland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse," Date :  Sunday, October 17, 2021 Kick Off : 21:05 Venue : Matmut Stadium Gerland Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,44_15_50,1,67,2,22_58,4,14_20_31_48,2,16_51,1,67,25 - 19
907 kg (113.38 kg),27 ans,26 ans,200 cm,France : 73% (11/15) Fiji : 13% (2/15) Samoa : 7% (1/15) Japan : 7% (1/15),France : 74% (17/23) Fiji : 13% (3/23) Samoa : 4% (1/23) Japan : 4% (1/23) Moldova : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Clermont,898 kg (112.25 kg),27 ans,25 ans,198 cm,France : 53% (8/15) Fiji : 20% (3/15) Tonga : 13% (2/15) Georgia : 7% (1/15) Australia : 7% (1/15),France : 61% (14/23) Fiji : 13% (3/23) Tonga : 9% (2/23) Australia : 9% (2/23) Georgia : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau," Date :  Saturday, October 23, 2021 Kick Off : 15:00 Venue : Parc des Sports Marcel Michelin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",5,49_58_61_70_54,2,32_77,3,6_40_45,2,27_39,4,50_59_62_71,2,33_78,42 - 20
896 kg (112.00 kg),26 ans,28 ans,198 cm,France : 33% (5/15) Fiji : 20% (3/15) Georgia : 13% (2/15) New Zealand : 13% (2/15) Australia : 7% (1/15) Canada : 7% (1/15) England : 7% (1/15),France : 39% (9/23) Georgia : 13% (3/23) Fiji : 13% (3/23) New Zealand : 9% (2/23) England : 9% (2/23) Australia : 4% (1/23) Canada : 4% (1/23) Samoa : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 7 / 15 (47 %)  PRO NON-JIFF PLAYER : 8 / 15 (53 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 13 / 23 (57%)  PRO NON-JIFF PLAYER : 10 / 23 (43 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Biarritz,920 kg (115.00 kg),25 ans,26 ans,199 cm,France : 40% (6/15) Georgia : 20% (3/15) Fiji : 20% (3/15) Argentina : 13% (2/15) South Africa : 7% (1/15),France : 39% (9/23) Georgia : 17% (4/23) Fiji : 17% (4/23) Argentina : 9% (2/23) South Africa : 4% (1/23) Tonga : 4% (1/23) Australia : 4% (1/23) Italy : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 2 / 23 (9 %),Brive," Date :  Saturday, October 23, 2021 Kick Off : 15:00 Venue : Parc des Sports d'Aguilera Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",5,75_77_33_69_61,0,,2,18_42,3,13_25_56,3,34_70_76,0,,37 - 9
