Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home JIFF players  ( read JIFF study in Top 14 ),Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away JIFF players  ( read JIFF study in Top 14 ),Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
903 kg (112.88 kg),26 ans,28 ans,200 cm,France : 67% (10/15) New Zealand : 13% (2/15) Georgia : 7% (1/15) Samoa : 7% (1/15) Fiji : 7% (1/15),France : 61% (14/23) New Zealand : 13% (3/23) Georgia : 9% (2/23) Samoa : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Lyon,892 kg (111.50 kg),26 ans,27 ans,197 cm,France : 67% (10/15) Georgia : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15) Argentina : 7% (1/15) Fiji : 7% (1/15),France : 61% (14/23) Australia : 9% (2/23) Fiji : 9% (2/23) Georgia : 4% (1/23) South Africa : 4% (1/23) Argentina : 4% (1/23) Namibia : 4% (1/23) Scotland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Racing 92," Date :  Sunday, January 2, 2022 Kick Off : 21:05 Venue : Matmut Stadium Gerland Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,2_34_55_78,2,53_6,5,10_15_21_48_64,7,12_16_39_60_67_71_24,1,35,2,8_53,37 - 35
900 kg (112.50 kg),29 ans,25 ans,203 cm,France : 60% (9/15) South Africa : 20% (3/15) England : 13% (2/15) Fiji : 7% (1/15),France : 65% (15/23) South Africa : 17% (4/23) England : 9% (2/23) Fiji : 4% (1/23) United-States : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Montpellier,936 kg (117.00 kg),29 ans,25 ans,203 cm,France : 67% (10/15) England : 7% (1/15) South Africa : 7% (1/15) Argentina : 7% (1/15) Italy : 7% (1/15) New Zealand : 7% (1/15),France : 70% (16/23) South Africa : 9% (2/23) England : 4% (1/23) Argentina : 4% (1/23) Italy : 4% (1/23) New Zealand : 4% (1/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon," Date :  Saturday, March 12, 2022 Kick Off : 21:05 Venue : GGL Stadium Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",0,,0,,6,15_19_24_31_44_54,3,9_30_59,0,,0,,18 - 16
918 kg (114.75 kg),26 ans,28 ans,198 cm,France : 60% (9/15) Australia : 13% (2/15) Fiji : 13% (2/15) Canada : 7% (1/15) New Zealand : 7% (1/15),France : 57% (13/23) Fiji : 13% (3/23) Australia : 9% (2/23) Canada : 4% (1/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) South Africa : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres,972 kg (121.50 kg),27 ans,26 ans,200 cm,France : 40% (6/15) Australia : 13% (2/15) Tonga : 13% (2/15) South Africa : 13% (2/15) Argentina : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15),France : 52% (12/23) Australia : 9% (2/23) Tonga : 9% (2/23) South Africa : 9% (2/23) Georgia : 9% (2/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Paris," Date :  Saturday, January 8, 2022 Kick Off : 15:00 Venue : Stade Pierre Fabre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",0,,0,,4,8_41_47_54,3,10_43_58,0,,0,,15 - 9
888 kg (111.00 kg),27 ans,28 ans,195 cm,France : 20% (3/15) Fiji : 20% (3/15) Ireland : 13% (2/15) Georgia : 13% (2/15) New Zealand : 13% (2/15) Samoa : 7% (1/15) Argentina : 7% (1/15) South Africa : 7% (1/15),France : 30% (7/23) Georgia : 13% (3/23) Fiji : 13% (3/23) Ireland : 9% (2/23) New Zealand : 9% (2/23) England : 9% (2/23) Samoa : 4% (1/23) Argentina : 4% (1/23) South Africa : 4% (1/23) Canada : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 5 / 15 (33 %)  PRO NON-JIFF PLAYER : 9 / 15 (60 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 11 / 23 (48%)  PRO NON-JIFF PLAYER : 11 / 23 (48 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Biarritz,895 kg (111.88 kg),29 ans,29 ans,202 cm,France : 53% (8/15) Fiji : 13% (2/15) Tonga : 7% (1/15) Samoa : 7% (1/15) South Africa : 7% (1/15) Argentina : 7% (1/15) Australia : 7% (1/15),France : 57% (13/23) Fiji : 9% (2/23) Samoa : 9% (2/23) Tonga : 4% (1/23) South Africa : 4% (1/23) Argentina : 4% (1/23) Australia : 4% (1/23) Moldova : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Perpignan," Date :  Saturday, January 8, 2022 Kick Off : 17:00 Venue : Parc des Sports d'Aguilera Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,29_68,3,58_9_52,3,14_25_74,2,33_76,2,30_69,2,53_59,23 - 25
924 kg (115.50 kg),28 ans,26 ans,199 cm,France : 33% (5/15) Fiji : 20% (3/15) Argentina : 13% (2/15) Georgia : 13% (2/15) Samoa : 7% (1/15) Italy : 7% (1/15) South Africa : 7% (1/15),France : 30% (7/23) Georgia : 17% (4/23) Fiji : 13% (3/23) Argentina : 9% (2/23) South Africa : 9% (2/23) Samoa : 4% (1/23) Italy : 4% (1/23) Tonga : 4% (1/23) Australia : 4% (1/23) Colombia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Brive,937 kg (117.13 kg),28 ans,26 ans,202 cm,France : 73% (11/15) Moldova : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15) Italy : 7% (1/15),France : 70% (16/23) South Africa : 9% (2/23) Moldova : 4% (1/23) Australia : 4% (1/23) Italy : 4% (1/23) Georgia : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Bordeaux," Date :  Saturday, January 8, 2022 Kick Off : 17:00 Venue : Stadium Municipal Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,55_19,1,59,3,9_14_40,5,34_46_48_67_75,0,,1,60,19 - 22
909 kg (113.63 kg),26 ans,27 ans,200 cm,France : 53% (8/15) New Zealand : 20% (3/15) Australia : 7% (1/15) Samoa : 7% (1/15) Georgia : 7% (1/15) Fiji : 7% (1/15),France : 65% (15/23) New Zealand : 13% (3/23) Fiji : 9% (2/23) Australia : 4% (1/23) Samoa : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Lyon,909 kg (113.63 kg),28 ans,26 ans,197 cm,France : 53% (8/15) New Zealand : 13% (2/15) Argentina : 7% (1/15) Germany : 7% (1/15) Fiji : 7% (1/15) Samoa : 7% (1/15) Ireland : 7% (1/15),France : 52% (12/23) New Zealand : 9% (2/23) Tonga : 9% (2/23) Australia : 9% (2/23) Argentina : 4% (1/23) Germany : 4% (1/23) Fiji : 4% (1/23) Samoa : 4% (1/23) Ireland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau," Date :  Saturday, January 8, 2022 Kick Off : 17:00 Venue : Matmut Stadium Gerland Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",5,69_7_32_44_22,1,25,0,,1,13,5,9_24_33_45_70,1,26,35 - 10
901 kg (112.63 kg),27 ans,27 ans,197 cm,France : 60% (9/15) Australia : 13% (2/15) Georgia : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Fiji : 7% (1/15),France : 70% (16/23) Australia : 9% (2/23) Georgia : 4% (1/23) South Africa : 4% (1/23) Scotland : 4% (1/23) Fiji : 4% (1/23) Namibia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Racing 92,912 kg (114.00 kg),26 ans,28 ans,201 cm,France : 67% (10/15) Moldova : 7% (1/15) Argentina : 7% (1/15) Samoa : 7% (1/15) Fiji : 7% (1/15) Tonga : 7% (1/15),France : 70% (16/23) Fiji : 9% (2/23) Moldova : 4% (1/23) Argentina : 4% (1/23) Samoa : 4% (1/23) Tonga : 4% (1/23) Ireland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Clermont," Date :  Saturday, January 8, 2022 Kick Off : 21:05 Venue : Paris La Défense Arena Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,70_25_36_62,3,26_21_4,3,10_44_50,3,57_67_79,2,26_63,2,22_27,33 - 28
956 kg (119.50 kg),28 ans,27 ans,203 cm,France : 47% (7/15) South Africa : 20% (3/15) England : 7% (1/15) Samoa : 7% (1/15) Argentina : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15),France : 52% (12/23) South Africa : 17% (4/23) Samoa : 9% (2/23) England : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) Italy : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 7 / 15 (47 %)  PRO NON-JIFF PLAYER : 8 / 15 (53 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 12 / 23 (52%)  PRO NON-JIFF PLAYER : 11 / 23 (48 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon,907 kg (113.38 kg),29 ans,27 ans,200 cm,France : 47% (7/15) South Africa : 13% (2/15) New Zealand : 13% (2/15) Fiji : 13% (2/15) Cameroon : 7% (1/15) Argentina : 7% (1/15),France : 52% (12/23) South Africa : 13% (3/23) New Zealand : 13% (3/23) Argentina : 9% (2/23) Fiji : 9% (2/23) Cameroon : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),La Rochelle," Date :  Saturday, March 19, 2022 Kick Off : 17:15 Venue : Stade Mayol Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,54_73_20_78,1,50,5,13_20_28_38_61,2,24_40,3,21_74_79,0,,41 - 11
961 kg (120.13 kg),25 ans,26 ans,208 cm,France : 67% (10/15) Australia : 20% (3/15) Argentina : 13% (2/15),France : 61% (14/23) Australia : 13% (3/23) Argentina : 9% (2/23) United-States : 4% (1/23) Samoa : 4% (1/23) Ireland : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse,914 kg (114.25 kg),26 ans,26 ans,203 cm,France : 60% (9/15) South Africa : 20% (3/15) United-States : 7% (1/15) Canada : 7% (1/15) England : 7% (1/15),France : 57% (13/23) South Africa : 17% (4/23) England : 9% (2/23) United-States : 4% (1/23) Canada : 4% (1/23) New Zealand : 4% (1/23) Ireland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 23 (57%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 3 / 23 (13 %),Montpellier," Date :  Sunday, March 20, 2022 Kick Off : 21:05 Venue : Stade Ernest Wallon Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",5,57_1_44_79_76,1,60,2,14_56,1,18,2,59_80,1,61,35 - 10
940 kg (117.50 kg),29 ans,27 ans,204 cm,France : 73% (11/15) Moldova : 7% (1/15) South Africa : 7% (1/15) Argentina : 7% (1/15) Australia : 7% (1/15),France : 74% (17/23) Moldova : 4% (1/23) South Africa : 4% (1/23) Argentina : 4% (1/23) Australia : 4% (1/23) Italy : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Bordeaux,918 kg (114.75 kg),26 ans,29 ans,198 cm,France : 60% (9/15) Fiji : 27% (4/15) Australia : 7% (1/15) Argentina : 7% (1/15),France : 61% (14/23) Fiji : 17% (4/23) Australia : 4% (1/23) Argentina : 4% (1/23) Tonga : 4% (1/23) Uruguay : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres," Date :  Saturday, January 29, 2022 Kick Off : 15:00 Venue : Jacques Chaban-Delmas Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,27_13,1,45,3,19_40_53,1,58,2,14_28,1,46,23 - 10
951 kg (118.88 kg),27 ans,27 ans,199 cm,France : 27% (4/15) Samoa : 13% (2/15) Georgia : 13% (2/15) Argentina : 13% (2/15) South Africa : 13% (2/15) Fiji : 13% (2/15) Colombia : 7% (1/15),France : 39% (9/23) Georgia : 13% (3/23) Samoa : 9% (2/23) Argentina : 9% (2/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Colombia : 4% (1/23) England : 4% (1/23) Ireland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Brive,901 kg (112.63 kg),30 ans,27 ans,195 cm,France : 27% (4/15) Ireland : 13% (2/15) Georgia : 13% (2/15) Fiji : 13% (2/15) New Zealand : 13% (2/15) Samoa : 7% (1/15) England : 7% (1/15) Spain : 7% (1/15),France : 39% (9/23) Georgia : 13% (3/23) Ireland : 9% (2/23) Fiji : 9% (2/23) New Zealand : 9% (2/23) Samoa : 4% (1/23) England : 4% (1/23) Spain : 4% (1/23) Canada : 4% (1/23) South Africa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 7 / 15 (47 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 23 (57%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 2 / 23 (9 %),Biarritz," Date :  Saturday, January 29, 2022 Kick Off : 17:00 Venue : Stadium Municipal Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,20_23_34_75,1,38,3,47_53_80,1,32,2,21_24,1,39,33 - 10
901 kg (112.63 kg),31 ans,29 ans,205 cm,France : 33% (5/15) Samoa : 20% (3/15) Argentina : 13% (2/15) Tonga : 7% (1/15) Moldova : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15) New Zealand : 7% (1/15),France : 43% (10/23) Samoa : 13% (3/23) Argentina : 13% (3/23) Tonga : 4% (1/23) Moldova : 4% (1/23) South Africa : 4% (1/23) Australia : 4% (1/23) New Zealand : 4% (1/23) Cook Islands : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 7 / 15 (47 %)  PRO NON-JIFF PLAYER : 8 / 15 (53 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 12 / 23 (52%)  PRO NON-JIFF PLAYER : 11 / 23 (48 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Perpignan,888 kg (111.00 kg),30 ans,26 ans,197 cm,France : 40% (6/15) New Zealand : 20% (3/15) Fiji : 13% (2/15) Argentina : 7% (1/15) Australia : 7% (1/15) Samoa : 7% (1/15) Georgia : 7% (1/15),France : 61% (14/23) New Zealand : 13% (3/23) Fiji : 9% (2/23) Argentina : 4% (1/23) Australia : 4% (1/23) Samoa : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 7 / 15 (47 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 15 / 23 (65%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Lyon," Date :  Saturday, January 29, 2022 Kick Off : 17:00 Venue : Stade Aimé Giral Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,39_80,3,44_67_63,3,17_43_47,2,12_21,2,40_80,2,45_64,23 - 28
904 kg (113.00 kg),28 ans,27 ans,200 cm,France : 53% (8/15) Argentina : 13% (2/15) New Zealand : 13% (2/15) South Africa : 13% (2/15) Fiji : 7% (1/15),France : 57% (13/23) New Zealand : 17% (4/23) Argentina : 9% (2/23) South Africa : 9% (2/23) Fiji : 4% (1/23) Cameroon : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),La Rochelle,910 kg (113.75 kg),27 ans,26 ans,198 cm,France : 60% (9/15) South Africa : 13% (2/15) Georgia : 7% (1/15) New Zealand : 7% (1/15) England : 7% (1/15) Italy : 7% (1/15),France : 61% (14/23) Georgia : 9% (2/23) England : 9% (2/23) South Africa : 9% (2/23) New Zealand : 4% (1/23) Italy : 4% (1/23) Canada : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 2 / 23 (9 %),Montpellier," Date :  Saturday, January 29, 2022 Kick Off : 17:00 Venue : Stade Marcel Deflandre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,27_74,4,64_35_22_68,3,9_44_49,0,,2,28_75,3,23_36_66,23 - 29
957 kg (119.63 kg),27 ans,26 ans,208 cm,France : 60% (9/15) New Zealand : 13% (2/15) Australia : 13% (2/15) Argentina : 13% (2/15),France : 61% (14/23) Australia : 17% (4/23) New Zealand : 9% (2/23) Argentina : 9% (2/23) United-States : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse,874 kg (109.25 kg),28 ans,28 ans,202 cm,France : 67% (10/15) Portugal : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Argentina : 7% (1/15) Australia : 7% (1/15),France : 61% (14/23) South Africa : 9% (2/23) Portugal : 4% (1/23) Scotland : 4% (1/23) Argentina : 4% (1/23) Australia : 4% (1/23) Georgia : 4% (1/23) Namibia : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Racing 92," Date :  Saturday, January 29, 2022 Kick Off : 21:05 Venue : Stade Ernest Wallon Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,47_23,1,43,1,80,5,9_15_55_76_79,1,48,0,,15 - 20
