match_date_,Home team,Away team,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,competition,round_stage,pkey,home_score,away_score,score_diff,home_pack_weight,away_pack_weight,home_forwards_ages,home_backs_ages,away_forwards_ages,away_backs_ages
2022-12-04,CASTRES,PAU,2.0,16_79,1.0,24,4.0,10_28_51_57,5.0,13_39_42_54_66,2.0,17_80,1.0,25,top-14,pool stage,CASTRES_PAU_2022-12-04,26,22,4,916,914,27,28,26,26
2022-12-04,TOULON,RACING 92,1.0,58,3.0,45_61_80,3.0,3_23_50,4.0,71_11_19_40,0.0,,2.0,62_80,top-14,pool stage,TOULON_RACING 92_2022-12-04,14,31,-17,927,914,28,27,27,25
2022-12-22,TOULON,LYON,2.0,6_27,0.0,,3.0,11_21_34,1.0,15,1.0,7,0.0,,top-14,pool stage,TOULON_LYON_2022-12-22,21,3,18,928,923,29,27,26,27
2022-12-23,SHARKS,LIONS,5.0,55_8_75_15_74,1.0,17,2.0,43_67,1.0,45,3.0,10_56_76,1.0,19,urc,pool stage,SHARKS_LIONS_2022-12-23,37,10,27,936,956,26,28,26,27
2022-12-23,CONNACHT,ULSTER,2.0,59_78,3.0,44_53_28,1.0,34,1.0,71,1.0,78,2.0,45_54,urc,pool stage,CONNACHT_ULSTER_2022-12-23,20,22,-2,889,903,27,28,27,27
2022-12-23,GLASGOW,EDINBURGH,1.0,31,1.0,57,3.0,44_66_74,1.0,79,1.0,32,1.0,58,urc,pool stage,GLASGOW_EDINBURGH_2022-12-23,16,10,6,950,901,28,27,30,25
2022-12-23,PAU,BAYONNE,3.0,2_37_7,1.0,23,1.0,33,5.0,6_14_20_54_60,2.0,4_8,1.0,24,top-14,pool stage,PAU_BAYONNE_2022-12-23,22,22,0,908,916,25,27,29,28
2022-12-23,MONTPELLIER,PERPIGNAN,3.0,14_49_66,1.0,54,4.0,7_10_20_39,1.0,41,3.0,15_50_77,1.0,55,top-14,pool stage,MONTPELLIER_PERPIGNAN_2022-12-23,38,10,28,929,929,28,26,31,30
2022-12-23,LA ROCHELLE,BORDEAUX,1.0,74,0.0,,1.0,14,2.0,64_80,0.0,,0.0,,top-14,pool stage,LA ROCHELLE_BORDEAUX_2022-12-23,8,12,-4,915,912,28,28,27,26
2022-12-23,NEWCASTLE,SALE,2.0,54_61,2.0,10_24,2.0,42_68,0.0,,2.0,55_62,2.0,12_26,premiership,pool stage,NEWCASTLE_SALE_2022-12-23,20,14,6,960,912,29,27,27,27
2022-12-23,LONDON IRISH,SARACENS,2.0,1_77,2.0,44_40,5.0,19_27_30_44_57,2.0,14_73,2.0,3_79,2.0,42_46,premiership,pool stage,LONDON IRISH_SARACENS_2022-12-23,29,20,9,957,931,28,24,26,29
2022-12-23,BRIVE,CLERMONT,2.0,80_59,1.0,2,2.0,4_69,3.0,38_40_74,2.0,60_80,1.0,3,top-14,pool stage,BRIVE_CLERMONT_2022-12-23,20,16,4,956,894,28,26,27,26
2022-12-23,STORMERS,BULLS,3.0,48_53_49,3.0,63_78_25,3.0,3_10_71,2.0,20_38,3.0,49_50_54,3.0,27_63_78,urc,pool stage,STORMERS_BULLS_2022-12-23,37,27,10,908,905,29,26,25,27
2022-12-23,TOULOUSE,CASTRES,1.0,60,0.0,,5.0,2_35_52_63_70,6.0,65_37_54_56_74_80,1.0,61,0.0,,top-14,pool stage,TOULOUSE_CASTRES_2022-12-23,22,18,4,948,902,27,26,27,26
2022-12-24,RACING 92,PARIS,1.0,40,5.0,24_33_73_55_79,1.0,13,5.0,12_18_30_44_68,1.0,40,4.0,25_34_56_80,top-14,pool stage,RACING 92_PARIS_2022-12-24,10,48,-38,883,910,26,27,27,26
2022-12-24,BENETTON,ZEBRE,6.0,54_30_38_12_51_75,1.0,64,0.0,,0.0,,4.0,14_39_52_76,0.0,,urc,pool stage,BENETTON_ZEBRE_2022-12-24,38,5,33,895,905,26,27,24,25
2022-12-24,LEICESTER,GLOUCESTER,3.0,43_57_65,2.0,41_78,3.0,12_19_53,1.0,7,2.0,44_58,0.0,,premiership,pool stage,LEICESTER_GLOUCESTER_2022-12-24,28,13,15,937,917,27,26,30,26
2022-12-24,EXETER,BATH,2.0,15_31,2.0,11_61,2.0,1_41,1.0,22,2.0,16_31,1.0,12,premiership,pool stage,EXETER_BATH_2022-12-24,20,15,5,952,913,28,26,27,27
2022-12-26,MUNSTER,LEINSTER,1.0,30,2.0,52_48,0.0,,2.0,2_19,1.0,30,2.0,48_54,urc,pool stage,MUNSTER_LEINSTER_2022-12-26,19,20,-1,909,911,30,26,26,26
2022-12-26,OSPREYS,SCARLETS,5.0,33_23_81_14_67,2.0,30_48,1.0,52,0.0,,3.0,34_25_69,2.0,31_50,urc,pool stage,OSPREYS_SCARLETS_2022-12-26,34,14,20,912,923,27,28,29,27
2022-12-26,DRAGONS,CARDIFF,2.0,64_38,4.0,32_51_34_79,4.0,21_25_57_71,1.0,60,1.0,65,3.0,32_35_80,urc,pool stage,DRAGONS_CARDIFF_2022-12-26,24,29,-5,925,937,27,28,30,27
2022-12-27,HARLEQUINS,BRISTOL,2.0,19_57,2.0,15_38,0.0,,1.0,2,1.0,59,1.0,16,premiership,pool stage,HARLEQUINS_BRISTOL_2022-12-27,12,15,-3,909,914,27,27,30,28
2022-12-30,EDINBURGH,GLASGOW,3.0,9_25_79,4.0,34_55_4_68,2.0,14_42,2.0,66_73,2.0,10_27,3.0,6_56_69,urc,pool stage,EDINBURGH_GLASGOW_2022-12-30,25,32,-7,925,950,29,25,28,27
2022-12-30,BORDEAUX,MONTPELLIER,4.0,47_24_58_66,1.0,10,4.0,4_34_52_74,1.0,28,4.0,25_48_59_67,1.0,11,top-14,pool stage,BORDEAUX_MONTPELLIER_2022-12-30,40,10,30,919,950,27,27,27,27
2022-12-30,SALE,LEICESTER,4.0,52_79_34_76,1.0,46,3.0,17_24_31,0.0,,2.0,35_53,0.0,,premiership,pool stage,SALE_LEICESTER_2022-12-30,40,5,35,909,937,28,27,27,27
2022-12-31,STORMERS,LIONS,6.0,12_27_53_68_6_77,1.0,48,0.0,,1.0,18,5.0,7_28_55_68_79,0.0,,urc,pool stage,STORMERS_LIONS_2022-12-31,40,8,32,887,846,29,26,26,25
2022-12-31,BATH,NEWCASTLE,3.0,47_55_12,1.0,26,1.0,78,3.0,17_44_59,3.0,13_48_56,1.0,27,premiership,pool stage,BATH_NEWCASTLE_2022-12-31,24,16,8,923,960,28,27,29,27
2022-12-31,SARACENS,EXETER,4.0,39_9_22_80,0.0,,2.0,44_48,1.0,21,2.0,10_41,0.0,,premiership,pool stage,SARACENS_EXETER_2022-12-31,35,3,32,942,933,28,28,26,26
2022-12-31,PARIS,PAU,6.0,47_63_73_14_59_79,0.0,,1.0,27,1.0,40,2.0,48_60,0.0,,top-14,pool stage,PARIS_PAU_2022-12-31,37,3,34,933,906,27,25,27,25
2022-12-31,BAYONNE,TOULON,2.0,45_40,2.0,10_51,2.0,62_72,2.0,3_16,2.0,40_46,1.0,11,top-14,pool stage,BAYONNE_TOULON_2022-12-31,23,18,5,916,915,29,28,27,29
2022-12-31,CASTRES,RACING 92,2.0,18_60,2.0,44_39,4.0,7_39_53_56,4.0,11_16_35_50,2.0,19_61,2.0,40_45,top-14,pool stage,CASTRES_RACING 92_2022-12-31,26,26,0,911,872,26,28,28,27
2022-12-31,LYON,BRIVE,3.0,28_62_76,2.0,11_55,2.0,16_47,4.0,20_27_36_65,3.0,29_62_77,1.0,56,top-14,pool stage,LYON_BRIVE_2022-12-31,27,30,-3,942,925,26,26,29,25
2022-12-31,PERPIGNAN,LA ROCHELLE,1.0,48,5.0,78_28_20_36_22,1.0,17,0.0,,1.0,49,2.0,21_79,top-14,pool stage,PERPIGNAN_LA ROCHELLE_2022-12-31,10,29,-19,938,950,31,29,29,27
2022-12-31,ZEBRE,BENETTON,2.0,6_1,6.0,43_53_76_28_67_71,1.0,38,0.0,,2.0,1_7,5.0,29_44_54_67_77,urc,pool stage,ZEBRE_BENETTON_2022-12-31,17,40,-23,917,909,26,24,27,25
2022-12-31,SHARKS,BULLS,4.0,45_39_50_81,2.0,18_57,4.0,8_16_27_61,2.0,1_14,4.0,40_47_51_82,2.0,19_59,urc,pool stage,SHARKS_BULLS_2022-12-31,47,20,27,939,888,30,26,25,26
2022-12-31,GLOUCESTER,LONDON IRISH,1.0,10,0.0,,1.0,82,2.0,27_72,0.0,,0.0,,premiership,pool stage,GLOUCESTER_LONDON IRISH_2022-12-31,8,6,2,902,931,28,26,27,26
2023-01-01,NORTHAMPTON,HARLEQUINS,6.0,3_53_16_41_68_74,2.0,78_66,2.0,42_47,1.0,22,5.0,4_17_54_69_75,2.0,66_78,premiership,pool stage,NORTHAMPTON_HARLEQUINS_2023-01-01,46,17,29,942,908,28,25,25,27
2023-01-01,CARDIFF,OSPREYS,3.0,28_67_4,3.0,21_43_52,0.0,,1.0,77,2.0,5_68,2.0,22_54,urc,pool stage,CARDIFF_OSPREYS_2023-01-01,19,22,-3,945,907,29,27,29,26
2023-01-01,SCARLETS,DRAGONS,3.0,57_22_81,2.0,33_17,4.0,4_11_38_48,1.0,14,3.0,23_59_83,2.0,19_35,urc,pool stage,SCARLETS_DRAGONS_2023-01-01,33,17,16,925,913,30,27,26,26
2023-01-01,CLERMONT,TOULOUSE,1.0,68,4.0,51_7_24_45,2.0,3_12,2.0,31_38,1.0,69,3.0,25_46_52,top-14,pool stage,CLERMONT_TOULOUSE_2023-01-01,13,32,-19,925,960,28,25,28,25
2023-01-01,ULSTER,MUNSTER,1.0,66,2.0,43_79,3.0,15_19_24,1.0,73,0.0,,1.0,80,urc,pool stage,ULSTER_MUNSTER_2023-01-01,14,15,-1,907,911,28,27,28,26
2023-01-01,LEINSTER,CONNACHT,7.0,21_71_75_68_2_31_44,2.0,16_36,0.0,,0.0,,3.0,23_32_72,1.0,16,urc,pool stage,LEINSTER_CONNACHT_2023-01-01,41,12,29,909,901,25,25,26,27
2023-01-06,GLOUCESTER,SARACENS,1.0,15,2.0,6_65,3.0,34_44_72,2.0,23_37,1.0,16,0.0,,premiership,pool stage,GLOUCESTER_SARACENS_2023-01-06,16,19,-3,918,936,30,26,27,28
2023-01-06,DRAGONS,BULLS,2.0,24_34,3.0,59_3_64,0.0,,1.0,11,2.0,25_35,2.0,5_60,urc,pool stage,DRAGONS_BULLS_2023-01-06,14,29,-15,919,905,27,27,25,26
2023-01-06,MUNSTER,LIONS,5.0,28_48_75_9_79,0.0,,0.0,,1.0,5,4.0,30_49_76_81,0.0,,urc,pool stage,MUNSTER_LIONS_2023-01-06,33,3,30,884,829,25,27,24,26
2023-01-07,BORDEAUX,BAYONNE,2.0,48_10,2.0,72_77,3.0,7_40_66,0.0,,2.0,11_49,1.0,73,top-14,pool stage,BORDEAUX_BAYONNE_2023-01-07,23,15,8,944,960,30,26,27,27
2023-01-07,NEWCASTLE,LEICESTER,6.0,55_27_12_35_37_73,3.0,41_31_81,1.0,45,0.0,,6.0,14_28_36_38_56_74,3.0,42_71_82,premiership,pool stage,NEWCASTLE_LEICESTER_2023-01-07,45,26,19,960,939,29,28,29,26
2023-01-07,EXETER,NORTHAMPTON,5.0,28_43_2_14_55,2.0,47_64,0.0,,0.0,,5.0,3_16_29_44_56,1.0,48,premiership,pool stage,EXETER_NORTHAMPTON_2023-01-07,35,12,23,950,935,27,26,27,25
2023-01-07,CARDIFF,SCARLETS,3.0,48_35_62,3.0,3_28_26,1.0,1,3.0,44_51_71,2.0,36_49,2.0,4_30,urc,pool stage,CARDIFF_SCARLETS_2023-01-07,22,28,-6,938,929,30,27,29,27
2023-01-07,CONNACHT,SHARKS,4.0,19_23_55_39,2.0,60_77,0.0,,0.0,,2.0,24_40,1.0,61,urc,pool stage,CONNACHT_SHARKS_2023-01-07,24,12,12,889,906,27,27,27,25
2023-01-07,EDINBURGH,ZEBRE,4.0,69_17_21_78,3.0,66_43_50,0.0,,0.0,,2.0,70_80,1.0,67,urc,pool stage,EDINBURGH_ZEBRE_2023-01-07,24,17,7,896,907,27,26,27,25
2023-01-07,OSPREYS,LEINSTER,1.0,14,3.0,36_67_63,4.0,10_43_54_72,1.0,20,1.0,15,3.0,37_64_69,urc,pool stage,OSPREYS_LEINSTER_2023-01-07,19,24,-5,915,920,28,25,28,25
2023-01-07,LA ROCHELLE,TOULOUSE,3.0,25_80_61,1.0,73,3.0,1_20_31,0.0,,3.0,26_63_80,1.0,75,top-14,pool stage,LA ROCHELLE_TOULOUSE_2023-01-07,30,7,23,911,934,29,26,26,24
2023-01-07,CLERMONT,PERPIGNAN,4.0,29_22_79_73,2.0,12_63,1.0,57,2.0,40_49,4.0,23_30_74_80,2.0,13_64,top-14,pool stage,CLERMONT_PERPIGNAN_2023-01-07,31,20,11,908,903,27,26,31,27
2023-01-07,PARIS,CASTRES,1.0,67,1.0,25,4.0,14_20_37_40,0.0,,1.0,68,1.0,27,top-14,pool stage,PARIS_CASTRES_2023-01-07,26,7,19,912,936,29,25,30,27
2023-01-07,PAU,LYON,0.0,,3.0,28_70_75,4.0,13_38_47_65,0.0,,0.0,,3.0,29_71_76,top-14,pool stage,PAU_LYON_2023-01-07,12,21,-9,915,887,26,27,26,27
2023-01-07,BENETTON,ULSTER,3.0,13_18_63,3.0,8_54_67,3.0,35_59_77,1.0,40,2.0,14_19,2.0,9_69,urc,pool stage,BENETTON_ULSTER_2023-01-07,31,29,2,899,902,27,26,28,27
2023-01-07,BRIVE,TOULON,1.0,78,1.0,62,7.0,8_30_32_39_44_50_59,4.0,11_17_36_55,0.0,,0.0,,top-14,pool stage,BRIVE_TOULON_2023-01-07,26,17,9,938,950,29,25,30,29
2023-01-08,MONTPELLIER,RACING 92,2.0,25_60,0.0,,1.0,40,4.0,6_44_67_78,2.0,27_62,0.0,,top-14,pool stage,MONTPELLIER_RACING 92_2023-01-08,17,12,5,944,869,28,28,26,28
2023-01-08,GLASGOW,STORMERS,4.0,16_50_7_78,3.0,13_29_61,0.0,,0.0,,1.0,51,1.0,14,urc,pool stage,GLASGOW_STORMERS_2023-01-08,24,17,7,961,887,28,26,29,25
2023-01-08,HARLEQUINS,SALE,2.0,41_73,4.0,52_62_23_17,2.0,4_30,0.0,,0.0,,2.0,18_25,premiership,pool stage,HARLEQUINS_SALE_2023-01-08,16,24,-8,912,909,26,27,28,25
2023-01-08,LONDON IRISH,BRISTOL,2.0,42_27,1.0,18,3.0,7_41_74,0.0,,2.0,28_43,1.0,19,premiership,pool stage,LONDON IRISH_BRISTOL_2023-01-08,23,7,16,915,910,27,26,28,27
2023-01-27,ULSTER,STORMERS,5.0,45_41_13_20_56,1.0,76,0.0,,0.0,,5.0,14_21_43_46_57,0.0,,urc,pool stage,ULSTER_STORMERS_2023-01-27,35,5,30,923,884,29,27,28,25
2023-01-27,SCARLETS,BULLS,4.0,14_9_20_75,4.0,54_4_35_61,3.0,2_31_45,0.0,,4.0,10_15_21_77,4.0,5_36_55_62,urc,pool stage,SCARLETS_BULLS_2023-01-27,37,28,9,911,905,29,25,25,26
2023-01-27,SALE,BATH,4.0,31_16_24_1,3.0,42_65_42,1.0,49,2.0,5_59,1.0,17,3.0,43_43_66,premiership,pool stage,SALE_BATH_2023-01-27,30,27,3,910,932,29,25,29,27
2023-01-28,DRAGONS,GLASGOW,4.0,56_15_18_80,6.0,7_21_40_1_47_73,0.0,,0.0,,4.0,16_19_57_80,5.0,2_8_22_40_48,urc,pool stage,DRAGONS_GLASGOW_2023-01-28,28,42,-14,909,954,26,28,29,25
2023-01-28,LEICESTER,NORTHAMPTON,2.0,7_46,1.0,49,2.0,19_62,4.0,12_27_31_42,1.0,8,1.0,50,premiership,pool stage,LEICESTER_NORTHAMPTON_2023-01-28,18,19,-1,930,915,26,28,27,26
2023-01-28,EXETER,GLOUCESTER,3.0,10_34_18,2.0,29_14,1.0,54,1.0,79,3.0,11_19_35,2.0,16_30,premiership,pool stage,EXETER_GLOUCESTER_2023-01-28,24,17,7,948,916,27,26,27,28
2023-01-28,BENETTON,MUNSTER,4.0,6_12_57_81,6.0,49_30_42_16_76_71,2.0,39_46,0.0,,2.0,13_82,5.0,17_31_42_50_77,urc,pool stage,BENETTON_MUNSTER_2023-01-28,30,40,-10,904,887,26,26,25,26
2023-01-28,SARACENS,BRISTOL,2.0,57_76,2.0,36_70,1.0,51,3.0,11_48_54,1.0,58,0.0,,premiership,pool stage,SARACENS_BRISTOL_2023-01-28,20,19,1,910,914,27,28,30,27
2023-01-28,LEINSTER,CARDIFF,6.0,48_6_19_29_82_55,2.0,79_66,0.0,,0.0,,4.0,20_30_49_83,2.0,67_79,urc,pool stage,LEINSTER_CARDIFF_2023-01-28,38,14,24,916,925,26,24,28,29
2023-01-28,CONNACHT,LIONS,6.0,14_25_42_61_2_35,3.0,10_64_31,1.0,7,1.0,4,5.0,15_25_36_43_62,3.0,11_32_65,urc,pool stage,CONNACHT_LIONS_2023-01-28,43,24,19,892,933,26,27,26,27
2023-01-28,LYON,CLERMONT,4.0,30_63_39_79,1.0,68,2.0,18_54,3.0,15_33_46,4.0,31_40_63_80,0.0,,top-14,pool stage,LYON_CLERMONT_2023-01-28,34,14,20,905,893,26,28,28,27
2023-01-28,CASTRES,BORDEAUX,2.0,28_41,0.0,,3.0,24_43_70,6.0,4_7_12_15_48_77,2.0,29_42,0.0,,top-14,pool stage,CASTRES_BORDEAUX_2023-01-28,23,18,5,908,926,27,28,30,27
2023-01-28,PERPIGNAN,PARIS,4.0,45_54_10_40,3.0,59_36_73,1.0,23,2.0,5_17,4.0,11_40_46_55,0.0,,top-14,pool stage,PERPIGNAN_PARIS_2023-01-28,31,24,7,900,909,32,28,28,26
2023-01-28,TOULON,PAU,3.0,29_72_33,1.0,79,2.0,45_52,3.0,6_15_48,3.0,30_34_73,1.0,80,top-14,pool stage,TOULON_PAU_2023-01-28,27,16,11,933,908,28,28,26,26
2023-01-28,BAYONNE,BRIVE,3.0,60_19_77,0.0,,3.0,7_45_52,3.0,11_24_48,3.0,20_61_78,0.0,,top-14,pool stage,BAYONNE_BRIVE_2023-01-28,37,9,28,916,935,29,28,30,25
2023-01-28,RACING 92,LA ROCHELLE,3.0,23_43_71,4.0,14_28_73_9,6.0,4_6_19_51_62_80,4.0,21_27_36_65,3.0,24_44_72,2.0,10_15,top-14,pool stage,RACING 92_LA ROCHELLE_2023-01-28,39,36,3,900,940,26,28,28,27
2023-01-28,EDINBURGH,SHARKS,3.0,27_35_38,3.0,61_5_18,0.0,,1.0,42,2.0,28_37,2.0,6_19,urc,pool stage,EDINBURGH_SHARKS_2023-01-28,19,22,-3,920,904,28,27,27,27
2023-01-29,ZEBRE,OSPREYS,4.0,49_29_34_19,4.0,1_63_68_5,0.0,,0.0,,2.0,30_35,4.0,2_6_65_69,urc,pool stage,ZEBRE_OSPREYS_2023-01-29,24,28,-4,918,885,26,25,29,25
2023-01-29,TOULOUSE,MONTPELLIER,3.0,53_66_77,0.0,,2.0,37_62,3.0,5_34_40,1.0,54,0.0,,top-14,pool stage,TOULOUSE_MONTPELLIER_2023-01-29,23,9,14,937,924,27,24,27,27
2023-01-29,LONDON IRISH,HARLEQUINS,6.0,71_3_5_38_43_20,3.0,61_26_51,0.0,,0.0,,6.0,4_7_21_40_44_73,1.0,62,premiership,pool stage,LONDON IRISH_HARLEQUINS_2023-01-29,42,24,18,944,924,29,27,28,27
2023-02-04,TOULOUSE,BAYONNE,2.0,63_36,1.0,38,3.0,55_72_5,3.0,20_47_60,1.0,64,1.0,40,top-14,pool stage,TOULOUSE_BAYONNE_2023-02-04,21,16,5,962,916,28,24,29,28
2023-02-04,CLERMONT,CASTRES,4.0,51_67_79_39,2.0,11_53,2.0,7_47,4.0,23_28_37_59,4.0,40_52_68_80,2.0,12_54,top-14,pool stage,CLERMONT_CASTRES_2023-02-04,41,26,15,907,922,28,26,27,28
2023-02-04,LA ROCHELLE,LYON,1.0,55,3.0,2_66_30,3.0,15_25_61,1.0,9,1.0,56,1.0,3,top-14,pool stage,LA ROCHELLE_LYON_2023-02-04,16,20,-4,926,905,28,27,26,27
2023-02-04,BRIVE,PERPIGNAN,1.0,12,2.0,15_74,3.0,44_49_54,1.0,20,1.0,13,2.0,16_76,top-14,pool stage,BRIVE_PERPIGNAN_2023-02-04,22,24,-2,937,903,29,25,31,27
2023-02-04,MONTPELLIER,TOULON,2.0,33_47,2.0,60_37,2.0,18_64,2.0,10_69,1.0,48,2.0,38_61,top-14,pool stage,MONTPELLIER_TOULON_2023-02-04,18,20,-2,947,939,28,27,30,26
2023-02-04,PAU,RACING 92,6.0,10_60_32_13_56_74,3.0,4_38_62,0.0,,0.0,,4.0,11_14_57_61,2.0,39_63,top-14,pool stage,PAU_RACING 92_2023-02-04,38,19,19,894,903,27,25,27,26
2023-02-04,SHARKS,STORMERS,3.0,38_69_62,6.0,31_17_1_57_41_48,0.0,,2.0,25_74,2.0,39_63,5.0,18_33_42_49_2,urc,pool stage,SHARKS_STORMERS_2023-02-04,19,46,-27,906,898,26,26,29,26
2023-02-05,PARIS,BORDEAUX,0.0,,0.0,,4.0,38_50_61_76,2.0,6_34,0.0,,0.0,,top-14,pool stage,PARIS_BORDEAUX_2023-02-05,12,6,6,929,961,29,26,28,26
2023-02-17,GLOUCESTER,HARLEQUINS,3.0,4_71_16,4.0,10_50_60_80,0.0,,0.0,,4.0,5_17_72_76,3.0,12_61_80,premiership,pool stage,GLOUCESTER_HARLEQUINS_2023-02-17,28,26,2,917,892,29,26,28,26
2023-02-17,BRISTOL,NEWCASTLE,4.0,20_81_8_41,2.0,57_14,2.0,41_68,0.0,,2.0,20_42,1.0,16,premiership,pool stage,BRISTOL_NEWCASTLE_2023-02-17,30,12,18,915,960,29,26,29,28
2023-02-17,GLASGOW,ULSTER,3.0,17_64_74,1.0,29,0.0,,2.0,41_83,0.0,,0.0,,urc,pool stage,GLASGOW_ULSTER_2023-02-17,17,11,6,937,907,27,26,27,27
2023-02-17,MUNSTER,OSPREYS,9.0,14_52_79_40_36_62_18_29_68,0.0,,1.0,12,1.0,3,5.0,15_37_53_68_79,0.0,,urc,pool stage,MUNSTER_OSPREYS_2023-02-17,58,3,55,902,902,26,26,29,25
2023-02-18,BAYONNE,PARIS,2.0,14_42,3.0,77_5_54,5.0,12_25_33_70_80,3.0,60_18_40,2.0,15_43,1.0,6,top-14,pool stage,BAYONNE_PARIS_2023-02-18,29,26,3,926,909,29,27,27,26
2023-02-18,PERPIGNAN,PAU,6.0,19_36_80_9_45_58,4.0,42_12_65_69,3.0,5_26_29,1.0,3,5.0,60_80_10_37_46,3.0,13_43_66,top-14,pool stage,PERPIGNAN_PAU_2023-02-18,49,29,20,932,892,29,27,27,27
2023-02-18,RACING 92,BRIVE,4.0,49_25_16_58,3.0,42_7_36,2.0,5_32,1.0,12,4.0,17_26_50_59,3.0,8_38_43,top-14,pool stage,RACING 92_BRIVE_2023-02-18,34,24,10,889,954,26,27,28,26
2023-02-18,LYON,MONTPELLIER,4.0,49_10_4_73,2.0,25_80,1.0,22,3.0,9_37_43,4.0,5_11_50_74,1.0,80,top-14,pool stage,LYON_MONTPELLIER_2023-02-18,31,21,10,906,938,25,29,27,27
2023-02-18,CASTRES,LA ROCHELLE,1.0,10,2.0,78_28,1.0,44,6.0,3_13_18_23_49_53,2.0,11_62,2.0,29_79,top-14,pool stage,CASTRES_LA ROCHELLE_2023-02-18,17,32,-15,921,945,26,28,30,27
2023-02-18,TOULON,TOULOUSE,2.0,16_78,0.0,,1.0,8,2.0,11_64,2.0,17_79,0.0,,top-14,pool stage,TOULON_TOULOUSE_2023-02-18,17,6,11,938,949,29,27,27,24
2023-02-18,BATH,LONDON IRISH,1.0,21,3.0,23_58_40,1.0,28,2.0,53_68,1.0,21,2.0,25_59,premiership,pool stage,BATH_LONDON IRISH_2023-02-18,10,25,-15,923,925,29,29,30,26
2023-02-18,CARDIFF,BENETTON,4.0,49_1_6_81,2.0,34_3,2.0,13_28,1.0,40,2.0,50_83,0.0,,urc,pool stage,CARDIFF_BENETTON_2023-02-18,30,13,17,949,904,30,28,26,26
2023-02-18,NORTHAMPTON,SALE,5.0,23_76_56_48_73,5.0,40_17_21_8_61,0.0,,1.0,44,3.0,24_49_73,3.0,18_22_63,premiership,pool stage,NORTHAMPTON_SALE_2023-02-18,38,34,4,924,916,26,26,26,26
2023-02-18,LIONS,SHARKS,1.0,33,4.0,72_26_48_66,0.0,,1.0,58,1.0,34,3.0,27_49_73,urc,pool stage,LIONS_SHARKS_2023-02-18,7,29,-22,953,906,28,25,27,26
2023-02-18,LEINSTER,DRAGONS,6.0,35_25_3_41_46_79,2.0,32_63,0.0,,0.0,,4.0,4_26_42_73,2.0,33_64,urc,pool stage,LEINSTER_DRAGONS_2023-02-18,43,14,29,916,891,26,25,26,27
2023-02-18,ZEBRE,CONNACHT,4.0,54_33_60_44,8.0,5_23_26_37_42_30_80_76,2.0,8_13,0.0,,4.0,34_46_56_61,6.0,6_28_38_43_73_77,urc,pool stage,ZEBRE_CONNACHT_2023-02-18,34,57,-23,903,872,26,25,26,26
2023-02-18,SCARLETS,EDINBURGH,5.0,11_49_5_46_31,2.0,59_20,0.0,,0.0,,6.0,6_13_32_47_49_76,2.0,21_60,urc,pool stage,SCARLETS_EDINBURGH_2023-02-18,42,14,28,913,924,27,25,28,26
2023-02-18,BULLS,STORMERS,1.0,64,2.0,27_51,4.0,6_11_15_24,2.0,13_38,1.0,65,2.0,28_53,urc,pool stage,BULLS_STORMERS_2023-02-18,19,23,-4,910,893,26,27,30,27
2023-02-19,LEICESTER,SARACENS,3.0,11_4_26,2.0,42_48,1.0,36,2.0,16_46,3.0,5_12_28,1.0,42,premiership,pool stage,LEICESTER_SARACENS_2023-02-19,24,18,6,947,941,26,29,26,27
2023-02-19,BORDEAUX,CLERMONT,0.0,,0.0,,6.0,4_10_16_48_50_58,3.0,25_29_55,0.0,,0.0,,top-14,pool stage,BORDEAUX_CLERMONT_2023-02-19,18,9,9,942,898,30,26,27,27
2023-02-24,BATH,BRISTOL,1.0,32,2.0,17_41,2.0,37_53,1.0,65,1.0,33,1.0,19,premiership,pool stage,BATH_BRISTOL_2023-02-24,13,15,-2,935,910,29,28,29,28
2023-02-25,TOULOUSE,PAU,4.0,70_48_15_50,1.0,56,2.0,26_68,1.0,29,4.0,16_49_51_71,1.0,57,top-14,pool stage,TOULOUSE_PAU_2023-02-25,34,10,24,946,881,25,25,27,26
2023-02-25,LA ROCHELLE,BRIVE,4.0,60_67_78_9,0.0,,2.0,18_23,3.0,35_38_50,3.0,61_68_79,1.0,71,top-14,pool stage,LA ROCHELLE_BRIVE_2023-02-25,32,16,16,963,942,29,26,28,25
2023-02-25,LIONS,GLASGOW,5.0,52_24_21_36_30,4.0,56_7_38_61,2.0,40_75,0.0,,2.0,22_25,2.0,8_39,urc,pool stage,LIONS_GLASGOW_2023-02-25,35,24,11,939,939,26,25,26,26
2023-02-25,SHARKS,ULSTER,4.0,50_1_29_67,4.0,56_43_24_32,0.0,,1.0,18,2.0,30_51,4.0,25_33_43_58,urc,pool stage,SHARKS_ULSTER_2023-02-25,24,31,-7,890,911,26,27,30,26
2023-02-25,SARACENS,NEWCASTLE,5.0,1_38_30_14_22,2.0,10_70,0.0,,3.0,5_25_82,2.0,31_39,2.0,11_71,premiership,pool stage,SARACENS_NEWCASTLE_2023-02-25,29,23,6,922,955,26,27,30,28
