Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home JIFF players  ( read JIFF study in Top 14 ),Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away JIFF players  ( read JIFF study in Top 14 ),Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
,,,,,,,Vannes,,,,,,,,Bordeaux," Date :  Saturday, November 23, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Toulon,,,,,,,,Bayonne," Date :  Saturday, November 23, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Montpellier,,,,,,,,Pau," Date :  Saturday, November 23, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Lyon,,,,,,,,Clermont," Date :  Saturday, November 23, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Castres,,,,,,,,La Rochelle," Date :  Saturday, November 23, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Perpignan,,,,,,,,Toulon," Date :  Saturday, November 30, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Bordeaux,,,,,,,,Montpellier," Date :  Saturday, November 30, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,La Rochelle,,,,,,,,Vannes," Date :  Saturday, November 30, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Pau,,,,,,,,Lyon," Date :  Saturday, November 30, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Racing 92,,,,,,,,Toulouse," Date :  Saturday, November 30, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Bayonne,,,,,,,,Paris," Date :  Saturday, November 30, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Clermont,,,,,,,,Castres," Date :  Saturday, November 30, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,La Rochelle,,,,,,,,Clermont," Date :  Saturday, December 21, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Paris,,,,,,,,Perpignan," Date :  Saturday, December 21, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Vannes,,,,,,,,Bayonne," Date :  Saturday, December 21, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Toulon,,,,,,,,Pau," Date :  Saturday, December 21, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Montpellier,,,,,,,,Racing 92," Date :  Saturday, December 21, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Lyon,,,,,,,,Toulouse," Date :  Saturday, December 21, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Castres,,,,,,,,Bordeaux," Date :  Saturday, December 21, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Perpignan,,,,,,,,La Rochelle," Date :  Saturday, December 28, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Bordeaux,,,,,,,,Toulon," Date :  Saturday, December 28, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Toulouse,,,,,,,,Paris," Date :  Saturday, December 28, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Pau,,,,,,,,Vannes," Date :  Saturday, December 28, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Racing 92,,,,,,,,Lyon," Date :  Saturday, December 28, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Bayonne,,,,,,,,Castres," Date :  Saturday, December 28, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Clermont,,,,,,,,Montpellier," Date :  Saturday, December 28, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,La Rochelle,,,,,,,,Toulouse," Date :  Saturday, January 4, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Paris,,,,,,,,Bordeaux," Date :  Saturday, January 4, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Vannes,,,,,,,,Clermont," Date :  Saturday, January 4, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Toulon,,,,,,,,Racing 92," Date :  Saturday, January 4, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Montpellier,,,,,,,,Bayonne," Date :  Saturday, January 4, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Lyon,,,,,,,,Perpignan," Date :  Saturday, January 4, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Castres,,,,,,,,Pau," Date :  Saturday, January 4, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Perpignan,,,,,,,,Bayonne," Date :  Saturday, January 25, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Bordeaux,,,,,,,,Lyon," Date :  Saturday, January 25, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Toulouse,,,,,,,,Montpellier," Date :  Saturday, January 25, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Pau,,,,,,,,Clermont," Date :  Saturday, January 25, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Vannes,,,,,,,,Paris," Date :  Saturday, January 25, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Toulon,,,,,,,,La Rochelle," Date :  Saturday, January 25, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Racing 92,,,,,,,,Castres," Date :  Saturday, January 25, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Perpignan,,,,,,,,Castres," Date :  Saturday, February 15, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Paris,,,,,,,,Pau," Date :  Saturday, February 15, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Racing 92,,,,,,,,Vannes," Date :  Saturday, February 15, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Montpellier,,,,,,,,Toulon," Date :  Saturday, February 15, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Lyon,,,,,,,,La Rochelle," Date :  Saturday, February 15, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Bayonne,,,,,,,,Bordeaux," Date :  Saturday, February 15, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Clermont,,,,,,,,Toulouse," Date :  Saturday, February 15, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Bordeaux,,,,,,,,Clermont," Date :  Saturday, February 22, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Toulouse,,,,,,,,Bayonne," Date :  Saturday, February 22, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,La Rochelle,,,,,,,,Racing 92," Date :  Saturday, February 22, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Pau,,,,,,,,Perpignan," Date :  Saturday, February 22, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Vannes,,,,,,,,Montpellier," Date :  Saturday, February 22, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Toulon,,,,,,,,Paris," Date :  Saturday, February 22, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Castres,,,,,,,,Lyon," Date :  Saturday, February 22, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Perpignan,,,,,,,,Bordeaux," Date :  Saturday, March 1, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Toulouse,,,,,,,,Vannes," Date :  Saturday, March 1, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Paris,,,,,,,,La Rochelle," Date :  Saturday, March 1, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Racing 92,,,,,,,,Pau," Date :  Saturday, March 1, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Montpellier,,,,,,,,Castres," Date :  Saturday, March 1, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Lyon,,,,,,,,Toulon," Date :  Saturday, March 1, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Bayonne,,,,,,,,Clermont," Date :  Saturday, March 1, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Bordeaux,,,,,,,,Toulouse," Date :  Saturday, March 22, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,La Rochelle,,,,,,,,Castres," Date :  Saturday, March 22, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Paris,,,,,,,,Bayonne," Date :  Saturday, March 22, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Pau,,,,,,,,Montpellier," Date :  Saturday, March 22, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Toulon,,,,,,,,Perpignan," Date :  Saturday, March 22, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Lyon,,,,,,,,Vannes," Date :  Saturday, March 22, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Clermont,,,,,,,,Racing 92," Date :  Saturday, March 22, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Toulouse,,,,,,,,Pau," Date :  Saturday, March 29, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Vannes,,,,,,,,Perpignan," Date :  Saturday, March 29, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Racing 92,,,,,,,,Bordeaux," Date :  Saturday, March 29, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Montpellier,,,,,,,,Paris," Date :  Saturday, March 29, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Castres,,,,,,,,Toulon," Date :  Saturday, March 29, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Bayonne,,,,,,,,Lyon," Date :  Saturday, March 29, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Clermont,,,,,,,,La Rochelle," Date :  Saturday, March 29, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Perpignan,,,,,,,,Racing 92," Date :  Saturday, April 19, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,La Rochelle,,,,,,,,Bayonne," Date :  Saturday, April 19, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Paris,,,,,,,,Toulouse," Date :  Saturday, April 19, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Pau,,,,,,,,Bordeaux," Date :  Saturday, April 19, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Toulon,,,,,,,,Clermont," Date :  Saturday, April 19, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Lyon,,,,,,,,Montpellier," Date :  Saturday, April 19, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Castres,,,,,,,,Vannes," Date :  Saturday, April 19, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Bordeaux,,,,,,,,La Rochelle," Date :  Saturday, April 26, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Toulouse,,,,,,,,Castres," Date :  Saturday, April 26, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Vannes,,,,,,,,Toulon," Date :  Saturday, April 26, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Racing 92,,,,,,,,Paris," Date :  Saturday, April 26, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Montpellier,,,,,,,,Perpignan," Date :  Saturday, April 26, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Bayonne,,,,,,,,Pau," Date :  Saturday, April 26, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Clermont,,,,,,,,Lyon," Date :  Saturday, April 26, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Perpignan,,,,,,,,Paris," Date :  Saturday, May 10, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Vannes,,,,,,,,La Rochelle," Date :  Saturday, May 10, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Toulon,,,,,,,,Toulouse," Date :  Saturday, May 10, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Racing 92,,,,,,,,Bayonne," Date :  Saturday, May 10, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Montpellier,,,,,,,,Bordeaux," Date :  Saturday, May 10, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Lyon,,,,,,,,Pau," Date :  Saturday, May 10, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Castres,,,,,,,,Clermont," Date :  Saturday, May 10, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Bordeaux,,,,,,,,Castres," Date :  Saturday, May 17, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Toulouse,,,,,,,,Racing 92," Date :  Saturday, May 17, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,La Rochelle,,,,,,,,Montpellier," Date :  Saturday, May 17, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Paris,,,,,,,,Lyon," Date :  Saturday, May 17, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Pau,,,,,,,,Toulon," Date :  Saturday, May 17, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Bayonne,,,,,,,,Vannes," Date :  Saturday, May 17, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Clermont,,,,,,,,Perpignan," Date :  Saturday, May 17, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Toulouse,,,,,,,,Lyon," Date :  Saturday, May 31, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,La Rochelle,,,,,,,,Perpignan," Date :  Saturday, May 31, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Vannes,,,,,,,,Pau," Date :  Saturday, May 31, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Toulon,,,,,,,,Bordeaux," Date :  Saturday, May 31, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Racing 92,,,,,,,,Montpellier," Date :  Saturday, May 31, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Castres,,,,,,,,Bayonne," Date :  Saturday, May 31, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Clermont,,,,,,,,Paris," Date :  Saturday, May 31, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Bordeaux,,,,,,,,Vannes," Date :  Saturday, June 7, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Paris,,,,,,,,Castres," Date :  Saturday, June 7, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Pau,,,,,,,,La Rochelle," Date :  Saturday, June 7, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Montpellier,,,,,,,,Clermont," Date :  Saturday, June 7, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Lyon,,,,,,,,Racing 92," Date :  Saturday, June 7, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Bayonne,,,,,,,,Toulon," Date :  Saturday, June 7, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Perpignan,,,,,,,,Toulouse," Date :  Saturday, June 7, 2025 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
