Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
899 kg (112.38 kg),29 ans,24 ans,196 cm,England : 73% (11/15) Ireland : 7% (1/15) Russia : 7% (1/15) Fiji : 7% (1/15) Wales : 7% (1/15),England : 74% (17/23) Wales : 13% (3/23) Ireland : 4% (1/23) Russia : 4% (1/23) Fiji : 4% (1/23),Gloucester,930 kg (116.25 kg),26 ans,27 ans,201 cm,England : 67% (10/15) New Zealand : 20% (3/15) Scotland : 7% (1/15) Wales : 7% (1/15),England : 70% (16/23) New Zealand : 13% (3/23) Scotland : 4% (1/23) Wales : 4% (1/23) Fiji : 4% (1/23) South Africa : 4% (1/23),Saracens," Date :  Friday, October 27, 2023 Kick Off : 20:45 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",0,,3,24_49_28,1,5,1,65,0,,3,26_29_50,3 - 24
892 kg (111.50 kg),28 ans,27 ans,200 cm,England : 67% (10/15) Wales : 13% (2/15) Scotland : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),England : 70% (16/23) Wales : 9% (2/23) Scotland : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23) New Zealand : 4% (1/23) Ireland : 4% (1/23),Bristol,903 kg (112.88 kg),26 ans,25 ans,198 cm,England : 80% (12/15) Wales : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 74% (17/23) South Africa : 13% (3/23) Wales : 9% (2/23) Australia : 4% (1/23),Harlequins," Date :  Saturday, October 28, 2023 Kick Off : 15:30 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,47_34,2,20_43,3,24_28_61,3,7_15_77,1,48,2,21_44,21 - 23
935 kg (116.88 kg),25 ans,25 ans,197 cm,England : 53% (8/15) New Zealand : 20% (3/15) Georgia : 7% (1/15) Fiji : 7% (1/15) South Africa : 7% (1/15) Wales : 7% (1/15),England : 48% (11/23) New Zealand : 13% (3/23) Wales : 13% (3/23) Georgia : 4% (1/23) Fiji : 4% (1/23) South Africa : 4% (1/23) Australia : 4% (1/23) Congo : 4% (1/23) Ireland : 4% (1/23),Exeter,803 kg (114.71 kg),27 ans,26 ans,201 cm,England : 60% (9/15) South Africa : 33% (5/15) Scotland : 7% (1/15),England : 74% (17/23) South Africa : 22% (5/23) Scotland : 4% (1/23),Sale," Date :  Saturday, October 28, 2023 Kick Off : 16:00 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,17_36_1_38_69,0,,1,8,0,,4,3_18_40_71,0,,43 - 0
935 kg (116.88 kg),28 ans,28 ans,201 cm,England : 67% (10/15) Scotland : 13% (2/15) South Africa : 7% (1/15) Australia : 7% (1/15) Fiji : 7% (1/15),England : 52% (12/23) South Africa : 26% (6/23) Scotland : 9% (2/23) Australia : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23),Bath,935 kg (116.88 kg),28 ans,27 ans,201 cm,England : 67% (10/15) Ireland : 13% (2/15) Scotland : 7% (1/15) South Africa : 7% (1/15) Wales : 7% (1/15),England : 57% (13/23) Australia : 13% (3/23) Ireland : 9% (2/23) South Africa : 9% (2/23) Scotland : 4% (1/23) Wales : 4% (1/23) Fiji : 4% (1/23),Leicester," Date :  Saturday, October 28, 2023 Kick Off : 16:05 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,54_14,1,66,4,37_48_71_78,6,3_23_34_46_75_81,1,55,1,67,24 - 25
913 kg (114.13 kg),28 ans,26 ans,203 cm,England : 80% (12/15) South Africa : 13% (2/15) Wales : 7% (1/15),England : 65% (15/23) South Africa : 9% (2/23) Ireland : 9% (2/23) Scotland : 9% (2/23) Wales : 4% (1/23) Argentina : 4% (1/23),Newcastle,921 kg (115.13 kg),26 ans,26 ans,207 cm,England : 93% (14/15) Australia : 7% (1/15),England : 96% (22/23) Australia : 4% (1/23),Northampton," Date :  Sunday, October 29, 2023 Kick Off : 16:00 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,75,1,53,3,11_27_59,3,16_38_63,0,,1,54,14 - 16
910 kg (113.75 kg),28 ans,26 ans,201 cm,England : 47% (7/15) South Africa : 33% (5/15) Scotland : 13% (2/15) Argentina : 7% (1/15),England : 65% (15/23) South Africa : 22% (5/23) Scotland : 9% (2/23) Argentina : 4% (1/23),Sale,909 kg (113.63 kg),26 ans,26 ans,201 cm,England : 87% (13/15) Russia : 7% (1/15) Fiji : 7% (1/15),England : 78% (18/23) Wales : 9% (2/23) Russia : 4% (1/23) Fiji : 4% (1/23) Argentina : 4% (1/23),Gloucester," Date :  Friday, November 3, 2023 Kick Off : 20:45 Venue : Salford City Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,69_15_33_51,1,76,0,,1,12,2,35_70,1,77,24 - 10
922 kg (115.25 kg),26 ans,24 ans,198 cm,England : 80% (12/15) Wales : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 78% (18/23) Wales : 13% (3/23) Australia : 4% (1/23) South Africa : 4% (1/23),Harlequins,902 kg (112.75 kg),27 ans,26 ans,203 cm,England : 47% (7/15) Argentina : 27% (4/15) Ireland : 13% (2/15) Scotland : 7% (1/15) Wales : 7% (1/15),England : 57% (13/23) Argentina : 22% (5/23) Ireland : 13% (3/23) Scotland : 4% (1/23) Wales : 4% (1/23),Newcastle," Date :  Saturday, November 4, 2023 Kick Off : 16:00 Venue : Twickenham Stoop Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,15_25_48_52_74_36,1,78,0,,0,,5,17_25_37_49_75,0,,40 - 12
926 kg (115.75 kg),27 ans,25 ans,207 cm,England : 93% (14/15) Australia : 7% (1/15),England : 96% (22/23) Australia : 4% (1/23),Northampton,938 kg (117.25 kg),29 ans,26 ans,201 cm,England : 60% (9/15) South Africa : 20% (3/15) Ireland : 7% (1/15) Australia : 7% (1/15) Scotland : 7% (1/15),England : 65% (15/23) South Africa : 17% (4/23) Ireland : 4% (1/23) Australia : 4% (1/23) Scotland : 4% (1/23) Wales : 4% (1/23),Bath," Date :  Saturday, November 4, 2023 Kick Off : 16:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,32_16_42,2,26_38,1,1,2,6_69,3,17_33_43,1,26,24 - 18
936 kg (117.00 kg),28 ans,28 ans,201 cm,England : 67% (10/15) New Zealand : 13% (2/15) Italy : 7% (1/15) Australia : 7% (1/15) Wales : 7% (1/15),England : 65% (15/23) New Zealand : 9% (2/23) Italy : 4% (1/23) Australia : 4% (1/23) Wales : 4% (1/23) Fiji : 4% (1/23) Scotland : 4% (1/23) South Africa : 4% (1/23),Saracens,929 kg (116.13 kg),28 ans,28 ans,201 cm,England : 53% (8/15) Ireland : 13% (2/15) Wales : 13% (2/15) Scotland : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 52% (12/23) Australia : 13% (3/23) Ireland : 9% (2/23) South Africa : 9% (2/23) Wales : 9% (2/23) Scotland : 4% (1/23) Tonga : 4% (1/23),Leicester," Date :  Saturday, November 4, 2023 Kick Off : 16:05 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,53_15_26_43,2,55_68,2,63_72,1,8,3,16_27_43,2,69_56,32 - 17
929 kg (116.13 kg),26 ans,25 ans,197 cm,England : 53% (8/15) New Zealand : 13% (2/15) South Africa : 13% (2/15) Australia : 7% (1/15) Fiji : 7% (1/15) Wales : 7% (1/15),England : 43% (10/23) New Zealand : 13% (3/23) South Africa : 13% (3/23) Wales : 13% (3/23) Australia : 4% (1/23) Fiji : 4% (1/23) Georgia : 4% (1/23) Ireland : 4% (1/23),Exeter,925 kg (115.63 kg),25 ans,28 ans,200 cm,England : 67% (10/15) Scotland : 7% (1/15) Ireland : 7% (1/15) Wales : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),England : 74% (17/23) Wales : 9% (2/23) Scotland : 4% (1/23) Ireland : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23),Bristol," Date :  Sunday, November 5, 2023 Kick Off : 16:00 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,25_2_41_67,3,9_18_44,1,75,1,6,3,3_26_42,1,46,29 - 20
910 kg (113.75 kg),29 ans,27 ans,198 cm,England : 60% (9/15) Argentina : 20% (3/15) Ireland : 7% (1/15) Fiji : 7% (1/15) Wales : 7% (1/15),England : 57% (13/23) Argentina : 17% (4/23) Wales : 13% (3/23) Ireland : 4% (1/23) Fiji : 4% (1/23) Russia : 4% (1/23),Gloucester,916 kg (114.50 kg),27 ans,27 ans,198 cm,England : 80% (12/15) Australia : 7% (1/15) Scotland : 7% (1/15) Fiji : 7% (1/15),England : 70% (16/23) South Africa : 13% (3/23) Australia : 4% (1/23) Scotland : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23),Bath," Date :  Friday, November 10, 2023 Kick Off : 20:45 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,68_18_27,5,60_49_23_80_53,2,7_35,1,10,3,19_69_28,5,24_51_54_61_82,27 - 45
901 kg (112.63 kg),28 ans,27 ans,200 cm,England : 73% (11/15) Scotland : 7% (1/15) Wales : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),England : 74% (17/23) Wales : 9% (2/23) Scotland : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23),Bristol,916 kg (114.50 kg),29 ans,26 ans,201 cm,England : 47% (7/15) South Africa : 33% (5/15) Scotland : 13% (2/15) Argentina : 7% (1/15),England : 65% (15/23) South Africa : 22% (5/23) Scotland : 9% (2/23) Argentina : 4% (1/23),Sale," Date :  Saturday, November 11, 2023 Kick Off : 15:30 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,9,4,23_49_45_58,2,42_53,0,,1,10,2,46_59,13 - 27
953 kg (119.13 kg),29 ans,28 ans,201 cm,England : 53% (8/15) South Africa : 27% (4/15) Scotland : 7% (1/15) Tonga : 7% (1/15) Ireland : 7% (1/15),England : 57% (13/23) South Africa : 17% (4/23) Scotland : 9% (2/23) Ireland : 9% (2/23) Tonga : 4% (1/23) Australia : 4% (1/23),Leicester,920 kg (115.00 kg),27 ans,26 ans,198 cm,England : 87% (13/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 74% (17/23) South Africa : 13% (3/23) Wales : 9% (2/23) Australia : 4% (1/23),Harlequins," Date :  Saturday, November 11, 2023 Kick Off : 16:05 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,19_32_46,5,15_69_3_52_40,2,7_65,0,,2,33_47,2,17_53,25 - 29
932 kg (116.50 kg),28 ans,25 ans,202 cm,England : 93% (14/15) Australia : 7% (1/15),England : 91% (21/23) Australia : 4% (1/23) Fiji : 4% (1/23),Northampton,922 kg (115.25 kg),25 ans,25 ans,201 cm,England : 47% (7/15) Wales : 20% (3/15) New Zealand : 13% (2/15) South Africa : 13% (2/15) Georgia : 7% (1/15),England : 43% (10/23) New Zealand : 13% (3/23) Wales : 13% (3/23) South Africa : 13% (3/23) Georgia : 4% (1/23) Australia : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23),Exeter," Date :  Sunday, November 12, 2023 Kick Off : 16:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,20_52_71_2,3,77_32_63,2,17_51,0,,4,3_22_53_72,2,64_78,34 - 19
924 kg (115.50 kg),27 ans,27 ans,203 cm,England : 60% (9/15) Argentina : 20% (3/15) South Africa : 7% (1/15) Wales : 7% (1/15) Ireland : 7% (1/15),England : 57% (13/23) Argentina : 13% (3/23) South Africa : 9% (2/23) Ireland : 9% (2/23) Scotland : 9% (2/23) Wales : 4% (1/23),Newcastle,902 kg (112.75 kg),24 ans,28 ans,196 cm,England : 73% (11/15) Fiji : 7% (1/15) Argentina : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),England : 70% (16/23) Argentina : 9% (2/23) New Zealand : 9% (2/23) Fiji : 4% (1/23) South Africa : 4% (1/23) Australia : 4% (1/23),Saracens," Date :  Sunday, November 12, 2023 Kick Off : 16:00 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,4_53,7,12_39_72_58_33_25_80,0,,1,43,1,5,6,73_81_13_26_34_40,12 - 50
903 kg (112.88 kg),27 ans,24 ans,201 cm,England : 53% (8/15) South Africa : 27% (4/15) Scotland : 13% (2/15) Argentina : 7% (1/15),England : 70% (16/23) South Africa : 17% (4/23) Scotland : 9% (2/23) Argentina : 4% (1/23),Sale,922 kg (115.25 kg),26 ans,25 ans,203 cm,England : 60% (9/15) Scotland : 20% (3/15) Ireland : 13% (2/15) Wales : 7% (1/15),England : 74% (17/23) Scotland : 13% (3/23) Ireland : 9% (2/23) Wales : 4% (1/23),Newcastle," Date :  Friday, November 17, 2023 Kick Off : 20:45 Venue : Salford City Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,28_31_10_36_76_79,4,50_21_53_2,0,,0,,5,29_32_38_77_80,1,54,40 - 22
909 kg (113.63 kg),28 ans,28 ans,198 cm,England : 67% (10/15) Scotland : 13% (2/15) Australia : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),England : 57% (13/23) South Africa : 22% (5/23) Scotland : 9% (2/23) Australia : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23),Bath,904 kg (113.00 kg),28 ans,28 ans,200 cm,England : 73% (11/15) Scotland : 7% (1/15) Wales : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),England : 70% (16/23) Wales : 9% (2/23) Scotland : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23) New Zealand : 4% (1/23) Ireland : 4% (1/23),Bristol," Date :  Friday, November 17, 2023 Kick Off : 20:45 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,17_15,2,5_50,2,10_69,0,,2,16_18,2,6_51,20 - 19
943 kg (117.88 kg),27 ans,29 ans,201 cm,England : 53% (8/15) South Africa : 20% (3/15) Ireland : 7% (1/15) Scotland : 7% (1/15) Wales : 7% (1/15) Tonga : 7% (1/15),England : 57% (13/23) South Africa : 17% (4/23) Scotland : 9% (2/23) Ireland : 4% (1/23) Wales : 4% (1/23) Tonga : 4% (1/23) Australia : 4% (1/23),Leicester,939 kg (117.38 kg),27 ans,25 ans,207 cm,England : 93% (14/15) Australia : 7% (1/15),England : 91% (21/23) Australia : 4% (1/23) Fiji : 4% (1/23),Northampton," Date :  Saturday, November 18, 2023 Kick Off : 16:05 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,72_56,2,59_83,4,2_23_25_47,1,18,2,56_73,2,60_83,26 - 17
920 kg (115.00 kg),28 ans,25 ans,198 cm,England : 80% (12/15) South Africa : 13% (2/15) Australia : 7% (1/15),England : 78% (18/23) South Africa : 9% (2/23) Wales : 9% (2/23) Australia : 4% (1/23),Harlequins,939 kg (117.38 kg),28 ans,27 ans,196 cm,England : 67% (10/15) New Zealand : 7% (1/15) Italy : 7% (1/15) Argentina : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 70% (16/23) New Zealand : 4% (1/23) Italy : 4% (1/23) Argentina : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23) Wales : 4% (1/23),Saracens," Date :  Saturday, November 18, 2023 Kick Off : 18:30 Venue : Twickenham Stoop Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,73,6,33_19_42_60_69_29,1,16,0,,1,74,4,20_34_61_71,10 - 38
949 kg (118.63 kg),27 ans,25 ans,201 cm,England : 47% (7/15) Wales : 20% (3/15) South Africa : 13% (2/15) Australia : 7% (1/15) Fiji : 7% (1/15) New Zealand : 7% (1/15),England : 52% (12/23) Wales : 13% (3/23) South Africa : 13% (3/23) New Zealand : 9% (2/23) Australia : 4% (1/23) Fiji : 4% (1/23) Georgia : 4% (1/23),Exeter,910 kg (113.75 kg),29 ans,27 ans,198 cm,England : 60% (9/15) Argentina : 20% (3/15) Ireland : 7% (1/15) Fiji : 7% (1/15) Wales : 7% (1/15),England : 61% (14/23) Argentina : 17% (4/23) Wales : 9% (2/23) Ireland : 4% (1/23) Fiji : 4% (1/23) Russia : 4% (1/23),Gloucester," Date :  Sunday, November 19, 2023 Kick Off : 16:00 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,9_33_76,4,29_56_70_66,2,61_80,0,,2,10_77,2,30_67,25 - 24
931 kg (116.38 kg),28 ans,26 ans,207 cm,England : 87% (13/15) Fiji : 7% (1/15) Australia : 7% (1/15),England : 83% (19/23) Australia : 13% (3/23) Fiji : 4% (1/23),Northampton,916 kg (114.50 kg),26 ans,26 ans,200 cm,England : 67% (10/15) South Africa : 20% (3/15) Wales : 7% (1/15) Australia : 7% (1/15),England : 65% (15/23) South Africa : 13% (3/23) Wales : 9% (2/23) Australia : 4% (1/23) Argentina : 4% (1/23) Zimbabwe : 4% (1/23),Harlequins," Date :  Friday, November 24, 2023 Kick Off : 20:45 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,61_30_40_8_72,5,27_45_68_4_79,1,41,0,,4,9_31_41_62,4,28_46_69_79,36 - 33
