Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
915 kg (114.38 kg),27 ans,27 ans,201 cm,England : 53% (8/15) South Africa : 33% (5/15) Scotland : 13% (2/15),England : 65% (15/23) South Africa : 22% (5/23) Scotland : 9% (2/23) Argentina : 4% (1/23),Sale,934 kg (116.75 kg),30 ans,27 ans,201 cm,England : 47% (7/15) South Africa : 40% (6/15) Ireland : 7% (1/15) Scotland : 7% (1/15),England : 48% (11/23) South Africa : 30% (7/23) Scotland : 9% (2/23) Australia : 9% (2/23) Ireland : 4% (1/23),Bath," Date :  Friday, November 24, 2023 Kick Off : 20:45 Venue : Salford City Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,24,0,,2,48_73,3,4_21_38,0,,0,,11 - 9
901 kg (112.63 kg),28 ans,26 ans,198 cm,England : 67% (10/15) Argentina : 20% (3/15) Ireland : 7% (1/15) Wales : 7% (1/15),England : 74% (17/23) Argentina : 17% (4/23) Ireland : 4% (1/23) Wales : 4% (1/23),Gloucester,930 kg (116.25 kg),27 ans,28 ans,201 cm,England : 40% (6/15) South Africa : 20% (3/15) Ireland : 13% (2/15) Scotland : 13% (2/15) Argentina : 7% (1/15) Wales : 7% (1/15),England : 57% (13/23) South Africa : 13% (3/23) Ireland : 9% (2/23) Scotland : 9% (2/23) Argentina : 4% (1/23) Wales : 4% (1/23) Tonga : 4% (1/23),Leicester," Date :  Saturday, November 25, 2023 Kick Off : 15:30 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,49_66,3,54_39_60,2,16_28,4,2_31_35_71,2,50_67,3,55_61_83,20 - 38
950 kg (118.75 kg),28 ans,28 ans,196 cm,England : 80% (12/15) New Zealand : 7% (1/15) Australia : 7% (1/15) Wales : 7% (1/15),England : 70% (16/23) New Zealand : 9% (2/23) Australia : 4% (1/23) Wales : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23) Samoa : 4% (1/23),Saracens,885 kg (110.63 kg),27 ans,27 ans,200 cm,England : 67% (10/15) Wales : 13% (2/15) New Zealand : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),England : 70% (16/23) Wales : 9% (2/23) Fiji : 9% (2/23) New Zealand : 4% (1/23) South Africa : 4% (1/23) Ireland : 4% (1/23),Bristol," Date :  Saturday, November 25, 2023 Kick Off : 16:00 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",7,53_77_68_27_7_11_45,4,34_39_19_70,0,,1,49,2,45_55,4,20_35_40_71,39 - 31
918 kg (114.75 kg),25 ans,27 ans,203 cm,England : 67% (10/15) Argentina : 20% (3/15) Scotland : 13% (2/15),England : 57% (13/23) Argentina : 13% (3/23) Scotland : 13% (3/23) Ireland : 9% (2/23) South Africa : 4% (1/23) Wales : 4% (1/23),Newcastle,949 kg (118.63 kg),27 ans,24 ans,201 cm,England : 47% (7/15) Wales : 20% (3/15) South Africa : 13% (2/15) Australia : 7% (1/15) Fiji : 7% (1/15) New Zealand : 7% (1/15),England : 48% (11/23) Wales : 13% (3/23) New Zealand : 13% (3/23) South Africa : 13% (3/23) Australia : 9% (2/23) Fiji : 4% (1/23),Exeter," Date :  Sunday, November 26, 2023 Kick Off : 16:00 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,5_7,3,62_0_68,0,,1,38,2,6_9,1,69,14 - 20
931 kg (116.38 kg),26 ans,26 ans,198 cm,England : 80% (12/15) South Africa : 13% (2/15) Wales : 7% (1/15),England : 74% (17/23) South Africa : 13% (3/23) Wales : 9% (2/23) Zimbabwe : 4% (1/23),Harlequins,916 kg (114.50 kg),29 ans,27 ans,201 cm,England : 60% (9/15) South Africa : 33% (5/15) Scotland : 7% (1/15),England : 70% (16/23) South Africa : 22% (5/23) Scotland : 4% (1/23) Argentina : 4% (1/23),Sale," Date :  Friday, December 1, 2023 Kick Off : 20:45 Venue : Twickenham Stoop Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,50_42_58_71_8,0,,1,21,1,40,4,9_43_59_72,0,,36 - 3
889 kg (111.13 kg),28 ans,27 ans,200 cm,England : 67% (10/15) Wales : 13% (2/15) Samoa : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),England : 65% (15/23) Wales : 9% (2/23) Fiji : 9% (2/23) Samoa : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Ireland : 4% (1/23),Bristol,914 kg (114.25 kg),27 ans,27 ans,201 cm,England : 47% (7/15) Argentina : 27% (4/15) Wales : 20% (3/15) South Africa : 7% (1/15),England : 57% (13/23) Argentina : 17% (4/23) Wales : 17% (4/23) South Africa : 4% (1/23) Ireland : 4% (1/23),Gloucester," Date :  Saturday, December 2, 2023 Kick Off : 15:00 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",7,18_71_48_30_25_40_10,4,39_53_57_67,2,34_80,0,,5,19_26_31_49_72,3,40_58_67,51 - 26
926 kg (115.75 kg),27 ans,27 ans,198 cm,England : 80% (12/15) Scotland : 13% (2/15) Fiji : 7% (1/15),England : 65% (15/23) South Africa : 13% (3/23) Scotland : 9% (2/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23),Bath,945 kg (118.13 kg),26 ans,26 ans,201 cm,England : 60% (9/15) New Zealand : 13% (2/15) Wales : 13% (2/15) Georgia : 7% (1/15) South Africa : 7% (1/15),England : 52% (12/23) New Zealand : 9% (2/23) Wales : 9% (2/23) South Africa : 9% (2/23) Ireland : 9% (2/23) Georgia : 4% (1/23) Australia : 4% (1/23) Fiji : 4% (1/23),Exeter," Date :  Saturday, December 2, 2023 Kick Off : 16:00 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,6_65_41_19_61,3,56_23_80,1,54,1,29,4,20_62_66_70,3,24_57_81,41 - 24
909 kg (113.63 kg),27 ans,28 ans,198 cm,England : 53% (8/15) Argentina : 13% (2/15) New Zealand : 13% (2/15) Samoa : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 61% (14/23) New Zealand : 13% (3/23) Argentina : 9% (2/23) Samoa : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23) Wales : 4% (1/23),Saracens,932 kg (116.50 kg),28 ans,25 ans,207 cm,England : 93% (14/15) Fiji : 7% (1/15),England : 87% (20/23) Fiji : 9% (2/23) Australia : 4% (1/23),Northampton," Date :  Saturday, December 2, 2023 Kick Off : 17:30 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,59,2,51_66,0,,2,18_27,1,73,1,53,12 - 18
930 kg (116.25 kg),29 ans,28 ans,200 cm,England : 47% (7/15) South Africa : 27% (4/15) Argentina : 7% (1/15) Wales : 7% (1/15) Ireland : 7% (1/15) Scotland : 7% (1/15),England : 57% (13/23) South Africa : 17% (4/23) Argentina : 4% (1/23) Wales : 4% (1/23) Ireland : 4% (1/23) Scotland : 4% (1/23) Australia : 4% (1/23) Tonga : 4% (1/23),Leicester,925 kg (115.63 kg),27 ans,26 ans,203 cm,England : 67% (10/15) Argentina : 20% (3/15) South Africa : 7% (1/15) Wales : 7% (1/15),England : 70% (16/23) Argentina : 13% (3/23) South Africa : 4% (1/23) Wales : 4% (1/23) Ireland : 4% (1/23) Scotland : 4% (1/23),Newcastle," Date :  Sunday, December 3, 2023 Kick Off : 16:00 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",7,14_33_52_42_64_29_80,0,,0,,1,11,6,15_30_43_53_65_81,0,,47 - 3
913 kg (114.13 kg),29 ans,26 ans,201 cm,England : 47% (7/15) South Africa : 33% (5/15) Argentina : 7% (1/15) Scotland : 7% (1/15) Samoa : 7% (1/15),England : 65% (15/23) South Africa : 22% (5/23) Argentina : 4% (1/23) Scotland : 4% (1/23) Samoa : 4% (1/23),Sale,931 kg (116.38 kg),29 ans,27 ans,198 cm,England : 53% (8/15) New Zealand : 13% (2/15) Argentina : 13% (2/15) Samoa : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 61% (14/23) New Zealand : 13% (3/23) Samoa : 9% (2/23) Argentina : 9% (2/23) Australia : 4% (1/23) South Africa : 4% (1/23),Saracens," Date :  Friday, December 22, 2023 Kick Off : 20:45 Venue : Salford City Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,17_43_47,2,40_65,1,64,2,10_57,2,18_49,2,41_66,22 - 20
908 kg (113.50 kg),27 ans,26 ans,203 cm,England : 67% (10/15) Argentina : 13% (2/15) South Africa : 13% (2/15) Wales : 7% (1/15),England : 52% (12/23) Argentina : 13% (3/23) South Africa : 9% (2/23) Ireland : 9% (2/23) Scotland : 9% (2/23) Wales : 4% (1/23) Fiji : 4% (1/23),Newcastle,911 kg (113.88 kg),28 ans,27 ans,200 cm,England : 67% (10/15) Samoa : 7% (1/15) Scotland : 7% (1/15) Wales : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),England : 74% (17/23) Samoa : 4% (1/23) Scotland : 4% (1/23) Wales : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23),Bristol," Date :  Friday, December 22, 2023 Kick Off : 20:45 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,82,3,17_68_76,2,42_49,0,,1,83,3,17_69_76,13 - 21
934 kg (116.75 kg),26 ans,25 ans,201 cm,England : 67% (10/15) Australia : 7% (1/15) Wales : 7% (1/15) New Zealand : 7% (1/15) South Africa : 7% (1/15) Ireland : 7% (1/15),England : 57% (13/23) Wales : 9% (2/23) New Zealand : 9% (2/23) South Africa : 9% (2/23) Australia : 4% (1/23) Ireland : 4% (1/23) Georgia : 4% (1/23) Fiji : 4% (1/23),Exeter,936 kg (117.00 kg),27 ans,28 ans,200 cm,England : 67% (10/15) South Africa : 13% (2/15) Argentina : 7% (1/15) Tonga : 7% (1/15) Ireland : 7% (1/15),England : 65% (15/23) South Africa : 17% (4/23) Argentina : 4% (1/23) Tonga : 4% (1/23) Ireland : 4% (1/23) Wales : 4% (1/23),Leicester," Date :  Saturday, December 23, 2023 Kick Off : 16:00 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,6_38_80,2,56_69,1,50,0,,2,7_39,0,,29 - 10
914 kg (114.25 kg),30 ans,26 ans,198 cm,England : 47% (7/15) Argentina : 20% (3/15) Wales : 20% (3/15) South Africa : 7% (1/15) Scotland : 7% (1/15),England : 52% (12/23) Argentina : 13% (3/23) Wales : 13% (3/23) Ireland : 9% (2/23) South Africa : 4% (1/23) Scotland : 4% (1/23) Russia : 4% (1/23),Gloucester,929 kg (116.13 kg),27 ans,25 ans,207 cm,England : 93% (14/15) Fiji : 7% (1/15),England : 83% (19/23) Fiji : 9% (2/23) South Africa : 4% (1/23) Australia : 4% (1/23),Northampton," Date :  Saturday, December 23, 2023 Kick Off : 16:00 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,29_46_44_52,5,23_39_8_4_64,1,58,0,,3,30_46_53,3,5_40_65,29 - 31
944 kg (118.00 kg),29 ans,28 ans,198 cm,England : 67% (10/15) South Africa : 13% (2/15) Ireland : 7% (1/15) Scotland : 7% (1/15) Fiji : 7% (1/15),England : 57% (13/23) South Africa : 26% (6/23) Scotland : 9% (2/23) Ireland : 4% (1/23) Fiji : 4% (1/23),Bath,933 kg (116.63 kg),29 ans,25 ans,201 cm,England : 73% (11/15) South Africa : 20% (3/15) Australia : 7% (1/15),England : 74% (17/23) South Africa : 17% (4/23) Australia : 4% (1/23) Wales : 4% (1/23),Harlequins," Date :  Saturday, December 23, 2023 Kick Off : 16:05 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,42_73_1_47,3,51_81_4,1,33,0,,1,49,1,52,25 - 17
909 kg (113.63 kg),29 ans,27 ans,200 cm,England : 60% (9/15) Wales : 13% (2/15) Samoa : 7% (1/15) Scotland : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),England : 65% (15/23) Wales : 9% (2/23) Fiji : 9% (2/23) Samoa : 4% (1/23) Scotland : 4% (1/23) South Africa : 4% (1/23) Ireland : 4% (1/23),Bristol,924 kg (115.50 kg),24 ans,25 ans,201 cm,England : 53% (8/15) New Zealand : 13% (2/15) Wales : 13% (2/15) Georgia : 7% (1/15) Fiji : 7% (1/15) South Africa : 7% (1/15),England : 57% (13/23) Wales : 13% (3/23) New Zealand : 9% (2/23) South Africa : 9% (2/23) Georgia : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23),Exeter," Date :  Friday, December 29, 2023 Kick Off : 20:45 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,11_36,4,6_40_21_75,0,,0,,2,12_37,2,7_76,14 - 24
905 kg (113.13 kg),26 ans,27 ans,198 cm,England : 60% (9/15) New Zealand : 13% (2/15) Argentina : 13% (2/15) Samoa : 7% (1/15) South Africa : 7% (1/15),England : 65% (15/23) New Zealand : 9% (2/23) Argentina : 9% (2/23) Australia : 9% (2/23) Samoa : 4% (1/23) South Africa : 4% (1/23),Saracens,922 kg (115.25 kg),26 ans,27 ans,203 cm,England : 53% (8/15) Argentina : 27% (4/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Ireland : 7% (1/15),England : 57% (13/23) Argentina : 17% (4/23) Scotland : 9% (2/23) Ireland : 9% (2/23) South Africa : 4% (1/23) Fiji : 4% (1/23),Newcastle," Date :  Saturday, December 30, 2023 Kick Off : 16:00 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,70_10_46_29,1,16,2,23_44,4,1_20_41_45,2,30_48,1,17,37 - 19
929 kg (116.13 kg),27 ans,26 ans,207 cm,England : 73% (11/15) South Africa : 13% (2/15) Fiji : 7% (1/15) Australia : 7% (1/15),England : 83% (19/23) South Africa : 9% (2/23) Fiji : 4% (1/23) Australia : 4% (1/23),Northampton,917 kg (114.63 kg),28 ans,25 ans,201 cm,England : 60% (9/15) South Africa : 33% (5/15) Scotland : 7% (1/15),England : 65% (15/23) South Africa : 22% (5/23) Tonga : 9% (2/23) Scotland : 4% (1/23),Sale," Date :  Saturday, December 30, 2023 Kick Off : 16:05 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,65_52,2,47_37,0,,0,,2,53_66,2,38_47,21 - 17
926 kg (115.75 kg),29 ans,26 ans,201 cm,England : 73% (11/15) South Africa : 20% (3/15) Scotland : 7% (1/15),England : 74% (17/23) South Africa : 17% (4/23) Scotland : 4% (1/23) Wales : 4% (1/23),Harlequins,903 kg (112.88 kg),30 ans,25 ans,198 cm,England : 47% (7/15) Argentina : 13% (2/15) Wales : 13% (2/15) Ireland : 7% (1/15) Russia : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15),England : 52% (12/23) Argentina : 13% (3/23) Wales : 13% (3/23) Ireland : 9% (2/23) Russia : 4% (1/23) South Africa : 4% (1/23) Scotland : 4% (1/23),Gloucester," Date :  Saturday, December 30, 2023 Kick Off : 18:30 Venue : Twickenham Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,43_23_54_7_19,2,51_11,0,,0,,2,44_55,2,13_52,32 - 26
924 kg (115.50 kg),27 ans,28 ans,200 cm,England : 53% (8/15) Ireland : 13% (2/15) South Africa : 13% (2/15) Argentina : 7% (1/15) Wales : 7% (1/15) Tonga : 7% (1/15),England : 52% (12/23) South Africa : 17% (4/23) Ireland : 9% (2/23) Wales : 9% (2/23) Argentina : 4% (1/23) Tonga : 4% (1/23) Australia : 4% (1/23),Leicester,935 kg (116.88 kg),31 ans,24 ans,201 cm,England : 53% (8/15) South Africa : 40% (6/15) New Zealand : 7% (1/15),England : 52% (12/23) South Africa : 39% (9/23) New Zealand : 4% (1/23) Wales : 4% (1/23),Bath," Date :  Sunday, December 31, 2023 Kick Off : 16:00 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,32_35_13_24,3,3_80_74,0,,1,41,4,14_25_33_36,2,4_74,35 - 22
913 kg (114.13 kg),26 ans,27 ans,203 cm,England : 53% (8/15) Argentina : 13% (2/15) South Africa : 13% (2/15) Ireland : 7% (1/15) Scotland : 7% (1/15) Fiji : 7% (1/15),England : 57% (13/23) South Africa : 17% (4/23) Argentina : 9% (2/23) Scotland : 9% (2/23) Ireland : 4% (1/23) Fiji : 4% (1/23),Newcastle,901 kg (112.63 kg),27 ans,25 ans,200 cm,England : 73% (11/15) South Africa : 20% (3/15) Scotland : 7% (1/15),England : 70% (16/23) South Africa : 17% (4/23) Scotland : 4% (1/23) Zimbabwe : 4% (1/23) Australia : 4% (1/23),Harlequins," Date :  Friday, January 5, 2024 Kick Off : 20:45 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",0,,4,46_55_28_1,1,36,0,,0,,2,47_56,3 - 24
919 kg (114.88 kg),29 ans,25 ans,201 cm,England : 60% (9/15) South Africa : 27% (4/15) Scotland : 7% (1/15) Tonga : 7% (1/15),England : 65% (15/23) South Africa : 17% (4/23) Tonga : 9% (2/23) Scotland : 4% (1/23) Argentina : 4% (1/23),Sale,914 kg (114.25 kg),29 ans,26 ans,200 cm,England : 67% (10/15) Samoa : 7% (1/15) Wales : 7% (1/15) Scotland : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15),England : 65% (15/23) Ireland : 9% (2/23) Samoa : 4% (1/23) Wales : 4% (1/23) Scotland : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23),Bristol," Date :  Friday, January 5, 2024 Kick Off : 20:45 Venue : Salford City Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,30_66,3,6_17_41,0,,1,73,2,31_67,2,6_18,14 - 22
945 kg (118.13 kg),26 ans,24 ans,201 cm,England : 53% (8/15) Wales : 20% (3/15) New Zealand : 13% (2/15) Georgia : 7% (1/15) South Africa : 7% (1/15),England : 57% (13/23) Wales : 13% (3/23) New Zealand : 9% (2/23) South Africa : 9% (2/23) Georgia : 4% (1/23) Australia : 4% (1/23) Fiji : 4% (1/23),Exeter,932 kg (116.50 kg),26 ans,25 ans,207 cm,England : 80% (12/15) Fiji : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 83% (19/23) Fiji : 9% (2/23) Australia : 4% (1/23) South Africa : 4% (1/23),Northampton," Date :  Saturday, January 6, 2024 Kick Off : 16:00 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,5_23_17_13_71,6,30_80_31_57_62_53,1,60,0,,4,6_18_25_72,6,30_32_54_58_63_81,36 - 42
924 kg (115.50 kg),27 ans,28 ans,200 cm,England : 53% (8/15) Ireland : 13% (2/15) South Africa : 13% (2/15) Argentina : 7% (1/15) Wales : 7% (1/15) Tonga : 7% (1/15),England : 57% (13/23) South Africa : 17% (4/23) Ireland : 9% (2/23) Wales : 9% (2/23) Argentina : 4% (1/23) Tonga : 4% (1/23),Leicester,893 kg (111.63 kg),26 ans,28 ans,198 cm,England : 73% (11/15) Argentina : 13% (2/15) Tonga : 7% (1/15) Samoa : 7% (1/15),England : 65% (15/23) Samoa : 9% (2/23) Argentina : 9% (2/23) Tonga : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23),Saracens," Date :  Saturday, January 6, 2024 Kick Off : 16:05 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,33_10_60,1,19,0,,1,23,2,34_61,1,20,19 - 10
921 kg (115.13 kg),29 ans,27 ans,198 cm,England : 67% (10/15) South Africa : 13% (2/15) Scotland : 13% (2/15) Fiji : 7% (1/15),England : 57% (13/23) South Africa : 22% (5/23) Scotland : 9% (2/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23),Bath,909 kg (113.63 kg),30 ans,26 ans,198 cm,England : 47% (7/15) Argentina : 20% (3/15) Ireland : 13% (2/15) Russia : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15),England : 57% (13/23) Argentina : 13% (3/23) Ireland : 9% (2/23) Wales : 9% (2/23) Russia : 4% (1/23) South Africa : 4% (1/23) Scotland : 4% (1/23),Gloucester," Date :  Sunday, January 7, 2024 Kick Off : 16:00 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,40_30_61,1,6,0,,1,33,1,42,1,6,17 - 10
912 kg (114.00 kg),27 ans,26 ans,200 cm,England : 67% (10/15) South Africa : 20% (3/15) Wales : 7% (1/15) Australia : 7% (1/15),England : 65% (15/23) South Africa : 13% (3/23) Wales : 9% (2/23) Australia : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23),Harlequins,936 kg (117.00 kg),29 ans,27 ans,197 cm,England : 40% (6/15) South Africa : 27% (4/15) Ireland : 13% (2/15) Argentina : 7% (1/15) Wales : 7% (1/15) Tonga : 7% (1/15),England : 52% (12/23) South Africa : 17% (4/23) Ireland : 9% (2/23) Argentina : 4% (1/23) Wales : 4% (1/23) Tonga : 4% (1/23) Australia : 4% (1/23) Scotland : 4% (1/23),Leicester," Date :  Friday, January 26, 2024 Kick Off : 20:45 Venue : Twickenham Stoop Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,58_37_78,2,27_63,0,,2,15_70,2,38_59,2,28_64,19 - 20
931 kg (116.38 kg),29 ans,26 ans,201 cm,England : 73% (11/15) Fiji : 13% (2/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 70% (16/23) Fiji : 9% (2/23) Australia : 9% (2/23) South Africa : 9% (2/23) Scotland : 4% (1/23),Northampton,921 kg (115.13 kg),26 ans,27 ans,203 cm,England : 60% (9/15) Ireland : 13% (2/15) Scotland : 13% (2/15) South Africa : 7% (1/15) Argentina : 7% (1/15),England : 61% (14/23) Argentina : 13% (3/23) Ireland : 9% (2/23) Scotland : 9% (2/23) South Africa : 9% (2/23),Newcastle," Date :  Saturday, January 27, 2024 Kick Off : 15:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,33_13_50_62_75,1,17,0,,2,7_29,3,14_51_76,1,18,38 - 13
928 kg (116.00 kg),28 ans,28 ans,200 cm,England : 73% (11/15) Samoa : 7% (1/15) Scotland : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15),England : 65% (15/23) Ireland : 9% (2/23) Fiji : 9% (2/23) Samoa : 4% (1/23) Scotland : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23),Bristol,938 kg (117.25 kg),30 ans,27 ans,198 cm,South Africa : 40% (6/15) England : 40% (6/15) Scotland : 13% (2/15) Fiji : 7% (1/15),England : 48% (11/23) South Africa : 30% (7/23) Scotland : 9% (2/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23),Bath," Date :  Saturday, January 27, 2024 Kick Off : 16:05 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",8,6_9_43_50_17_31_22_78,5,26_63_48_1_40,1,73,2,15_77,7,10_18_23_32_44_51_79,3,27_49_64,57 - 44
925 kg (115.63 kg),28 ans,27 ans,198 cm,England : 67% (10/15) Samoa : 13% (2/15) Argentina : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 65% (15/23) Samoa : 9% (2/23) Argentina : 9% (2/23) Australia : 9% (2/23) South Africa : 4% (1/23) Fiji : 4% (1/23),Saracens,931 kg (116.38 kg),26 ans,24 ans,201 cm,England : 73% (11/15) Australia : 7% (1/15) Fiji : 7% (1/15) Wales : 7% (1/15) South Africa : 7% (1/15),England : 70% (16/23) South Africa : 9% (2/23) Australia : 4% (1/23) Fiji : 4% (1/23) Wales : 4% (1/23) New Zealand : 4% (1/23) Ireland : 4% (1/23),Exeter," Date :  Saturday, January 27, 2024 Kick Off : 18:30 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,5_65_79_40_13,3,49_25_9,2,29_58,1,39,3,14_42_66,2,26_50,40 - 22
903 kg (112.88 kg),30 ans,25 ans,198 cm,England : 60% (9/15) Ireland : 13% (2/15) Argentina : 13% (2/15) Russia : 7% (1/15) South Africa : 7% (1/15),England : 57% (13/23) Wales : 13% (3/23) Ireland : 9% (2/23) Argentina : 9% (2/23) Russia : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23),Gloucester,916 kg (114.50 kg),30 ans,25 ans,201 cm,England : 47% (7/15) South Africa : 33% (5/15) Argentina : 7% (1/15) Scotland : 7% (1/15) Tonga : 7% (1/15),England : 61% (14/23) South Africa : 22% (5/23) Tonga : 9% (2/23) Argentina : 4% (1/23) Scotland : 4% (1/23),Sale," Date :  Sunday, January 28, 2024 Kick Off : 16:00 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,19_22_34_5,2,14_67,2,58_82,2,30_56,3,6_23_35,2,15_68,32 - 20
920 kg (115.00 kg),28 ans,28 ans,200 cm,England : 67% (10/15) Samoa : 7% (1/15) Scotland : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),England : 65% (15/23) Ireland : 9% (2/23) Fiji : 9% (2/23) Samoa : 4% (1/23) Scotland : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23),Bristol,928 kg (116.00 kg),28 ans,24 ans,207 cm,England : 73% (11/15) Fiji : 13% (2/15) South Africa : 7% (1/15) Australia : 7% (1/15),England : 78% (18/23) Fiji : 9% (2/23) South Africa : 9% (2/23) Australia : 4% (1/23),Northampton," Date :  Friday, March 22, 2024 Kick Off : 20:45 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,50_56_4_18_79_72,3,34_54_67,1,17,0,,7,5_19_52_57_64_73_80,3,34_55_68,52 - 21
