Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
,,,,,,Bristol,,,,,,,Leicester," Date :  Saturday, April 19, 2025 Kick Off : 00:00 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,Bath,,,,,,,Newcastle," Date :  Saturday, April 26, 2025 Kick Off : 00:00 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,Gloucester,,,,,,,Exeter," Date :  Saturday, April 26, 2025 Kick Off : 00:00 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,Leicester,,,,,,,Harlequins," Date :  Saturday, April 26, 2025 Kick Off : 00:00 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,Northampton,,,,,,,Bristol," Date :  Saturday, April 26, 2025 Kick Off : 00:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,Sale,,,,,,,Saracens," Date :  Saturday, April 26, 2025 Kick Off : 00:00 Venue : Salford City Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,Saracens,,,,,,,Newcastle," Date :  Saturday, May 10, 2025 Kick Off : 00:00 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,Leicester,,,,,,,Sale," Date :  Saturday, May 10, 2025 Kick Off : 00:00 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,Harlequins,,,,,,,Gloucester," Date :  Saturday, May 10, 2025 Kick Off : 00:00 Venue : Twickenham Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,Exeter,,,,,,,Northampton," Date :  Saturday, May 10, 2025 Kick Off : 00:00 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,Bristol,,,,,,,Bath," Date :  Saturday, May 10, 2025 Kick Off : 00:00 Venue : Millennium Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,Sale,,,,,,,Bristol," Date :  Saturday, May 17, 2025 Kick Off : 00:00 Venue : Salford City Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,Northampton,,,,,,,Saracens," Date :  Saturday, May 17, 2025 Kick Off : 00:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,Newcastle,,,,,,,Gloucester," Date :  Saturday, May 17, 2025 Kick Off : 00:00 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,Harlequins,,,,,,,Exeter," Date :  Saturday, May 17, 2025 Kick Off : 00:00 Venue : Twickenham Stoop Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,Bath,,,,,,,Leicester," Date :  Saturday, May 17, 2025 Kick Off : 00:00 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,Bristol,,,,,,,Harlequins," Date :  Saturday, May 31, 2025 Kick Off : 00:00 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,Exeter,,,,,,,Sale," Date :  Saturday, May 31, 2025 Kick Off : 00:00 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,Gloucester,,,,,,,Northampton," Date :  Saturday, May 31, 2025 Kick Off : 00:00 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,Leicester,,,,,,,Newcastle," Date :  Saturday, May 31, 2025 Kick Off : 00:00 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,Saracens,,,,,,,Bath," Date :  Saturday, May 31, 2025 Kick Off : 00:00 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
