Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
942 kg (117.75 kg),28 ans,25 ans,202 cm,England : 60% (9/15) Australia : 13% (2/15) Fiji : 7% (1/15) South Africa : 7% (1/15) Samoa : 7% (1/15) New Zealand : 7% (1/15),England : 70% (16/23) South Africa : 9% (2/23) Australia : 9% (2/23) Fiji : 4% (1/23) Samoa : 4% (1/23) New Zealand : 4% (1/23),Northampton,908 kg (113.50 kg),25 ans,27 ans,198 cm,England : 73% (11/15) South Africa : 13% (2/15) New Zealand : 7% (1/15) Italy : 7% (1/15),England : 74% (17/23) South Africa : 17% (4/23) New Zealand : 4% (1/23) Italy : 4% (1/23),Harlequins," Date :  Sunday, January 1, 2023 Kick Off : 16:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,3_53_16_41_68_74,2,78_66,2,42_47,1,22,5,4_17_54_69_75,2,66_78,46 - 17
918 kg (114.75 kg),30 ans,26 ans,198 cm,England : 47% (7/15) Georgia : 13% (2/15) Argentina : 13% (2/15) Ireland : 7% (1/15) Russia : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15),England : 61% (14/23) Georgia : 9% (2/23) Argentina : 9% (2/23) Ireland : 4% (1/23) Russia : 4% (1/23) South Africa : 4% (1/23) Australia : 4% (1/23) Wales : 4% (1/23),Gloucester,936 kg (117.00 kg),27 ans,28 ans,196 cm,England : 67% (10/15) New Zealand : 7% (1/15) Italy : 7% (1/15) Australia : 7% (1/15) Wales : 7% (1/15) Scotland : 7% (1/15),England : 70% (16/23) New Zealand : 4% (1/23) Italy : 4% (1/23) Australia : 4% (1/23) Wales : 4% (1/23) Scotland : 4% (1/23) Fiji : 4% (1/23) South Africa : 4% (1/23),Saracens," Date :  Friday, January 6, 2023 Kick Off : 20:45 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,15,2,6_65,3,34_44_72,2,23_37,1,16,0,,16 - 19
960 kg (120.00 kg),29 ans,28 ans,204 cm,England : 60% (9/15) Argentina : 20% (3/15) Australia : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15),England : 57% (13/23) South Africa : 13% (3/23) Argentina : 13% (3/23) Australia : 4% (1/23) Scotland : 4% (1/23) Samoa : 4% (1/23) Ireland : 4% (1/23),Newcastle,939 kg (117.38 kg),29 ans,26 ans,200 cm,England : 67% (10/15) Ireland : 13% (2/15) Wales : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15),England : 57% (13/23) Ireland : 9% (2/23) Scotland : 9% (2/23) New Zealand : 9% (2/23) Wales : 4% (1/23) South Africa : 4% (1/23) United-States : 4% (1/23) Samoa : 4% (1/23),Leicester," Date :  Saturday, January 7, 2023 Kick Off : 15:00 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,55_27_12_35_37_73,3,41_31_81,1,45,0,,6,14_28_36_38_56_74,3,42_71_82,45 - 26
950 kg (118.75 kg),27 ans,26 ans,203 cm,England : 60% (9/15) Australia : 7% (1/15) Wales : 7% (1/15) Ireland : 7% (1/15) Zimbabwe : 7% (1/15) Congo : 7% (1/15) Tonga : 7% (1/15),England : 61% (14/23) Ireland : 9% (2/23) Australia : 4% (1/23) Wales : 4% (1/23) Zimbabwe : 4% (1/23) Congo : 4% (1/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) South Africa : 4% (1/23),Exeter,935 kg (116.88 kg),27 ans,25 ans,207 cm,England : 67% (10/15) Australia : 13% (2/15) Samoa : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),England : 74% (17/23) Australia : 9% (2/23) Samoa : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23),Northampton," Date :  Saturday, January 7, 2023 Kick Off : 17:30 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,28_43_2_14_55,2,47_64,0,,0,,5,3_16_29_44_56,1,48,35 - 12
915 kg (114.38 kg),27 ans,26 ans,204 cm,England : 60% (9/15) South Africa : 13% (2/15) Zimbabwe : 7% (1/15) Australia : 7% (1/15) Italy : 7% (1/15) Argentina : 7% (1/15),England : 48% (11/23) Australia : 13% (3/23) Argentina : 13% (3/23) South Africa : 9% (2/23) Italy : 9% (2/23) Zimbabwe : 4% (1/23) Fiji : 4% (1/23),London Irish,910 kg (113.75 kg),28 ans,27 ans,201 cm,England : 47% (7/15) New Zealand : 13% (2/15) Wales : 13% (2/15) Samoa : 7% (1/15) Scotland : 7% (1/15) Ireland : 7% (1/15) Fiji : 7% (1/15),England : 52% (12/23) Wales : 17% (4/23) New Zealand : 9% (2/23) Scotland : 9% (2/23) Samoa : 4% (1/23) Ireland : 4% (1/23) Fiji : 4% (1/23),Bristol," Date :  Sunday, January 8, 2023 Kick Off : 16:00 Venue : Gtech Community Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,42_27,1,18,3,7_41_74,0,,2,28_43,1,19,23 - 7
912 kg (114.00 kg),26 ans,27 ans,200 cm,England : 73% (11/15) South Africa : 20% (3/15) Italy : 7% (1/15),England : 70% (16/23) South Africa : 22% (5/23) Italy : 4% (1/23) New Zealand : 4% (1/23),Harlequins,909 kg (113.63 kg),28 ans,25 ans,201 cm,England : 53% (8/15) South Africa : 33% (5/15) Scotland : 7% (1/15) Samoa : 7% (1/15),England : 57% (13/23) South Africa : 26% (6/23) Scotland : 9% (2/23) Samoa : 4% (1/23) Canada : 4% (1/23),Sale," Date :  Sunday, January 8, 2023 Kick Off : 16:00 Venue : Twickenham Stoop Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,41_73,4,52_62_23_17,2,4_30,0,,0,,2,18_25,16 - 24
910 kg (113.75 kg),29 ans,25 ans,201 cm,England : 60% (9/15) South Africa : 33% (5/15) Scotland : 7% (1/15),England : 65% (15/23) South Africa : 22% (5/23) Scotland : 4% (1/23) Canada : 4% (1/23) Wales : 4% (1/23),Sale,932 kg (116.50 kg),29 ans,27 ans,201 cm,England : 67% (10/15) Russia : 7% (1/15) Ireland : 7% (1/15) Scotland : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),England : 61% (14/23) South Africa : 13% (3/23) Scotland : 9% (2/23) Russia : 4% (1/23) Ireland : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23),Bath," Date :  Friday, January 27, 2023 Kick Off : 20:45 Venue : Salford City Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,31_16_24_1,3,42_65_42,1,49,2,5_59,1,17,3,43_43_66,30 - 27
930 kg (116.25 kg),26 ans,28 ans,201 cm,England : 53% (8/15) South Africa : 20% (3/15) Argentina : 7% (1/15) Zimbabwe : 7% (1/15) Wales : 7% (1/15) Scotland : 7% (1/15),England : 61% (14/23) South Africa : 13% (3/23) Wales : 9% (2/23) Argentina : 4% (1/23) Zimbabwe : 4% (1/23) Scotland : 4% (1/23) New Zealand : 4% (1/23),Leicester,915 kg (114.38 kg),27 ans,26 ans,207 cm,England : 67% (10/15) Australia : 13% (2/15) South Africa : 13% (2/15) New Zealand : 7% (1/15),England : 70% (16/23) Australia : 9% (2/23) South Africa : 9% (2/23) New Zealand : 4% (1/23) Scotland : 4% (1/23) Samoa : 4% (1/23),Northampton," Date :  Saturday, January 28, 2023 Kick Off : 15:00 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,7_46,1,49,2,19_62,4,12_27_31_42,1,8,1,50,18 - 19
910 kg (113.75 kg),27 ans,28 ans,203 cm,England : 67% (10/15) Scotland : 13% (2/15) Australia : 7% (1/15) Wales : 7% (1/15) New Zealand : 7% (1/15),England : 61% (14/23) Scotland : 9% (2/23) South Africa : 9% (2/23) Australia : 4% (1/23) Wales : 4% (1/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23),Saracens,914 kg (114.25 kg),30 ans,27 ans,201 cm,England : 53% (8/15) New Zealand : 13% (2/15) Fiji : 13% (2/15) Samoa : 7% (1/15) Scotland : 7% (1/15) Ireland : 7% (1/15),England : 57% (13/23) New Zealand : 9% (2/23) Ireland : 9% (2/23) Fiji : 9% (2/23) Samoa : 4% (1/23) Scotland : 4% (1/23) Spain : 4% (1/23) Wales : 4% (1/23),Bristol," Date :  Saturday, January 28, 2023 Kick Off : 16:00 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,57_76,2,36_70,1,51,3,11_48_54,1,58,0,,20 - 19
948 kg (118.50 kg),27 ans,26 ans,201 cm,England : 53% (8/15) Australia : 7% (1/15) Scotland : 7% (1/15) Wales : 7% (1/15) Zimbabwe : 7% (1/15) South Africa : 7% (1/15) Tonga : 7% (1/15) Ireland : 7% (1/15),England : 52% (12/23) Ireland : 13% (3/23) South Africa : 9% (2/23) Australia : 4% (1/23) Scotland : 4% (1/23) Wales : 4% (1/23) Zimbabwe : 4% (1/23) Tonga : 4% (1/23) Namibia : 4% (1/23),Exeter,916 kg (114.50 kg),27 ans,28 ans,198 cm,England : 60% (9/15) Argentina : 13% (2/15) Georgia : 7% (1/15) Russia : 7% (1/15) Fiji : 7% (1/15) Australia : 7% (1/15),England : 74% (17/23) Argentina : 9% (2/23) Georgia : 4% (1/23) Russia : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23),Gloucester," Date :  Saturday, January 28, 2023 Kick Off : 17:30 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,10_34_18,2,29_14,1,54,1,79,3,11_19_35,2,16_30,24 - 17
944 kg (118.00 kg),29 ans,27 ans,207 cm,England : 53% (8/15) Australia : 20% (3/15) Argentina : 13% (2/15) Ireland : 7% (1/15) South Africa : 7% (1/15),England : 43% (10/23) Australia : 17% (4/23) Argentina : 13% (3/23) South Africa : 9% (2/23) Italy : 9% (2/23) Ireland : 4% (1/23) Fiji : 4% (1/23),London Irish,924 kg (115.50 kg),28 ans,27 ans,201 cm,England : 67% (10/15) South Africa : 27% (4/15) Italy : 7% (1/15),England : 65% (15/23) South Africa : 22% (5/23) Italy : 4% (1/23) Scotland : 4% (1/23) Ireland : 4% (1/23),Harlequins," Date :  Sunday, January 29, 2023 Kick Off : 16:00 Venue : Gtech Community Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,71_3_5_38_43_20,3,61_26_51,0,,0,,6,4_7_21_40_44_73,1,62,42 - 24
915 kg (114.38 kg),29 ans,26 ans,201 cm,England : 60% (9/15) Fiji : 13% (2/15) New Zealand : 7% (1/15) Samoa : 7% (1/15) Scotland : 7% (1/15) Ireland : 7% (1/15),England : 65% (15/23) New Zealand : 9% (2/23) Fiji : 9% (2/23) Samoa : 4% (1/23) Scotland : 4% (1/23) Ireland : 4% (1/23) Wales : 4% (1/23),Bristol,960 kg (120.00 kg),29 ans,28 ans,204 cm,England : 67% (10/15) Argentina : 13% (2/15) Australia : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15),England : 61% (14/23) South Africa : 17% (4/23) Argentina : 9% (2/23) Australia : 4% (1/23) Scotland : 4% (1/23) Samoa : 4% (1/23),Newcastle," Date :  Friday, February 17, 2023 Kick Off : 20:45 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,20_81_8_41,2,57_14,2,41_68,0,,2,20_42,1,16,30 - 12
917 kg (114.63 kg),29 ans,26 ans,198 cm,England : 53% (8/15) Argentina : 13% (2/15) Georgia : 7% (1/15) Russia : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15) Australia : 7% (1/15),England : 65% (15/23) Argentina : 9% (2/23) Georgia : 4% (1/23) Russia : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23) Wales : 4% (1/23),Gloucester,892 kg (111.50 kg),28 ans,26 ans,200 cm,England : 73% (11/15) South Africa : 20% (3/15) Italy : 7% (1/15),England : 74% (17/23) South Africa : 17% (4/23) Italy : 4% (1/23) Scotland : 4% (1/23),Harlequins," Date :  Friday, February 17, 2023 Kick Off : 20:45 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,4_71_16,4,10_50_60_80,0,,0,,4,5_17_72_76,3,12_61_80,28 - 26
923 kg (115.38 kg),29 ans,29 ans,201 cm,England : 80% (12/15) Scotland : 13% (2/15) Fiji : 7% (1/15),England : 61% (14/23) South Africa : 13% (3/23) Scotland : 9% (2/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Russia : 4% (1/23) Australia : 4% (1/23),Bath,925 kg (115.63 kg),30 ans,26 ans,204 cm,England : 33% (5/15) Argentina : 27% (4/15) Australia : 20% (3/15) Fiji : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15),England : 43% (10/23) Argentina : 17% (4/23) Australia : 13% (3/23) South Africa : 9% (2/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Zimbabwe : 4% (1/23) Italy : 4% (1/23),London Irish," Date :  Saturday, February 18, 2023 Kick Off : 16:00 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,21,3,23_58_40,1,28,2,53_68,1,21,2,25_59,10 - 25
924 kg (115.50 kg),26 ans,26 ans,202 cm,England : 60% (9/15) South Africa : 13% (2/15) Australia : 13% (2/15) Scotland : 7% (1/15) New Zealand : 7% (1/15),England : 74% (17/23) South Africa : 9% (2/23) Australia : 9% (2/23) Scotland : 4% (1/23) New Zealand : 4% (1/23),Northampton,916 kg (114.50 kg),26 ans,26 ans,201 cm,England : 40% (6/15) South Africa : 33% (5/15) Scotland : 13% (2/15) Canada : 7% (1/15) Samoa : 7% (1/15),England : 57% (13/23) South Africa : 26% (6/23) Scotland : 9% (2/23) Canada : 4% (1/23) Samoa : 4% (1/23),Sale," Date :  Saturday, February 18, 2023 Kick Off : 16:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,23_76_56_48_73,5,40_17_21_8_61,0,,1,44,3,24_49_73,3,18_22_63,38 - 34
947 kg (118.38 kg),26 ans,29 ans,201 cm,England : 47% (7/15) South Africa : 20% (3/15) Scotland : 13% (2/15) Argentina : 7% (1/15) Wales : 7% (1/15) New Zealand : 7% (1/15),England : 52% (12/23) South Africa : 17% (4/23) Scotland : 9% (2/23) Wales : 9% (2/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) Zimbabwe : 4% (1/23),Leicester,941 kg (117.63 kg),26 ans,27 ans,196 cm,England : 60% (9/15) Fiji : 7% (1/15) Tonga : 7% (1/15) Italy : 7% (1/15) Australia : 7% (1/15) Wales : 7% (1/15) New Zealand : 7% (1/15),England : 65% (15/23) Fiji : 4% (1/23) Tonga : 4% (1/23) Italy : 4% (1/23) Australia : 4% (1/23) Wales : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23) South Africa : 4% (1/23),Saracens," Date :  Sunday, February 19, 2023 Kick Off : 16:00 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,11_4_26,2,42_48,1,36,2,16_46,3,5_12_28,1,42,24 - 18
935 kg (116.88 kg),29 ans,28 ans,201 cm,England : 67% (10/15) Scotland : 13% (2/15) Ireland : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),England : 57% (13/23) South Africa : 26% (6/23) Scotland : 9% (2/23) Ireland : 4% (1/23) Fiji : 4% (1/23),Bath,910 kg (113.75 kg),29 ans,28 ans,201 cm,England : 60% (9/15) New Zealand : 13% (2/15) Fiji : 13% (2/15) Scotland : 7% (1/15) Ireland : 7% (1/15),England : 57% (13/23) New Zealand : 13% (3/23) Ireland : 9% (2/23) Fiji : 9% (2/23) Wales : 9% (2/23) Scotland : 4% (1/23),Bristol," Date :  Friday, February 24, 2023 Kick Off : 20:45 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,32,2,17_41,2,37_53,1,65,1,33,1,19,13 - 15
922 kg (115.25 kg),26 ans,27 ans,196 cm,England : 73% (11/15) Fiji : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),England : 61% (14/23) New Zealand : 9% (2/23) Fiji : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23) Tonga : 4% (1/23) Scotland : 4% (1/23) Argentina : 4% (1/23) Wales : 4% (1/23),Saracens,955 kg (119.38 kg),30 ans,28 ans,204 cm,England : 53% (8/15) South Africa : 13% (2/15) Argentina : 13% (2/15) Samoa : 7% (1/15) Australia : 7% (1/15) Scotland : 7% (1/15),England : 65% (15/23) South Africa : 13% (3/23) Argentina : 9% (2/23) Samoa : 4% (1/23) Australia : 4% (1/23) Scotland : 4% (1/23),Newcastle," Date :  Saturday, February 25, 2023 Kick Off : 15:30 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,1_38_30_14_22,2,10_70,0,,3,5_25_82,2,31_39,2,11_71,29 - 23
949 kg (118.63 kg),26 ans,25 ans,207 cm,England : 73% (11/15) Australia : 13% (2/15) Scotland : 7% (1/15) South Africa : 7% (1/15),England : 74% (17/23) South Africa : 9% (2/23) Australia : 9% (2/23) Scotland : 4% (1/23) Samoa : 4% (1/23),Northampton,917 kg (114.63 kg),29 ans,27 ans,198 cm,England : 53% (8/15) Argentina : 13% (2/15) Georgia : 7% (1/15) Russia : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15) Australia : 7% (1/15),England : 70% (16/23) Argentina : 9% (2/23) Georgia : 4% (1/23) Russia : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23),Gloucester," Date :  Saturday, February 25, 2023 Kick Off : 15:45 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,21_50_53_42_67_58,6,13_39_77_45_74_82,1,6,0,,4,23_42_54_68,2,78_83,41 - 34
911 kg (113.88 kg),29 ans,26 ans,204 cm,England : 33% (5/15) Argentina : 20% (3/15) South Africa : 13% (2/15) Australia : 13% (2/15) Zimbabwe : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15),England : 43% (10/23) Argentina : 17% (4/23) Australia : 13% (3/23) South Africa : 9% (2/23) Ireland : 9% (2/23) Zimbabwe : 4% (1/23) Fiji : 4% (1/23),London Irish,947 kg (118.38 kg),26 ans,29 ans,201 cm,England : 47% (7/15) South Africa : 20% (3/15) Scotland : 13% (2/15) Argentina : 7% (1/15) Wales : 7% (1/15) New Zealand : 7% (1/15),England : 61% (14/23) South Africa : 17% (4/23) Scotland : 9% (2/23) Argentina : 4% (1/23) Wales : 4% (1/23) New Zealand : 4% (1/23),Leicester," Date :  Saturday, February 25, 2023 Kick Off : 20:30 Venue : Gtech Community Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,4_8_62,3,1_19_56,1,24,2,66_71,2,5_8,2,2_20,22 - 25
946 kg (118.25 kg),29 ans,27 ans,203 cm,England : 53% (8/15) South Africa : 13% (2/15) Ireland : 13% (2/15) Australia : 7% (1/15) Zimbabwe : 7% (1/15) Tonga : 7% (1/15),England : 52% (12/23) South Africa : 13% (3/23) Ireland : 9% (2/23) Zimbabwe : 9% (2/23) Australia : 4% (1/23) Tonga : 4% (1/23) Namibia : 4% (1/23) New Zealand : 4% (1/23),Exeter,915 kg (114.38 kg),27 ans,26 ans,201 cm,England : 47% (7/15) South Africa : 33% (5/15) Scotland : 13% (2/15) Canada : 7% (1/15),England : 57% (13/23) South Africa : 26% (6/23) Scotland : 9% (2/23) Canada : 4% (1/23) Wales : 4% (1/23),Sale," Date :  Sunday, February 26, 2023 Kick Off : 14:00 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,24_32_35,3,49_66_14,1,68,1,11,3,25_33_36,2,16_50,24 - 22
916 kg (114.50 kg),29 ans,28 ans,201 cm,England : 60% (9/15) New Zealand : 13% (2/15) Fiji : 13% (2/15) Scotland : 7% (1/15) Ireland : 7% (1/15),England : 57% (13/23) New Zealand : 13% (3/23) Ireland : 9% (2/23) Fiji : 9% (2/23) Scotland : 4% (1/23) Samoa : 4% (1/23) Wales : 4% (1/23),Bristol,947 kg (118.38 kg),26 ans,26 ans,207 cm,England : 73% (11/15) Fiji : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 83% (19/23) Fiji : 4% (1/23) Samoa : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23),Northampton," Date :  Friday, March 3, 2023 Kick Off : 20:45 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",7,23_50_67_19_32_59_73,1,55,1,10,1,7,7,20_24_43_50_60_68_73,0,,62 - 8
932 kg (116.50 kg),25 ans,29 ans,201 cm,England : 47% (7/15) South Africa : 20% (3/15) Scotland : 13% (2/15) Argentina : 7% (1/15) Wales : 7% (1/15) New Zealand : 7% (1/15),England : 57% (13/23) South Africa : 17% (4/23) Scotland : 9% (2/23) Wales : 9% (2/23) Argentina : 4% (1/23) New Zealand : 4% (1/23),Leicester,926 kg (115.75 kg),29 ans,27 ans,201 cm,England : 73% (11/15) South Africa : 13% (2/15) Australia : 7% (1/15) Scotland : 7% (1/15),England : 61% (14/23) South Africa : 22% (5/23) Scotland : 9% (2/23) Australia : 4% (1/23) Ireland : 4% (1/23),Bath," Date :  Saturday, March 4, 2023 Kick Off : 16:00 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,26_64_38_22_15_73,4,43_75_34_10,2,33_53,1,29,6,16_23_27_39_65_73,2,44_76,48 - 27
907 kg (113.38 kg),27 ans,27 ans,201 cm,England : 80% (12/15) South Africa : 20% (3/15),England : 74% (17/23) South Africa : 22% (5/23) Scotland : 4% (1/23),Harlequins,937 kg (117.13 kg),27 ans,27 ans,201 cm,England : 53% (8/15) Australia : 7% (1/15) Scotland : 7% (1/15) Wales : 7% (1/15) South Africa : 7% (1/15) Congo : 7% (1/15) Tonga : 7% (1/15) Ireland : 7% (1/15),England : 57% (13/23) Ireland : 9% (2/23) Australia : 4% (1/23) Scotland : 4% (1/23) Wales : 4% (1/23) South Africa : 4% (1/23) Congo : 4% (1/23) Tonga : 4% (1/23) Zimbabwe : 4% (1/23) New Zealand : 4% (1/23),Exeter," Date :  Saturday, March 4, 2023 Kick Off : 18:15 Venue : Twickenham Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,64_22_31_56_10_28,1,45,0,,0,,5,11_24_32_58_65,0,,40 - 5
915 kg (114.38 kg),27 ans,26 ans,201 cm,England : 47% (7/15) South Africa : 33% (5/15) Scotland : 13% (2/15) Canada : 7% (1/15),England : 57% (13/23) South Africa : 30% (7/23) Scotland : 9% (2/23) Canada : 4% (1/23),Sale,940 kg (117.50 kg),26 ans,27 ans,201 cm,England : 67% (10/15) New Zealand : 13% (2/15) Fiji : 7% (1/15) Australia : 7% (1/15) Wales : 7% (1/15),England : 61% (14/23) New Zealand : 9% (2/23) Fiji : 4% (1/23) Australia : 4% (1/23) Wales : 4% (1/23) Tonga : 4% (1/23) Scotland : 4% (1/23) Argentina : 4% (1/23) South Africa : 4% (1/23),Saracens," Date :  Sunday, March 5, 2023 Kick Off : 16:00 Venue : Salford City Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,60_79_39_31_53,3,26_19_64,0,,3,35_4_16,5,33_40_54_62_80,0,,35 - 24
949 kg (118.63 kg),27 ans,28 ans,203 cm,England : 60% (9/15) Argentina : 27% (4/15) Ireland : 7% (1/15) South Africa : 7% (1/15),England : 65% (15/23) Argentina : 17% (4/23) South Africa : 9% (2/23) Ireland : 4% (1/23) Samoa : 4% (1/23),Newcastle,928 kg (116.00 kg),28 ans,26 ans,204 cm,England : 47% (7/15) Argentina : 13% (2/15) Australia : 13% (2/15) Italy : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15),England : 48% (11/23) Argentina : 13% (3/23) Italy : 9% (2/23) Australia : 9% (2/23) Ireland : 9% (2/23) Fiji : 4% (1/23) South Africa : 4% (1/23) Zimbabwe : 4% (1/23),London Irish," Date :  Sunday, March 5, 2023 Kick Off : 16:00 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,37_29_48,5,26_2_17_60_52,0,,1,78,2,30_41,3,3_18_53,19 - 34
943 kg (117.88 kg),27 ans,27 ans,202 cm,England : 60% (9/15) Australia : 13% (2/15) Scotland : 7% (1/15) Samoa : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),England : 65% (15/23) Samoa : 9% (2/23) Australia : 9% (2/23) Scotland : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23),Northampton,906 kg (113.25 kg),30 ans,27 ans,201 cm,England : 73% (11/15) South Africa : 20% (3/15) Scotland : 7% (1/15),England : 74% (17/23) South Africa : 22% (5/23) Scotland : 4% (1/23),Bath," Date :  Friday, March 10, 2023 Kick Off : 20:45 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,12_51_45_18_67_76,4,24_62_7_74,1,36,0,,6,14_19_46_53_69_78,3,25_75_8,45 - 26
927 kg (115.88 kg),28 ans,27 ans,203 cm,England : 53% (8/15) South Africa : 13% (2/15) Ireland : 13% (2/15) Australia : 7% (1/15) Zimbabwe : 7% (1/15) Tonga : 7% (1/15),England : 52% (12/23) South Africa : 13% (3/23) Ireland : 13% (3/23) Zimbabwe : 9% (2/23) Australia : 4% (1/23) Tonga : 4% (1/23) Namibia : 4% (1/23),Exeter,946 kg (118.25 kg),27 ans,27 ans,203 cm,England : 60% (9/15) Argentina : 27% (4/15) South Africa : 13% (2/15),England : 65% (15/23) Argentina : 17% (4/23) South Africa : 9% (2/23) Samoa : 4% (1/23) Ireland : 4% (1/23),Newcastle," Date :  Saturday, March 11, 2023 Kick Off : 15:30 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,24_71_56,1,20,0,,0,,1,58,0,,24 - 5
