Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
935 kg (116.88 kg),26 ans,27 ans,203 cm,England : 53% (8/15) Ireland : 13% (2/15) Australia : 7% (1/15) Scotland : 7% (1/15) South Africa : 7% (1/15) Congo : 7% (1/15) Tonga : 7% (1/15),England : 48% (11/23) Ireland : 13% (3/23) South Africa : 9% (2/23) Australia : 4% (1/23) Scotland : 4% (1/23) Congo : 4% (1/23) Tonga : 4% (1/23) Namibia : 4% (1/23) Zimbabwe : 4% (1/23) Argentina : 4% (1/23),Exeter,939 kg (117.38 kg),28 ans,30 ans,201 cm,England : 53% (8/15) Ireland : 7% (1/15) Zimbabwe : 7% (1/15) Wales : 7% (1/15) South Africa : 7% (1/15) Tonga : 7% (1/15) New Zealand : 7% (1/15) Scotland : 7% (1/15),England : 43% (10/23) Wales : 9% (2/23) South Africa : 9% (2/23) Scotland : 9% (2/23) Fiji : 9% (2/23) Ireland : 4% (1/23) Zimbabwe : 4% (1/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) United-States : 4% (1/23),Leicester," Date :  Saturday, September 10, 2022 Kick Off : 16:00 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,37_80,2,58_48,1,2,2,12_35,2,39_81,2,49_60,24 - 20
915 kg (114.38 kg),27 ans,27 ans,207 cm,England : 53% (8/15) Australia : 13% (2/15) Argentina : 7% (1/15) Zimbabwe : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),England : 48% (11/23) Argentina : 9% (2/23) Australia : 9% (2/23) Ireland : 9% (2/23) Italy : 9% (2/23) Zimbabwe : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23),London Irish,910 kg (113.75 kg),27 ans,27 ans,203 cm,England : 67% (10/15) Russia : 7% (1/15) New Zealand : 7% (1/15) Scotland : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 70% (16/23) Scotland : 9% (2/23) Russia : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23) Wales : 4% (1/23),Worcester," Date :  match cancelled (Worcester suspension) Venue : Gtech Community Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,15_24_30_57_69,2,75_65,0,,0,,5,16_26_48_70_83,2,65_76,cancelled
933 kg (116.63 kg),29 ans,28 ans,204 cm,England : 80% (12/15) Ireland : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 70% (16/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Ireland : 4% (1/23) Australia : 4% (1/23) Samoa : 4% (1/23),Newcastle,919 kg (114.88 kg),26 ans,25 ans,200 cm,England : 67% (10/15) South Africa : 20% (3/15) New Zealand : 7% (1/15) Italy : 7% (1/15),England : 70% (16/23) South Africa : 17% (4/23) New Zealand : 4% (1/23) Italy : 4% (1/23) Ireland : 4% (1/23),Harlequins," Date :  Saturday, September 10, 2022 Kick Off : 16:00 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,12_58_39_30_65,5,43_24_74_52_19,0,,0,,3,41_60_66,5,20_25_44_53_75,31 - 40
916 kg (114.50 kg),29 ans,28 ans,201 cm,England : 53% (8/15) New Zealand : 20% (3/15) Ireland : 7% (1/15) Scotland : 7% (1/15) Wales : 7% (1/15) Australia : 7% (1/15),England : 61% (14/23) New Zealand : 13% (3/23) Ireland : 9% (2/23) Wales : 9% (2/23) Scotland : 4% (1/23) Australia : 4% (1/23),Bristol,916 kg (114.50 kg),30 ans,26 ans,201 cm,England : 73% (11/15) South Africa : 13% (2/15) Namibia : 7% (1/15) Scotland : 7% (1/15),England : 70% (16/23) South Africa : 17% (4/23) Namibia : 4% (1/23) Scotland : 4% (1/23) Ireland : 4% (1/23),Bath," Date :  Saturday, September 10, 2022 Kick Off : 18:30 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,0_72_26_35_78,2,54_14,0,,5,8_20_39_66_76,3,1_73_79,2,15_55,31 - 29
914 kg (114.25 kg),27 ans,28 ans,198 cm,England : 73% (11/15) Scotland : 13% (2/15) South Africa : 7% (1/15) Wales : 7% (1/15),England : 65% (15/23) Scotland : 9% (2/23) South Africa : 4% (1/23) Wales : 4% (1/23) Argentina : 4% (1/23) Georgia : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23),Gloucester,945 kg (118.13 kg),29 ans,27 ans,203 cm,England : 60% (9/15) Scotland : 13% (2/15) Ireland : 7% (1/15) New Zealand : 7% (1/15) South Africa : 7% (1/15) Italy : 7% (1/15),England : 74% (17/23) Scotland : 9% (2/23) Ireland : 4% (1/23) New Zealand : 4% (1/23) South Africa : 4% (1/23) Italy : 4% (1/23),Wasps," Date :  match cancelled (Wasps suspension) Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,72_45_42,3,25_19_29,1,59,0,,1,46,3,20_26_30,cancelled
915 kg (114.38 kg),28 ans,28 ans,199 cm,England : 47% (7/15) South Africa : 40% (6/15) Scotland : 7% (1/15) Samoa : 7% (1/15),England : 57% (13/23) South Africa : 35% (8/23) Scotland : 4% (1/23) Samoa : 4% (1/23),Sale,912 kg (114.00 kg),26 ans,25 ans,207 cm,England : 67% (10/15) South Africa : 13% (2/15) Samoa : 7% (1/15) Australia : 7% (1/15) New Zealand : 7% (1/15),England : 74% (17/23) South Africa : 9% (2/23) Samoa : 4% (1/23) Australia : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23),Northampton," Date :  Sunday, September 11, 2022 Kick Off : 16:00 Venue : Salford City Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,11_61_57_53,3,69_66_80,1,36,1,3,3,12_55_58,2,66_71,29 - 22
937 kg (117.13 kg),26 ans,26 ans,207 cm,England : 73% (11/15) Fiji : 7% (1/15) Samoa : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),England : 70% (16/23) Samoa : 9% (2/23) South Africa : 9% (2/23) Fiji : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23),Northampton,920 kg (115.00 kg),27 ans,25 ans,207 cm,England : 53% (8/15) Australia : 13% (2/15) Argentina : 7% (1/15) Zimbabwe : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),England : 48% (11/23) Australia : 9% (2/23) Ireland : 9% (2/23) Italy : 9% (2/23) Argentina : 4% (1/23) Zimbabwe : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23) Fiji : 4% (1/23),London Irish," Date :  Saturday, September 17, 2022 Kick Off : 15:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,8_54_51_71,1,80,4,37_60_68_76,1,42,3,9_55_72,1,80,38 - 22
942 kg (117.75 kg),28 ans,26 ans,203 cm,England : 73% (11/15) Scotland : 13% (2/15) Ireland : 7% (1/15) South Africa : 7% (1/15),England : 78% (18/23) Scotland : 9% (2/23) South Africa : 9% (2/23) Ireland : 4% (1/23),Wasps,929 kg (116.13 kg),28 ans,28 ans,201 cm,England : 60% (9/15) New Zealand : 20% (3/15) Scotland : 7% (1/15) Wales : 7% (1/15) Australia : 7% (1/15),England : 61% (14/23) New Zealand : 13% (3/23) Wales : 9% (2/23) Ireland : 9% (2/23) Scotland : 4% (1/23) Australia : 4% (1/23),Bristol," Date :  match cancelled (Wasps suspension) Venue : Coventry Building Society Arena Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,5,2,59_19,1,44,2,9_52,0,,2,20_60,cancelled
957 kg (119.63 kg),28 ans,29 ans,200 cm,England : 67% (10/15) Ireland : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15) Scotland : 7% (1/15),England : 52% (12/23) Fiji : 13% (3/23) South Africa : 9% (2/23) Wales : 9% (2/23) Ireland : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23) United-States : 4% (1/23),Leicester,934 kg (116.75 kg),29 ans,27 ans,204 cm,England : 80% (12/15) Ireland : 7% (1/15) Australia : 7% (1/15) Fiji : 7% (1/15),England : 70% (16/23) Fiji : 9% (2/23) South Africa : 9% (2/23) Ireland : 4% (1/23) Australia : 4% (1/23) Argentina : 4% (1/23),Newcastle," Date :  Saturday, September 17, 2022 Kick Off : 16:00 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,2_6_36_38_72,2,31_17,1,70,0,,4,3_37_39_73,3,18_32_47,36 - 21
899 kg (112.38 kg),26 ans,25 ans,200 cm,England : 73% (11/15) South Africa : 13% (2/15) New Zealand : 7% (1/15) Italy : 7% (1/15),England : 65% (15/23) South Africa : 17% (4/23) Ireland : 9% (2/23) New Zealand : 4% (1/23) Italy : 4% (1/23),Harlequins,935 kg (116.88 kg),26 ans,28 ans,198 cm,England : 73% (11/15) Fiji : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 65% (15/23) New Zealand : 9% (2/23) Fiji : 4% (1/23) Samoa : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23) Wales : 4% (1/23) Scotland : 4% (1/23),Saracens," Date :  Saturday, September 17, 2022 Kick Off : 16:00 Venue : Twickenham Stoop Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,2_7_35,4,61_27_45_20,2,14_63,2,56_65,3,4_9_36,2,28_61,27 - 30
914 kg (114.25 kg),29 ans,28 ans,201 cm,England : 67% (10/15) South Africa : 13% (2/15) Namibia : 7% (1/15) Scotland : 7% (1/15) Fiji : 7% (1/15),England : 65% (15/23) South Africa : 22% (5/23) Namibia : 4% (1/23) Scotland : 4% (1/23) Fiji : 4% (1/23),Bath,912 kg (114.00 kg),28 ans,26 ans,201 cm,England : 47% (7/15) South Africa : 40% (6/15) Scotland : 7% (1/15) Samoa : 7% (1/15),England : 57% (13/23) South Africa : 30% (7/23) Scotland : 4% (1/23) Samoa : 4% (1/23) Canada : 4% (1/23),Sale," Date :  Saturday, September 17, 2022 Kick Off : 16:00 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,41_72,4,28_3_77_51,2,14_27,3,17_32_37,2,43_73,4,4_28_51_77,20 - 37
911 kg (113.88 kg),26 ans,27 ans,203 cm,England : 67% (10/15) Russia : 7% (1/15) Scotland : 7% (1/15) Australia : 7% (1/15) Wales : 7% (1/15) South Africa : 7% (1/15),England : 70% (16/23) Scotland : 9% (2/23) Russia : 4% (1/23) Australia : 4% (1/23) Wales : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23),Worcester,935 kg (116.88 kg),26 ans,27 ans,203 cm,England : 53% (8/15) Ireland : 20% (3/15) Australia : 7% (1/15) Scotland : 7% (1/15) South Africa : 7% (1/15) Congo : 7% (1/15),England : 48% (11/23) Ireland : 13% (3/23) South Africa : 9% (2/23) Australia : 4% (1/23) Scotland : 4% (1/23) Congo : 4% (1/23) Namibia : 4% (1/23) Zimbabwe : 4% (1/23) Tonga : 4% (1/23) Argentina : 4% (1/23),Exeter," Date :  match cancelled (Worcester suspension) Venue : Sixways Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,44_22_63,5,15_31_56_2_71,0,,1,37,3,23_45_63,4,16_32_57_71,cancelled
922 kg (115.25 kg),29 ans,28 ans,201 cm,England : 80% (12/15) South Africa : 13% (2/15) Fiji : 7% (1/15),England : 70% (16/23) South Africa : 22% (5/23) Fiji : 4% (1/23) Namibia : 4% (1/23),Bath,946 kg (118.25 kg),27 ans,27 ans,203 cm,England : 73% (11/15) South Africa : 20% (3/15) Scotland : 7% (1/15),England : 74% (17/23) South Africa : 13% (3/23) Scotland : 9% (2/23) Ireland : 4% (1/23),Wasps," Date :  match cancelled (Wasps suspension) Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,55_65_60_35,4,26_29_22_48,1,78,5,11_13_38_41_80,4,36_56_61_66,2,27_30,cancelled
920 kg (115.00 kg),26 ans,26 ans,203 cm,England : 73% (11/15) South Africa : 13% (2/15) Scotland : 7% (1/15) Australia : 7% (1/15),England : 78% (18/23) South Africa : 9% (2/23) Scotland : 4% (1/23) Australia : 4% (1/23) New Zealand : 4% (1/23),Worcester,930 kg (116.25 kg),28 ans,27 ans,204 cm,England : 60% (9/15) Fiji : 13% (2/15) Ireland : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15) Argentina : 7% (1/15),England : 70% (16/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Ireland : 4% (1/23) Australia : 4% (1/23) Argentina : 4% (1/23),Newcastle," Date :  match cancelled (Worcester suspension) Venue : Sixways Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,78_65_25_16_69,1,5,2,35_61,0,,4,17_65_70_79,0,,cancelled
932 kg (116.50 kg),27 ans,27 ans,198 cm,England : 67% (10/15) New Zealand : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15),England : 61% (14/23) New Zealand : 9% (2/23) South Africa : 9% (2/23) Scotland : 9% (2/23) Samoa : 4% (1/23) Australia : 4% (1/23) Fiji : 4% (1/23),Saracens,912 kg (114.00 kg),27 ans,28 ans,198 cm,England : 60% (9/15) Scotland : 13% (2/15) South Africa : 7% (1/15) Fiji : 7% (1/15) Australia : 7% (1/15) Wales : 7% (1/15),England : 61% (14/23) Scotland : 9% (2/23) Australia : 9% (2/23) South Africa : 4% (1/23) Fiji : 4% (1/23) Wales : 4% (1/23) Argentina : 4% (1/23) Georgia : 4% (1/23),Gloucester," Date :  Saturday, September 24, 2022 Kick Off : 16:00 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,26_2_74_81,5,40_46_44_17_52,2,23_35,2,29_70,5,3_60_75_82_27,4,18_41_47_53,41 - 39
942 kg (117.75 kg),26 ans,27 ans,207 cm,England : 67% (10/15) Fiji : 7% (1/15) Samoa : 7% (1/15) South Africa : 7% (1/15) Wales : 7% (1/15) New Zealand : 7% (1/15),England : 74% (17/23) Fiji : 4% (1/23) Samoa : 4% (1/23) South Africa : 4% (1/23) Wales : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23),Northampton,937 kg (117.13 kg),28 ans,28 ans,200 cm,England : 67% (10/15) Ireland : 7% (1/15) Wales : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15) New Zealand : 7% (1/15),England : 61% (14/23) Wales : 9% (2/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Ireland : 4% (1/23) New Zealand : 4% (1/23) United-States : 4% (1/23),Leicester," Date :  Saturday, September 24, 2022 Kick Off : 16:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,43_14_16,5,72_46_38_75_78,0,,1,6,3,15_17_44,4,39_47_73_77,21 - 41
922 kg (115.25 kg),27 ans,28 ans,201 cm,England : 60% (9/15) New Zealand : 20% (3/15) Scotland : 7% (1/15) Ireland : 7% (1/15) Australia : 7% (1/15),England : 65% (15/23) New Zealand : 13% (3/23) Wales : 9% (2/23) Scotland : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23),Bristol,942 kg (117.75 kg),28 ans,25 ans,204 cm,England : 53% (8/15) Australia : 13% (2/15) Scotland : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),England : 57% (13/23) Australia : 9% (2/23) Ireland : 9% (2/23) Scotland : 4% (1/23) Fiji : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Italy : 4% (1/23) Zimbabwe : 4% (1/23),London Irish," Date :  Saturday, September 24, 2022 Kick Off : 16:00 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,32_21_59_44_17_61,5,72_4_50_77_43,0,,1,16,5,18_22_33_60_63,4,5_44_52_73,40 - 36
954 kg (119.25 kg),27 ans,27 ans,200 cm,England : 60% (9/15) Australia : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Zimbabwe : 7% (1/15) Congo : 7% (1/15) Ireland : 7% (1/15),England : 57% (13/23) Scotland : 9% (2/23) Ireland : 9% (2/23) Australia : 4% (1/23) South Africa : 4% (1/23) Zimbabwe : 4% (1/23) Congo : 4% (1/23) Namibia : 4% (1/23) Wales : 4% (1/23),Exeter,885 kg (110.63 kg),26 ans,25 ans,200 cm,England : 67% (10/15) South Africa : 20% (3/15) Argentina : 7% (1/15) New Zealand : 7% (1/15),England : 70% (16/23) South Africa : 17% (4/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) Italy : 4% (1/23),Harlequins," Date :  Sunday, September 25, 2022 Kick Off : 16:00 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,2_21_81_10_37_67,6,27_48_54_59_70_45,1,6,0,,5,67_3_11_22_38,6,28_46_49_56_60_71,43 - 42
925 kg (115.63 kg),29 ans,28 ans,204 cm,England : 60% (9/15) Argentina : 20% (3/15) Ireland : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 57% (13/23) South Africa : 13% (3/23) Argentina : 13% (3/23) Ireland : 4% (1/23) Australia : 4% (1/23) Samoa : 4% (1/23) Fiji : 4% (1/23),Newcastle,929 kg (116.13 kg),28 ans,28 ans,201 cm,England : 67% (10/15) New Zealand : 13% (2/15) Scotland : 7% (1/15) Ireland : 7% (1/15) Australia : 7% (1/15),England : 70% (16/23) New Zealand : 9% (2/23) Wales : 9% (2/23) Scotland : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23),Bristol," Date :  Friday, September 30, 2022 Kick Off : 20:45 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,31_20_16_83,2,50_57,2,63_76,1,12,2,32_85,1,58,30 - 15
918 kg (114.75 kg),29 ans,24 ans,204 cm,England : 53% (8/15) Italy : 7% (1/15) Argentina : 7% (1/15) Zimbabwe : 7% (1/15) Fiji : 7% (1/15) Australia : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15),England : 57% (13/23) Argentina : 9% (2/23) Australia : 9% (2/23) Ireland : 9% (2/23) Italy : 4% (1/23) Zimbabwe : 4% (1/23) Fiji : 4% (1/23) South Africa : 4% (1/23),London Irish,934 kg (116.75 kg),29 ans,27 ans,201 cm,England : 67% (10/15) South Africa : 27% (4/15) Fiji : 7% (1/15),England : 65% (15/23) South Africa : 22% (5/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Scotland : 4% (1/23),Bath," Date :  Saturday, October 1, 2022 Kick Off : 16:00 Venue : Gtech Community Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",7,79_3_26_37_13_22_56,6,18_51_43_70_76_83,0,,0,,6,4_15_24_27_39_57,4,52_71_77_84,47 - 38
912 kg (114.00 kg),28 ans,26 ans,201 cm,England : 53% (8/15) South Africa : 33% (5/15) Scotland : 7% (1/15) Samoa : 7% (1/15),England : 52% (12/23) South Africa : 30% (7/23) Scotland : 9% (2/23) Samoa : 4% (1/23) Canada : 4% (1/23),Sale,944 kg (118.00 kg),27 ans,27 ans,203 cm,England : 47% (7/15) Ireland : 20% (3/15) South Africa : 13% (2/15) Australia : 7% (1/15) Wales : 7% (1/15) Scotland : 7% (1/15),England : 48% (11/23) Ireland : 13% (3/23) South Africa : 13% (3/23) Australia : 4% (1/23) Wales : 4% (1/23) Scotland : 4% (1/23) New Zealand : 4% (1/23) Namibia : 4% (1/23) Tonga : 4% (1/23),Exeter," Date :  Saturday, October 1, 2022 Kick Off : 16:00 Venue : Salford City Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,46_36_68,2,11_50,3,24_61_77,2,30_72,2,38_47,2,13_50,28 - 20
942 kg (117.75 kg),27 ans,28 ans,201 cm,England : 67% (10/15) New Zealand : 7% (1/15) Scotland : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 57% (13/23) New Zealand : 9% (2/23) South Africa : 9% (2/23) Scotland : 4% (1/23) Samoa : 4% (1/23) Australia : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23) Italy : 4% (1/23),Saracens,939 kg (117.38 kg),27 ans,29 ans,201 cm,England : 47% (7/15) Wales : 13% (2/15) Fiji : 13% (2/15) Ireland : 7% (1/15) Zimbabwe : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),England : 52% (12/23) South Africa : 13% (3/23) Wales : 9% (2/23) Fiji : 9% (2/23) Ireland : 4% (1/23) Zimbabwe : 4% (1/23) New Zealand : 4% (1/23) United-States : 4% (1/23),Leicester," Date :  Saturday, October 1, 2022 Kick Off : 16:00 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,68_22_38_14_30_60,2,20_50,2,12_65,2,6_9,5,15_31_61_68_80,1,21,51 - 18
882 kg (110.25 kg),26 ans,25 ans,200 cm,England : 80% (12/15) South Africa : 20% (3/15),England : 70% (16/23) South Africa : 17% (4/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) Italy : 4% (1/23),Harlequins,935 kg (116.88 kg),25 ans,26 ans,207 cm,England : 67% (10/15) Fiji : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15) Wales : 7% (1/15),England : 70% (16/23) Fiji : 4% (1/23) Samoa : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23) Wales : 4% (1/23) Ireland : 4% (1/23) New Zealand : 4% (1/23),Northampton," Date :  Sunday, October 2, 2022 Kick Off : 16:00 Venue : Twickenham Stoop Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,3_47_63_6_24,4,33_55_67_74,0,,1,20,5,5_7_25_49_64,3,34_68_75,35 - 29
921 kg (115.13 kg),27 ans,27 ans,201 cm,England : 60% (9/15) New Zealand : 20% (3/15) Wales : 13% (2/15) Scotland : 7% (1/15),England : 61% (14/23) New Zealand : 13% (3/23) Wales : 13% (3/23) Scotland : 9% (2/23) Ireland : 4% (1/23),Bristol,945 kg (118.13 kg),27 ans,27 ans,198 cm,England : 53% (8/15) South Africa : 13% (2/15) Scotland : 13% (2/15) Australia : 7% (1/15) Congo : 7% (1/15) Ireland : 7% (1/15),England : 48% (11/23) South Africa : 13% (3/23) Scotland : 9% (2/23) Australia : 4% (1/23) Congo : 4% (1/23) Ireland : 4% (1/23) New Zealand : 4% (1/23) Namibia : 4% (1/23) Zimbabwe : 4% (1/23) Tonga : 4% (1/23),Exeter," Date :  Friday, October 7, 2022 Kick Off : 20:45 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,61_4,7,72_26_50_18_55_63_68,0,,1,12,2,5_62,6,19_27_51_57_64_69,14 - 50
948 kg (118.50 kg),29 ans,28 ans,198 cm,England : 53% (8/15) South Africa : 13% (2/15) Ireland : 7% (1/15) Argentina : 7% (1/15) Fiji : 7% (1/15) New Zealand : 7% (1/15) Scotland : 7% (1/15),England : 52% (12/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Ireland : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23) Samoa : 4% (1/23) Zimbabwe : 4% (1/23) Wales : 4% (1/23),Leicester,913 kg (114.13 kg),27 ans,26 ans,201 cm,England : 40% (6/15) South Africa : 40% (6/15) Scotland : 13% (2/15) Samoa : 7% (1/15),England : 52% (12/23) South Africa : 30% (7/23) Scotland : 9% (2/23) Samoa : 4% (1/23) Canada : 4% (1/23),Sale," Date :  Saturday, October 8, 2022 Kick Off : 16:00 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,28,4,47_32_10_51,3,6_16_22,0,,1,30,3,33_48_53,16 - 26
943 kg (117.88 kg),28 ans,26 ans,201 cm,England : 67% (10/15) South Africa : 20% (3/15) Scotland : 7% (1/15) Fiji : 7% (1/15),England : 70% (16/23) South Africa : 13% (3/23) Scotland : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Namibia : 4% (1/23),Bath,919 kg (114.88 kg),29 ans,26 ans,198 cm,England : 33% (5/15) Argentina : 20% (3/15) Georgia : 13% (2/15) South Africa : 7% (1/15) Fiji : 7% (1/15) Australia : 7% (1/15) Scotland : 7% (1/15) Wales : 7% (1/15),England : 52% (12/23) Argentina : 13% (3/23) Georgia : 9% (2/23) Australia : 9% (2/23) South Africa : 4% (1/23) Fiji : 4% (1/23) Scotland : 4% (1/23) Wales : 4% (1/23),Gloucester," Date :  Saturday, October 8, 2022 Kick Off : 16:00 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,50_23_63,3,18_10_36,0,,0,,1,25,3,11_20_37,17 - 21
908 kg (113.50 kg),29 ans,25 ans,203 cm,England : 67% (10/15) Scotland : 13% (2/15) South Africa : 13% (2/15) Ireland : 7% (1/15),England : 70% (16/23) Scotland : 9% (2/23) South Africa : 9% (2/23) Ireland : 4% (1/23) Argentina : 4% (1/23) Wales : 4% (1/23),Wasps,945 kg (118.13 kg),27 ans,26 ans,207 cm,England : 73% (11/15) Fiji : 7% (1/15) Samoa : 7% (1/15) Wales : 7% (1/15) New Zealand : 7% (1/15),England : 65% (15/23) South Africa : 13% (3/23) Fiji : 4% (1/23) Samoa : 4% (1/23) Wales : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23),Northampton," Date :  match cancelled (Wasps suspension) Venue : Coventry Building Society Arena Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,54_10_56_16,3,39_78_57,4,20_24_64_76,3,4_13_42,2,11_54,2,58_78,cancelled
923 kg (115.38 kg),29 ans,28 ans,204 cm,England : 53% (8/15) Argentina : 20% (3/15) South Africa : 13% (2/15) Ireland : 7% (1/15) Australia : 7% (1/15),England : 61% (14/23) South Africa : 13% (3/23) Argentina : 13% (3/23) Ireland : 4% (1/23) Australia : 4% (1/23) Samoa : 4% (1/23),Newcastle,932 kg (116.50 kg),27 ans,27 ans,201 cm,England : 53% (8/15) New Zealand : 7% (1/15) Tonga : 7% (1/15) Italy : 7% (1/15) Scotland : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 61% (14/23) South Africa : 9% (2/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) Italy : 4% (1/23) Scotland : 4% (1/23) Samoa : 4% (1/23) Australia : 4% (1/23) Fiji : 4% (1/23),Saracens," Date :  Sunday, October 9, 2022 Kick Off : 16:00 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,70_65,5,8_2_23_32_56,0,,1,73,2,66_70,3,9_24_33,14 - 34
