Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home JIFF players  ( read JIFF study in Top 14 ),Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away JIFF players  ( read JIFF study in Top 14 ),Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
916 kg (114.50 kg),29 ans,28 ans,198 cm,France : 67% (10/15) Fiji : 13% (2/15) Argentina : 7% (1/15) South Africa : 7% (1/15) England : 7% (1/15),France : 61% (14/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Argentina : 4% (1/23) England : 4% (1/23) Namibia : 4% (1/23) Uruguay : 4% (1/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bayonne,902 kg (112.75 kg),28 ans,26 ans,205 cm,France : 40% (6/15) Australia : 13% (2/15) Argentina : 7% (1/15) Tonga : 7% (1/15) New Zealand : 7% (1/15) Georgia : 7% (1/15) England : 7% (1/15) Fiji : 7% (1/15) Samoa : 7% (1/15),France : 43% (10/23) Argentina : 9% (2/23) Australia : 9% (2/23) Georgia : 9% (2/23) England : 9% (2/23) Fiji : 9% (2/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau," Date :  Saturday, March 25, 2023 Kick Off : 17:00 Venue : Stade d'Anoeta Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,36_43,2,22_55,2,18_67,3,20_27_40,2,37_45,3,23_56_73,20 - 30
894 kg (111.75 kg),28 ans,26 ans,201 cm,France : 53% (8/15) Argentina : 13% (2/15) Moldova : 7% (1/15) Samoa : 7% (1/15) Fiji : 7% (1/15) Tonga : 7% (1/15) Australia : 7% (1/15),France : 65% (15/23) Argentina : 9% (2/23) Moldova : 4% (1/23) Samoa : 4% (1/23) Fiji : 4% (1/23) Tonga : 4% (1/23) Australia : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Clermont,934 kg (116.75 kg),29 ans,26 ans,198 cm,France : 40% (6/15) Fiji : 20% (3/15) South Africa : 13% (2/15) Tonga : 7% (1/15) Samoa : 7% (1/15) Ireland : 7% (1/15) Argentina : 7% (1/15),France : 39% (9/23) Argentina : 17% (4/23) Fiji : 13% (3/23) Ireland : 13% (3/23) South Africa : 9% (2/23) Tonga : 4% (1/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 23 (61%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Brive," Date :  Saturday, March 25, 2023 Kick Off : 17:00 Venue : Parc des Sports Marcel Michelin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",6,13_31_25_48_64_71,0,,0,,1,17,4,26_49_65_72,0,,38 - 10
934 kg (116.75 kg),28 ans,28 ans,202 cm,France : 33% (5/15) Samoa : 20% (3/15) Argentina : 13% (2/15) Australia : 13% (2/15) New Zealand : 7% (1/15) England : 7% (1/15) South Africa : 7% (1/15),France : 39% (9/23) Samoa : 13% (3/23) Argentina : 9% (2/23) Australia : 9% (2/23) New Zealand : 4% (1/23) England : 4% (1/23) South Africa : 4% (1/23) Georgia : 4% (1/23) Cook Islands : 4% (1/23) Fiji : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 7 / 15 (47 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 13 / 23 (57%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Perpignan,947 kg (118.38 kg),28 ans,27 ans,202 cm,France : 40% (6/15) South Africa : 20% (3/15) United-States : 7% (1/15) Canada : 7% (1/15) Fiji : 7% (1/15) England : 7% (1/15) Italy : 7% (1/15) New Zealand : 7% (1/15),France : 48% (11/23) South Africa : 13% (3/23) England : 13% (3/23) New Zealand : 9% (2/23) United-States : 4% (1/23) Canada : 4% (1/23) Fiji : 4% (1/23) Italy : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 7 / 15 (47 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 23 (52%)  PRO NON-JIFF PLAYER : 10 / 23 (43 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Montpellier," Date :  Saturday, March 25, 2023 Kick Off : 17:00 Venue : Stade Aimé Giral Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,6_41_49,2,46_71,1,13,3,11_53_77,2,43_50,2,47_72,22 - 23
915 kg (114.38 kg),28 ans,26 ans,198 cm,France : 67% (10/15) Georgia : 7% (1/15) South Africa : 7% (1/15) England : 7% (1/15) Australia : 7% (1/15) Argentina : 7% (1/15),France : 74% (17/23) Georgia : 4% (1/23) South Africa : 4% (1/23) England : 4% (1/23) Australia : 4% (1/23) Argentina : 4% (1/23) Moldova : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bordeaux,956 kg (119.50 kg),28 ans,27 ans,203 cm,France : 47% (7/15) New Zealand : 20% (3/15) England : 7% (1/15) Ireland : 7% (1/15) Fiji : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),France : 61% (14/23) New Zealand : 13% (3/23) England : 4% (1/23) Ireland : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),La Rochelle," Date :  Saturday, March 25, 2023 Kick Off : 21:05 Venue : Matmut Atlantique Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",0,,3,49_76_72,2,3_39,5,5_28_36_57_60,0,,3,50_74_78,6 - 36
914 kg (114.25 kg),28 ans,27 ans,199 cm,France : 60% (9/15) Australia : 7% (1/15) Georgia : 7% (1/15) Argentina : 7% (1/15) Germany : 7% (1/15) South Africa : 7% (1/15) England : 7% (1/15),France : 57% (13/23) Australia : 9% (2/23) Georgia : 9% (2/23) South Africa : 9% (2/23) Argentina : 4% (1/23) Germany : 4% (1/23) England : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Paris,911 kg (113.88 kg),28 ans,27 ans,203 cm,France : 67% (10/15) New Zealand : 13% (2/15) South Africa : 7% (1/15) Fiji : 7% (1/15) England : 7% (1/15),France : 57% (13/23) Fiji : 13% (3/23) South Africa : 9% (2/23) New Zealand : 9% (2/23) Georgia : 9% (2/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Racing 92," Date :  Sunday, March 26, 2023 Kick Off : 21:05 Venue : Stade Jean Bouin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,78,2,20_45,2,12_37,1,7,1,78,2,21_46,13 - 17
894 kg (111.75 kg),26 ans,27 ans,202 cm,France : 67% (10/15) Georgia : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15) New Zealand : 7% (1/15) England : 7% (1/15),France : 61% (14/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Georgia : 4% (1/23) New Zealand : 4% (1/23) England : 4% (1/23) Namibia : 4% (1/23) Scotland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Racing 92,943 kg (117.88 kg),28 ans,27 ans,202 cm,France : 53% (8/15) England : 13% (2/15) Australia : 13% (2/15) New Zealand : 7% (1/15) Argentina : 7% (1/15) Congo : 7% (1/15),France : 61% (14/23) England : 9% (2/23) New Zealand : 9% (2/23) Australia : 9% (2/23) Argentina : 4% (1/23) Congo : 4% (1/23) South Africa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bordeaux," Date :  Saturday, April 15, 2023 Kick Off : 15:00 Venue : Stade Bollaert-Delelis Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,53_72_46,1,44,1,38,7,4_27_31_40_56_65_79,3,48_54_74,1,45,31 - 28
960 kg (120.00 kg),30 ans,28 ans,202 cm,France : 73% (11/15) Georgia : 7% (1/15) Samoa : 7% (1/15) Italy : 7% (1/15) Wales : 7% (1/15),France : 61% (14/23) Georgia : 4% (1/23) Samoa : 4% (1/23) Italy : 4% (1/23) Wales : 4% (1/23) Cameroon : 4% (1/23) Argentina : 4% (1/23) Fiji : 4% (1/23) New Zealand : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon,911 kg (113.88 kg),29 ans,26 ans,200 cm,France : 73% (11/15) Samoa : 7% (1/15) Argentina : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),France : 74% (17/23) Samoa : 9% (2/23) Argentina : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 1 / 15 (7 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 20 / 23 (87%)  PRO NON-JIFF PLAYER : 2 / 23 (9 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Perpignan," Date :  Saturday, April 15, 2023 Kick Off : 17:00 Venue : Stade Mayol Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",5,28_80_34_52_67,2,9_72,2,15_24,1,46,3,29_35_80,1,10,37 - 15
937 kg (117.13 kg),28 ans,27 ans,199 cm,France : 33% (5/15) Argentina : 20% (3/15) Ireland : 13% (2/15) Georgia : 13% (2/15) Fiji : 13% (2/15) Samoa : 7% (1/15),France : 26% (6/23) Argentina : 22% (5/23) Georgia : 13% (3/23) Ireland : 9% (2/23) Fiji : 9% (2/23) Samoa : 4% (1/23) Tonga : 4% (1/23) Colombia : 4% (1/23) New Zealand : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 14 / 23 (61%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Brive,941 kg (117.63 kg),28 ans,26 ans,199 cm,France : 67% (10/15) Australia : 13% (2/15) Argentina : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),France : 57% (13/23) South Africa : 13% (3/23) Australia : 9% (2/23) Georgia : 9% (2/23) Argentina : 4% (1/23) Fiji : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Paris," Date :  Saturday, April 15, 2023 Kick Off : 17:00 Venue : Stadium Municipal Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,14_18_80,3,24_33_42,1,52,2,57_73,2,15_19,3,25_34_43,22 - 27
918 kg (114.75 kg),27 ans,26 ans,200 cm,France : 60% (9/15) England : 20% (3/15) Canada : 7% (1/15) South Africa : 7% (1/15) Italy : 7% (1/15),France : 61% (14/23) England : 17% (4/23) South Africa : 13% (3/23) Canada : 4% (1/23) Italy : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Montpellier,932 kg (116.50 kg),27 ans,26 ans,200 cm,France : 60% (9/15) Fiji : 20% (3/15) Canada : 7% (1/15) Georgia : 7% (1/15) New Zealand : 7% (1/15),France : 70% (16/23) Fiji : 13% (3/23) Canada : 4% (1/23) Georgia : 4% (1/23) New Zealand : 4% (1/23) Spain : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres," Date :  Saturday, April 15, 2023 Kick Off : 17:00 Venue : GGL Stadium Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,40_53_33,4,45_49_13_23,0,,0,,2,34_40,4,14_24_46_51,19 - 28
902 kg (112.75 kg),27 ans,26 ans,205 cm,France : 33% (5/15) Georgia : 13% (2/15) Fiji : 13% (2/15) Australia : 13% (2/15) Argentina : 7% (1/15) New Zealand : 7% (1/15) England : 7% (1/15) Samoa : 7% (1/15),France : 43% (10/23) Argentina : 9% (2/23) Georgia : 9% (2/23) Fiji : 9% (2/23) Australia : 9% (2/23) England : 9% (2/23) New Zealand : 4% (1/23) Samoa : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau,874 kg (109.25 kg),26 ans,27 ans,198 cm,France : 53% (8/15) Fiji : 13% (2/15) Moldova : 7% (1/15) Samoa : 7% (1/15) Tonga : 7% (1/15) Argentina : 7% (1/15) Australia : 7% (1/15),France : 57% (13/23) Fiji : 9% (2/23) Moldova : 4% (1/23) Samoa : 4% (1/23) Tonga : 4% (1/23) Argentina : 4% (1/23) Australia : 4% (1/23) New Zealand : 4% (1/23) Italy : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Clermont," Date :  Saturday, April 15, 2023 Kick Off : 17:00 Venue : Stade du Hameau Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,47_10,2,64_80,3,3_19_71,2,14_23,2,11_48,1,80,23 - 18
893 kg (111.63 kg),28 ans,27 ans,200 cm,France : 73% (11/15) Argentina : 7% (1/15) Spain : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),France : 74% (17/23) South Africa : 9% (2/23) Argentina : 4% (1/23) Spain : 4% (1/23) Australia : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),La Rochelle,944 kg (118.00 kg),28 ans,28 ans,200 cm,France : 67% (10/15) Argentina : 7% (1/15) Tonga : 7% (1/15) New Zealand : 7% (1/15) Georgia : 7% (1/15) South Africa : 7% (1/15),France : 65% (15/23) South Africa : 9% (2/23) Argentina : 4% (1/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) Georgia : 4% (1/23) Uruguay : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bayonne," Date :  Saturday, April 15, 2023 Kick Off : 21:05 Venue : Stade Marcel Deflandre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,69_21,0,,4,17_33_40_58,2,27_37,2,22_70,0,,26 - 6
910 kg (113.75 kg),26 ans,25 ans,203 cm,France : 87% (13/15) Ireland : 7% (1/15) Argentina : 7% (1/15),France : 78% (18/23) Ireland : 4% (1/23) Argentina : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse,935 kg (116.88 kg),28 ans,28 ans,200 cm,France : 47% (7/15) New Zealand : 27% (4/15) Fiji : 13% (2/15) Georgia : 7% (1/15) South Africa : 7% (1/15),France : 52% (12/23) New Zealand : 22% (5/23) Fiji : 9% (2/23) Georgia : 4% (1/23) South Africa : 4% (1/23) England : 4% (1/23) Australia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Lyon," Date :  Sunday, April 16, 2023 Kick Off : 21:05 Venue : Stade Ernest Wallon Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,34_62,4,77_71_5_9,5,27_40_43_56_77,1,31,2,35_63,4,6_10_72_78,36 - 31
905 kg (113.13 kg),27 ans,28 ans,200 cm,France : 73% (11/15) South Africa : 13% (2/15) Argentina : 7% (1/15) Australia : 7% (1/15),France : 61% (14/23) South Africa : 9% (2/23) New Zealand : 9% (2/23) Argentina : 4% (1/23) Australia : 4% (1/23) England : 4% (1/23) Ireland : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),La Rochelle,908 kg (113.50 kg),26 ans,26 ans,203 cm,France : 47% (7/15) Australia : 13% (2/15) Moldova : 7% (1/15) South Africa : 7% (1/15) Samoa : 7% (1/15) Fiji : 7% (1/15) Tonga : 7% (1/15) Italy : 7% (1/15),France : 65% (15/23) Australia : 9% (2/23) Moldova : 4% (1/23) South Africa : 4% (1/23) Samoa : 4% (1/23) Fiji : 4% (1/23) Tonga : 4% (1/23) Italy : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 2 / 15 (13 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 2 / 23 (9 %),Clermont," Date :  Saturday, April 22, 2023 Kick Off : 15:00 Venue : Stade Marcel Deflandre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,17_32_77_39,1,49,0,,2,54_61,3,18_33_78,1,50,26 - 13
943 kg (117.88 kg),29 ans,29 ans,202 cm,France : 27% (4/15) Samoa : 20% (3/15) Argentina : 13% (2/15) Georgia : 7% (1/15) New Zealand : 7% (1/15) Australia : 7% (1/15) England : 7% (1/15) Fiji : 7% (1/15) South Africa : 7% (1/15),France : 43% (10/23) Samoa : 13% (3/23) Argentina : 9% (2/23) Georgia : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23) England : 4% (1/23) Fiji : 4% (1/23) South Africa : 4% (1/23) Cook Islands : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 14 / 23 (61%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Perpignan,884 kg (110.50 kg),27 ans,26 ans,202 cm,France : 67% (10/15) Georgia : 7% (1/15) South Africa : 7% (1/15) Namibia : 7% (1/15) Scotland : 7% (1/15) Fiji : 7% (1/15),France : 65% (15/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Georgia : 4% (1/23) Namibia : 4% (1/23) Scotland : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Racing 92," Date :  Saturday, April 22, 2023 Kick Off : 17:00 Venue : Stade Aimé Giral Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,8_64_55_49,3,46_57_32,2,40_76,2,15_39,2,56_65,0,,30 - 21
